地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江東区,1473,0.1,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,114,1.2,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,114,0.1,1,0.4,0,0.0,0,0.0,1246,2.4,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
品川区,42590,3.9,25,2.7,8753,2.9,8,2.6,355,1.2,3,5.4,114,1.2,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1595,1.6,8,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31773,100.0,5,100.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
目黒区,15407,1.4,16,1.8,7743,2.5,5,1.6,274,0.9,1,1.8,114,1.2,1,3.2,907,0.6,2,2.2,6139,6.3,4,9.3,0,0.0,0,0.0,230,0.2,3,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大田区,31428,2.9,13,1.4,20222,6.6,5,1.6,0,0.0,0,0.0,114,1.2,1,3.2,6458,4.2,3,3.3,0,0.0,0,0.0,0,0.0,0,0.0,1062,1.1,3,1.3,0,0.0,0,0.0,0,0.0,0,0.0,3574,11.3,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
世田谷区,24776,2.3,33,3.6,12169,4.0,10,3.2,411,1.4,1,1.8,114,1.2,1,3.2,1850,1.2,4,4.3,6139,6.3,4,9.3,0,0.0,0,0.0,1902,1.9,10,4.3,0,0.0,0,0.0,440,0.9,1,2.0,1340,4.2,1,6.3,411,19.9,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
渋谷区,23053,2.1,48,5.3,15634,5.1,23,7.4,761,2.6,4,7.1,114,1.2,1,3.2,575,0.4,3,3.3,733,0.7,1,2.3,0,0.0,0,0.0,5237,5.3,16,6.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中野区,75841,6.9,84,9.2,25740,8.5,38,12.2,7434,25.3,10,17.9,694,7.4,2,6.5,32736,21.1,14,15.2,1720,1.8,1,2.3,0,0.0,0,0.0,7209,7.3,17,7.2,122,0.1,1,20.0,185,0.4,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,56012,5.1,73,8.0,36480,12.0,40,12.9,822,2.8,2,3.6,114,1.2,1,3.2,6068,3.9,5,5.4,926,0.9,1,2.3,1964,11.8,1,7.7,8817,9.0,21,8.9,0,0.0,0,0.0,439,0.9,1,2.0,385,1.2,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豊島区,16055,1.5,31,3.4,7773,2.6,14,4.5,274,0.9,1,1.8,836,8.8,3,9.7,3294,2.1,2,2.2,0,0.0,0,0.0,448,2.7,1,7.7,3429,3.5,10,4.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北区,6336,0.6,12,1.3,3602,1.2,4,1.3,0,0.0,0,0.0,114,1.2,1,3.2,1690,1.1,3,3.3,0,0.0,0,0.0,0,0.0,0,0.0,321,0.3,2,0.9,0,0.0,0,0.0,610,1.2,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荒川区,5003,0.5,7,0.8,2460,0.8,1,0.3,1472,5.0,1,1.8,114,1.2,1,3.2,419,0.3,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,114,0.1,1,0.4,0,0.0,0,0.0,424,0.8,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区,15604,1.4,17,1.9,8709,2.9,10,3.2,0,0.0,0,0.0,114,1.2,1,3.2,4888,3.1,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,1031,1.0,3,1.3,0,0.0,0,0.0,862,1.7,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
練馬区,74666,6.8,87,9.5,34165,11.2,41,13.2,1916,6.5,5,8.9,213,2.2,2,6.5,6894,4.4,5,5.4,0,0.0,0,0.0,0,0.0,0,0.0,6236,6.3,19,8.1,305,0.3,1,20.0,2151,4.2,4,8.2,22294,70.6,9,56.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,492,82.0,1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
足立区,3365,0.3,8,0.9,1608,0.5,2,0.6,0,0.0,0,0.0,114,1.2,1,3.2,68,0.0,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,484,0.5,2,0.9,0,0.0,0,0.0,424,0.8,1,2.0,667,2.1,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛飾区,2969,0.3,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,114,1.2,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2855,2.9,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江戸川区,10022,0.9,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,114,1.2,1,3.2,6139,4.0,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,114,0.1,1,0.4,0,0.0,0,0.0,3655,7.1,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多摩地区計,76590,7.0,87,9.5,27965,9.2,33,10.6,248,0.8,2,3.6,0,0.0,0,0.0,6002,3.9,9,9.8,12884,13.1,4,9.3,366,2.2,1,7.7,9104,9.3,20,8.5,0,0.0,0,0.0,8871,17.2,13,26.5,0,0.0,0,0.0,1659,80.1,2,66.7,0,0.0,0,0.0,9492,6.8,3,8.3,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西多摩地域,2394,0.2,6,0.7,586,0.2,1,0.3,63,0.2,1,1.8,0,0.0,0,0.0,253,0.2,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,586,0.6,1,0.4,0,0.0,0,0.0,906,1.8,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南多摩(1)地域,9296,0.8,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7405,7.5,1,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,672,1.3,1,2.0,0,0.0,0,0.0,1218,58.9,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南多摩(2)地域,691,0.1,2,0.2,19,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,672,1.3,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(1)地域,4122,0.4,5,0.5,1242,0.4,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,15,0.0,1,1.1,1753,1.8,1,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1112,2.2,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(2)地域,6979,0.6,8,0.9,2738,0.9,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1266,1.3,1,2.3,0,0.0,0,0.0,598,0.6,2,0.9,0,0.0,0,0.0,1111,2.2,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1266,0.9,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(3)地域,3576,0.3,5,0.5,1173,0.4,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1853,1.9,2,0.9,0,0.0,0,0.0,551,1.1,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩南部地域,23901,2.2,29,3.2,8992,3.0,12,3.9,0,0.0,0,0.0,0,0.0,0,0.0,1853,1.2,4,4.3,0,0.0,0,0.0,366,2.2,1,7.7,4122,4.2,9,3.8,0,0.0,0,0.0,342,0.7,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8226,5.9,2,5.6,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩北部地域,23171,2.1,28,3.1,13215,4.3,14,4.5,185,0.6,1,1.8,0,0.0,0,0.0,3881,2.5,3,3.3,0,0.0,0,0.0,0,0.0,0,0.0,1944,2.0,6,2.6,0,0.0,0,0.0,3505,6.8,3,6.1,0,0.0,0,0.0,440,21.3,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
島しょ部,2460,0.2,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2460,2.5,1,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都外計,502954,46.0,159,17.4,56303,18.5,30,9.6,11203,38.1,9,16.1,1031,10.9,1,3.2,60539,39.0,17,18.5,58829,59.9,21,48.8,12163,72.9,7,53.8,17690,18.0,15,6.4,109717,99.6,3,60.0,26042,50.6,11,22.4,3315,10.5,3,18.8,0,0.0,0,0.0,16517,100.0,8,100.0,129496,93.2,33,91.7,0,0.0,0,0.0,108,18.0,1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,15981,1.5,2,0.2,12184,4.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3797,2.7,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青森県,4722,0.4,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1242,0.8,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,949,1.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2531,1.8,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岩手県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮城県,3164,0.3,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1582,1.6,1,2.3,0,0.0,0,0.0,1582,1.6,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋田県,10989,1.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10989,7.1,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山形県,5695,0.5,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1898,1.9,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1898,11.5,1,12.5,1898,1.4,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福島県,61567,5.6,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2215,2.3,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2215,13.4,1,12.5,57137,41.1,7,19.4,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茨城県,4042,0.4,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1582,1.6,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1948,11.8,2,25.0,513,0.4,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
