区分,総数,平均価格,築地市場,足立市場,大田市場,構成比率総計比(％),構成比率種別比(％),構成比率部類別比(％)
練製品類はんぺん金額(円),343872831,480,284405008,51782944,7684879,0.1,0.3,2.9
練製品類揚物数量(kg),7483870,,6941939,475448,66483,1.7,5.2,39.3
練製品類揚物金額(円),4431336686,592,4126242233,258334222,46760231,1.0,3.5,36.8
練製品類伊達巻数量(kg),519198,,494790,17180,7228,0.1,0.4,2.7
練製品類伊達巻金額(円),590155862,1137,555505289,22824134,11826439,0.1,0.5,4.9
練製品類ソ－セ－ジ数量(kg),243814,,214148,25606,4060,0.1,0.2,1.3
練製品類ソ－セ－ジ金額(円),275422097,1130,257640778,14158823,3622496,0.1,0.2,2.3
練製品類ハム数量(kg),235106,,228649,4725,1732,0.1,0.2,1.2
練製品類ハム金額(円),384905413,1637,376944300,5485929,2475184,0.1,0.3,3.2
練製品類その他練製品数量(kg),3459706,,3184453,218131,57122,0.8,2.4,18.2
練製品類その他練製品金額(円),1320280928,382,1208693335,82990613,28596980,0.3,1.0,11.0
湯煮品類総数数量(kg),5905141,,5543380,276016,85745,1.4,4.1,100.0
湯煮品類総数金額(円),8378370782,1419,7826340516,402497512,149532754,1.8,6.5,100.0
湯煮品類煮いか数量(kg),315030,,303950,9495,1585,0.1,0.2,5.3
湯煮品類煮いか金額(円),218658078,694,208489829,8293830,1874419,0.0,0.2,2.6
湯煮品類煮ホタルいか数量(kg),1365255,,1314310,41938,9007,0.3,0.9,23.1
湯煮品類煮ホタルいか金額(円),1197177723,877,1150211234,33484481,13482008,0.3,0.9,14.3
湯煮品類煮えび数量(kg),311756,,297038,10448,4270,0.1,0.2,5.3
湯煮品類煮えび金額(円),613022891,1966,592492866,15063717,5466308,0.1,0.5,7.3
湯煮品類煮ずわいかに数量(kg),264263,,254361,3556,6346,0.1,0.2,4.5
湯煮品類煮ずわいかに金額(円),1066022050,4034,1024175453,15983467,25863130,0.2,0.8,12.7
湯煮品類煮たらばかに数量(kg),41622,,41296,190,136,0.0,0.0,0.7
湯煮品類煮たらばかに金額(円),208878711,5018,207200410,815382,862919,0.0,0.2,2.5
湯煮品類煮毛かに数量(kg),8029,,7892,136,1,0.0,0.0,0.1
湯煮品類煮毛かに金額(円),24678331,3074,24526330,146880,5121,0.0,0.0,0.3
湯煮品類煮たこ数量(kg),2250152,,2010324,202225,37603,0.5,1.6,38.1
湯煮品類煮たこ金額(円),3352770562,1490,2973304982,312951990,66513590,0.7,2.6,40.0
湯煮品類かまあげ数量(kg),818834,,794407,1041,23386,0.2,0.6,13.9
湯煮品類かまあげ金額(円),1015786581,1241,983508407,1839186,30438988,0.2,0.8,12.1
湯煮品類むきしゃこ数量(kg),46015,,43191,782,2042,0.0,0.0,0.8
湯煮品類むきしゃこ金額(円),204616791,4447,195255213,6320741,3040837,0.0,0.2,2.4
湯煮品類なまり数量(kg),271995,,265603,5529,863,0.1,0.2,4.6
湯煮品類なまり金額(円),268872010,989,262419451,5619294,833265,0.1,0.2,3.2
湯煮品類その他湯煮品数量(kg),212190,,211008,676,506,0.0,0.1,3.6
湯煮品類その他湯煮品金額(円),207887054,980,204756341,1978544,1152169,0.0,0.2,2.5
切身加工品類総数数量(kg),4067184,,3691842,207090,168252,0.9,2.8,100.0
切身加工品類総数金額(円),4352631887,1070,3775840055,287718551,289073281,1.0,3.4,100.0
切身加工品類冷まぐろ切身Ｐ数量(kg),1174531,,879980,154755,139796,0.3,0.8,28.9
切身加工品類冷まぐろ切身Ｐ金額(円),1863647708,1587,1402267473,211360997,250019238,0.4,1.5,42.8
切身加工品類冷赤魚切身Ｐ数量(kg),92166,,91207,894,65,0.0,0.1,2.3
切身加工品類冷赤魚切身Ｐ金額(円),54200049,588,53851863,277581,70605,0.0,0.0,1.2
切身加工品類冷かれい切身Ｐ数量(kg),45528,,45511,17,0,0.0,0.0,1.1
切身加工品類冷かれい切身Ｐ金額(円),30370021,667,30357925,12096,0,0.0,0.0,0.7
切身加工品類冷さけ切身Ｐ数量(kg),626202,,605160,21006,36,0.1,0.4,15.4
切身加工品類冷さけ切身Ｐ金額(円),817998010,1306,777658146,40314322,25542,0.2,0.6,18.8
切身加工品類冷さば切身Ｐ数量(kg),210883,,209840,364,679,0.0,0.1,5.2
切身加工品類冷さば切身Ｐ金額(円),143753958,682,142335623,170478,1247857,0.0,0.1,3.3
切身加工品類冷たら切身Ｐ数量(kg),543509,,523707,19802,0,0.1,0.4,13.4
切身加工品類冷たら切身Ｐ金額(円),204070772,375,184134937,19935835,0,0.0,0.2,4.7
切身加工品類その他冷切身Ｐ数量(kg),1374365,,1336437,10252,27676,0.3,0.9,33.8
切身加工品類その他冷切身Ｐ金額(円),1238591369,901,1185234088,15647242,37710039,0.3,1.0,28.5
小型魚介類総数数量(kg),3057129,,2958914,54624,43591,0.7,2.1,100.0
小型魚介類総数金額(円),3722413898,1218,3525873443,130532347,66008108,0.8,2.9,100.0
小型魚介類冷えび類Ｐ数量(kg),1629337,,1541797,47047,40493,0.4,1.1,53.3
小型魚介類冷えび類Ｐ金額(円),2381218225,1461,2200498324,120661812,60058089,0.5,1.9,64.0
小型魚介類冷貝類Ｐ数量(kg),362657,,362120,446,91,0.1,0.2,11.9
小型魚介類冷貝類Ｐ金額(円),417872448,1152,417479851,367611,24986,0.1,0.3,11.2
小型魚介類冷小型いか類Ｐ数量(kg),337226,,330802,6298,126,0.1,0.2,11.0
小型魚介類冷小型いか類Ｐ金額(円),359257986,1065,350878718,8312013,67255,0.1,0.3,9.7
小型魚介類その他小型魚介類Ｐ数量(kg),727909,,724195,833,2881,0.2,0.5,23.8
小型魚介類その他小型魚介類Ｐ金額(円),564065239,775,557016550,1190911,5857778,0.1,0.4,15.2
その他加工品類総数数量(kg),30227900,,27456759,1030055,1741086,7.0,20.8,100.0
その他加工品類総数金額(円),23545793933,779,21760006990,1056631705,729155238,5.2,18.4,100.0
その他加工品類煮あわび数量(kg),1485,,1400,74,11,0.0,0.0,0.0
その他加工品類煮あわび金額(円),14786034,9957,13727299,835175,223560,0.0,0.0,0.1
その他加工品類味付ほたて数量(kg),16273,,15493,755,25,0.0,0.0,0.1
その他加工品類味付ほたて金額(円),17612495,1082,16047621,1528554,36320,0.0,0.0,0.1
その他加工品類その他加工貝数量(kg),165854,,157875,5079,2900,0.0,0.1,0.5
その他加工品類その他加工貝金額(円),192014134,1158,182560193,6212489,3241452,0.0,0.1,0.8
その他加工品類酢たこ数量(kg),306680,,279700,23854,3126,0.1,0.2,1.0
その他加工品類酢たこ金額(円),437155929,1425,391457523,39093509,6604897,0.1,0.3,1.9
その他加工品類味付たこ数量(kg),25449,,24049,1228,172,0.0,0.0,0.1
その他加工品類味付たこ金額(円),32253184,1267,29829560,2253064,170560,0.0,0.0,0.1
その他加工品類味付かずのこ数量(kg),294576,,275037,18078,1461,0.1,0.2,1.0
その他加工品類味付かずのこ金額(円),507171065,1722,468239800,35494188,3437077,0.1,0.4,2.2
その他加工品類さけフレ－ク数量(kg),590924,,570230,18990,1704,0.1,0.4,2.0
その他加工品類さけフレ－ク金額(円),586664372,993,565605838,19148142,1910392,0.1,0.5,2.5
その他加工品類つくだ煮数量(kg),4189186,,4092882,71399,24905,1.0,2.9,13.9
その他加工品類つくだ煮金額(円),3741349738,893,3648287027,60080694,32982017,0.8,2.9,15.9
その他加工品類魚漬物数量(kg),5685043,,5312573,334005,38465,1.3,3.9,18.8
その他加工品類魚漬物金額(円),3701956063,651,3401931668,261119029,38905366,0.8,2.9,15.7
その他加工品類さきいか数量(kg),139619,,135827,3491,301,0.0,0.1,0.5
その他加工品類さきいか金額(円),227584964,1630,219209526,7814746,560692,0.1,0.2,1.0
その他加工品類さらし鯨数量(kg),10929,,6482,4447,0,0.0,0.0,0.0
その他加工品類さらし鯨金額(円),20167952,1845,10577455,9590497,0,0.0,0.0,0.1
その他加工品類ベーコン数量(kg),101684,,93721,6863,1100,0.0,0.1,0.3
その他加工品類ベーコン金額(円),195496619,1923,171701042,21460314,2335263,0.0,0.2,0.8
その他加工品類くん製品数量(kg),448104,,444212,3837,55,0.1,0.3,1.5
その他加工品類くん製品金額(円),731391468,1632,726660541,4600316,130611,0.2,0.6,3.1
その他加工品類その他加工品数量(kg),18252094,,16047278,537955,1666861,4.2,12.6,60.4
その他加工品類その他加工品金額(円),13140189916,720,11914171897,587400988,638617031,2.9,10.3,55.8
その他食品総数数量(kg),27139776,,25225118,1848707,65951,6.2,18.7,100.0
その他食品総数金額(円),9802662292,361,9186438733,570535558,45688001,2.2,7.7,100.0
その他食品水産冷食数量(kg),388650,,381738,1838,5074,0.1,0.3,1.4
その他食品水産冷食金額(円),304495314,783,299105262,1947593,3442459,0.1,0.2,3.1
その他食品農産冷食数量(kg),42531,,36058,3377,3096,0.0,0.0,0.2
その他食品農産冷食金額(円),19990932,470,17062030,1838161,1090741,0.0,0.0,0.2
その他食品調理冷食数量(kg),380250,,359400,19426,1424,0.1,0.3,1.4
その他食品調理冷食金額(円),283258275,745,266650317,14869170,1738788,0.1,0.2,2.9
その他食品その他食品数量(kg),26328345,,24447922,1824066,56357,6.1,18.1,97.0
その他食品その他食品金額(円),9194917771,349,8603621124,551880634,39416013,2.0,7.2,93.8
