区分,総数,鮮魚,活魚類,貝類,冷凍魚,淡水魚,海そう類,加工品
全市場数量,94.8,104.0,97.4,99.0,85.2,101.2,75.4,92.3
全市場金額,101.2,102.0,99.2,98.8,98.4,91.5,89.4,104.9
築地市場数量,94.8,103.6,95.7,99.9,84.8,101.6,75.0,92.6
築地市場金額,101.0,101.0,98.6,99.3,98.1,91.8,90.0,105.6
足立市場数量,92.3,104.8,93.6,89.4,92.3,92.6,89.7,86.0
足立市場金額,97.9,97.5,89.3,95.1,105.3,84.5,87.5,96.0
大田市場数量,103.0,129.3,118.2,80.5,93.9,85.3,65.0,89.3
大田市場金額,118.3,160.7,114.4,79.6,100.3,78.1,68.1,91.0
