都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
131164,1,東京都,豊島区,池袋西口駅前付近1,イケブクロニシグチエキマエフキン1,,東京都豊島区西池袋1-15-7,ベルビル,35.73049,139.70964,文化観光課,,,,ビル,,屋外
131164,2,東京都,豊島区,池袋西口駅前付近2,イケブクロニシグチエキマエフキン2,,東京都豊島区西池袋1-26-3,津村ビル,35.73155,139.71007,文化観光課,,,,ビル,,屋外
131164,3,東京都,豊島区,池袋東口駅前付近１,イケブクロヒガシグチエキマエフキン1,,東京都豊島区南池袋1-27-8,大庄池袋東口ビル,35.72952,139.71291,文化観光課,,,,ビル,,屋外
131164,4,東京都,豊島区,池袋西口駅前付近3,イケブクロニシグチエキマエフキン3,,東京都豊島区西池袋1-15-7,ベルビル,35.73049,139.70964,文化観光課,,,,ビル,,屋外
131164,5,東京都,豊島区,池袋東口駅前付近2,イケブクロヒガシグチエキマエフキン2,,東京都豊島区東池袋1-41-6,菊邑ビル,35.73172,139.71304,文化観光課,,,,ビル,,屋外
131164,6,東京都,豊島区,池袋西口二又交番付近1,イケブクロニシグチフタマタコウバンフキン1,,東京都豊島区池袋2-13-2,金子園ビル,35.73195,139.70729,文化観光課,,,,ビル,,屋外
131164,7,東京都,豊島区,池袋サンシャイン60通り１,イケブクロサンシャイン60ドオリ1,,東京都豊島区東池袋1-29-4,成田ビル,35.73044,139.71642,文化観光課,,,,ビル,,屋外
131164,8,東京都,豊島区,池袋グリーン大通り１,イケブクログリーンオオドオリ1,,東京都豊島区東池袋1-25-3,第２はやかわビル,35.72811,139.7164,文化観光課,,,,ビル,,屋外
131164,9,東京都,豊島区,南池袋公園1,ミナミイケブクロコウエン1,,東京都豊島区南池袋2-21-1,カフェ屋内,35.7276,139.71432,公園緑地課,,,,カフェ内,,屋内
131164,10,東京都,豊島区,豊島区本庁舎全フロア,トシマクホンチョウシャゼンフロア,,東京都豊島区南池袋2-45-1,,35.72607,139.71666,情報管理課,,,,お客様AP,,屋内
131164,11,東京都,豊島区,豊島区東池袋分庁舎,トシマクヒガシイケブクロブンチョウシャ,,東京都豊島区東池袋1-39-2,,35.73244,139.71432,情報管理課,,,,お客様AP,,屋内
131164,12,東京都,豊島区,豊島区西部区民事務所,トシマクセイブクミンジムショ,,東京都豊島区千早2-39-16,,35.73556,139.69102,情報管理課,,,,お客様AP,,屋内
131164,13,東京都,豊島区,目白小学校,メジロショウガッコウ,,東京都豊島区目白2-11-6,,35.72074,139.70944,防災危機管理課,,,,屋上,,屋外
131164,14,東京都,豊島区,長崎小学校（地域本部）,ナガサキショウガッコウ(チイキホンブ),,東京都豊島区長崎2-6-3,,35.72841,139.69022,防災危機管理課,,,,屋上,,屋外
131164,15,東京都,豊島区,池袋中学校,イケブクロチュウガッコウ,,東京都豊島区池袋本町1-43-1,,35.74055,139.71478,防災危機管理課,,,,屋上,,屋外
131164,16,東京都,豊島区,千登世橋中学校,チトセバシチュウガッコウ,,東京都豊島区目白1-1-1,,35.71749,139.7119,防災危機管理課,,,,屋上,,屋外
131164,17,東京都,豊島区,明豊中学校,メイホウチュウガッコウ,,東京都豊島区長崎5-31-29,,35.73539,139.68437,防災危機管理課,,,,屋上,,屋外
131164,18,東京都,豊島区,西部区民事務所,セイブクミンジムショ,,東京都豊島区千早2-39-16,,35.73556,139.69102,防災危機管理課,,,,屋上,,屋内
131164,19,東京都,豊島区,みらい館大明,ミライカンタイメイ,,東京都豊島区池袋3-30-8,,35.73549,139.70486,防災危機管理課,,,,屋上,,屋外
131164,20,東京都,豊島区,南長崎スポーツセンター,ミナミナガサキスポーツセンター,,東京都豊島区南長崎4-13-5,,35.72449,139.68369,防災危機管理課,,,,屋上,,屋外
131164,21,東京都,豊島区,仰高小学校,ギョウコウショウガッコウ,,東京都豊島区駒込5-1-19,,35.7362,139.73834,防災危機管理課,,,,屋上,,屋外
131164,22,東京都,豊島区,豊成小学校,ホウセイショウガッコウ,,東京都豊島区上池袋1-18-24,,35.73488,139.72195,防災危機管理課,,,,屋上,,屋外
131164,23,東京都,豊島区,朋有小学校（地域本部）,ホウユウショウガッコウ(チイキホンブ),,東京都豊島区東池袋4-40-1,,35.72861,139.7233,防災危機管理課,,,,屋上,,屋外
131164,24,東京都,豊島区,朝日小学校,アサヒショウガッコウ,,東京都豊島区巣鴨5-33-1,,35.74098,139.73323,防災危機管理課,,,,屋上,,屋外
131164,25,東京都,豊島区,池袋小学校,イケブクロショウガッコウ,,東京都豊島区池袋4-23-8,,35.73771,139.70958,防災危機管理課,,,,屋上,,屋外
131164,26,東京都,豊島区,旧文成小学校,キュウブンセイショウガッコウ,,東京都豊島区池袋本町4-36-1,,35.74417,139.71436,防災危機管理課,,,,屋上,,屋外
131164,27,東京都,豊島区,高南小学校（地域本部）,コウナンショウガッコウ(チイキホンブ),,東京都豊島区高田2-12-7,,35.71659,139.71425,防災危機管理課,,,,屋上,,屋外
131164,28,東京都,豊島区,要小学校,カナメショウガッコウ,,東京都豊島区要町2-3-20,,35.73409,139.69391,防災危機管理課,,,,屋上,,屋外
131164,29,東京都,豊島区,椎名町小学校（地域本部）,シイナマチショウガッコウ(チイキホンブ),,東京都豊島区南長崎4-30-5,,35.72654,139.68579,防災危機管理課,,,,屋上,,屋外
131164,30,東京都,豊島区,富士見台小学校,フジミダイショウガッコウ,,東京都豊島区南長崎1-10-5,,35.72458,139.69295,防災危機管理課,,,,屋上,,屋外
131164,31,東京都,豊島区,千早小学校（地域本部）,チハヤショウガッコウ(チイキホンブ),,東京都豊島区千早3-33-5,,35.73492,139.68727,防災危機管理課,,,,屋上,,屋外
131164,32,東京都,豊島区,高松小学校（地域本部）,タカマツショウガッコウ(チイキホンブ),,東京都豊島区高松2-57-22,,35.73938,139.69722,防災危機管理課,,,,屋上,,屋外
131164,33,東京都,豊島区,さくら小学校,サクラショウガッコウ,,東京都豊島区長崎6-16-1,,35.73587,139.68004,防災危機管理課,,,,屋上,,屋外
131164,34,東京都,豊島区,駒込中学校,コマゴメチュウガッコウ,,東京都豊島区駒込4-5-1,,35.73574,139.74213,防災危機管理課,,,,屋上,,屋外
131164,35,東京都,豊島区,西巣鴨中学校,ニシスガモチュウガッコウ,,東京都豊島区南大塚3-18-1,,35.7286,139.72731,防災危機管理課,,,,屋上,,屋外
131164,36,東京都,豊島区,西池袋中学校（地域本部）,ニシイケブクロチュウガッコウ(チイキホンブ),,東京都豊島区西池袋4-7-1,,35.72736,139.70035,防災危機管理課,,,,屋上,,屋外
131164,37,東京都,豊島区,千川中学校,センカワチュウガッコウ,,東京都豊島区高松1-9-21,,35.73581,139.70007,防災危機管理課,,,,屋上,,屋外
131164,38,東京都,豊島区,池袋第三小学校（新校舎）,イケブクロダイサンショウガッコウ(シンコウシャ),,東京都豊島区西池袋3-14,,35.72832,139.70285,防災危機管理課,,,,屋上,,屋外
131164,39,東京都,豊島区,豊島体育館,トシマタイイクカン,,東京都豊島区要町3-47-8,,35.73994,139.68948,防災危機管理課,,,,1Fアリーナ通路天井,,屋内
131164,40,東京都,豊島区,駒込小学校（地域本部）,コマゴメショウガッコウ(チイキホンブ),,東京都豊島区駒込3-13-1,,35.73823,139.74313,防災危機管理課,,,,屋上,,屋外
131164,41,東京都,豊島区,巣鴨小学校（地域本部）,スガモショウガッコウ(チイキホンブ),,東京都豊島区南大塚1-24-10,,35.7284,139.73468,防災危機管理課,,,,屋上,,屋外
131164,42,東京都,豊島区,清和小学校（地域本部）,セイワショウガッコウ(チイキホンブ),,東京都豊島区巣鴨3-14-1,,35.73589,139.73328,防災危機管理課,,,,屋上,,屋外
131164,43,東京都,豊島区,西巣鴨小学校,ニシスガモショウガッコウ,,東京都豊島区西巣鴨1-27-1,,35.73845,139.72636,防災危機管理課,,,,屋上,,屋外
131164,44,東京都,豊島区,南池袋小学校（地域本部）,ミナミイケブクロショウガッコウ(チイキホンブ),,東京都豊島区南池袋3-18-12,,35.72404,139.71481,防災危機管理課,,,,屋上,,屋外
131164,45,東京都,豊島区,旧真和中学校,キュウシンワチュウガッコウ,,東京都豊島区目白5-24-12,,35.72531,139.69717,防災危機管理課,,,,屋上,,屋外
131164,46,東京都,豊島区,池袋グリーン大通り2,イケブクログリーンオオドオリ2,,東京都豊島区南池袋2-28-14,,35.72831,139.71475,文化観光課,,,,公衆電話BOX,,屋外
131164,47,東京都,豊島区,池袋東口駅前付近4,イケブクロヒガシグチエキマエフキン4,,東京都豊島区南池袋1-27-7,,35.72952,139.71291,文化観光課,,,,公衆電話BOX,,屋外
131164,48,東京都,豊島区,サンシャイン通り1,サンシャインドオリ1,,東京都豊島区東池袋1-14-10,,35.73017,139.7149,文化観光課,,,,公衆電話BOX,,屋外
131164,49,東京都,豊島区,池袋駅北口付近１,イケブクロキタグチフキン1,,東京都豊島区西池袋1-28-1,,35.73145,139.71075,文化観光課,,,,公衆電話BOX,,屋外
131164,50,東京都,豊島区,池袋郵便局前交差点付近1,イケブクロユウビンキョクマエコウサテンフキン1,,東京都豊島区池袋2-8-1,,35.73279,139.70866,文化観光課,,,,公衆電話BOX,,屋外
131164,51,東京都,豊島区,南池袋1丁目交差点付近1,ミナミイケブクロ1チョウメコウサテンフキン1,,東京都豊島区南池袋2-15-3,,35.72676,139.71228,文化観光課,,,,公衆電話BOX,,屋外
131164,52,東京都,豊島区,乙女ロード１,オトメロード1,,東京都豊島区東池袋3-2-3　　　,第一主田ビル,35.73033,139.71782,文化観光課,,,,ビル,,屋外
131164,53,東京都,豊島区,池袋東口駅前付近3,イケブクロヒガシグチエキマエフキン3,,東京都豊島区東池袋1-42-8　　,ホテル第一イン池袋,35.73235,139.71315,文化観光課,,,,ビル,,屋外
131164,54,東京都,豊島区,東武池袋駅南口付近1,トウブイケブクロエキミナミグチフキン1,,東京都豊島区西池袋1-12-1,,35.72973,139.70963,文化観光課,,,,公衆電話BOX,,屋外
131164,55,東京都,豊島区,としま産業振興プラザ1,トシマサンギョウシンコウプラザ1,,東京都豊島区西池袋2-37-4,,35.72791,139.70682,情報管理課,,,,お客様AP,,屋内
131164,56,東京都,豊島区,としま産業振興プラザ2,トシマサンギョウシンコウプラザ2,,東京都豊島区西池袋2-37-4,,35.72791,139.70682,情報管理課,,,,,,屋内
131164,57,東京都,豊島区,池袋保健所,イケブクロホケンジョ,,東京都豊島区東池袋4-42-16,,35.72778,139.72185,情報管理課,,,,お客様AP,,屋内
