"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20230601","1","虎ノ門いきいきプラザ","20","454","555","538","518","315","487","2887"
"20230601","2","南桜公園管理棟","14","302","487","359","228","140","223","1753"
"20230601","3","生涯学習センター","4","90","145","127","101","85","198","750"
"20230601","4","福祉プラザさくら川","26","896","931","754","609","343","626","4185"
"20230601","5","エコプラザ","51","734","1219","1107","966","601","695","5373"
"20230601","6","障害保健福祉センター","67","817","1471","1386","1046","467","459","5713"
"20230601","7","芝小学校","61","1037","1332","1307","1029","604","892","6262"
"20230601","8","芝区民協働スペース","15","340","369","307","323","239","859","2452"
"20230601","9","芝浦港南地区総合支所","58","1243","1966","1412","1124","597","799","7199"
"20230601","10","三田中学校","21","234","288","307","253","142","298","1543"
"20230601","11","赤羽小学校","75","616","952","1207","1059","616","944","5469"
"20230601","12","豊岡いきいきプラザ","88","825","1244","1449","1220","783","1115","6724"
"20230601","13","御田小学校","44","297","396","528","524","331","541","2661"
"20230601","14","旧三光小学校（三光学童クラブ）","144","1328","1958","2253","2130","1219","1828","10860"
"20230601","15","旧神応小学校","60","648","872","1106","957","600","1090","5333"
"20230601","16","白金小学校","137","934","1327","1691","1594","986","1687","8356"
"20230601","17","高輪台小学校","120","891","1266","1679","1623","1001","1566","8146"
"20230601","18","シティハイツ桂坂","54","540","737","931","835","529","872","4498"
"20230601","19","国民生活センタ－","93","551","614","901","1018","640","987","4804"
"20230601","20","港南小学校","212","640","916","1965","1839","869","1545","7986"
"20230601","21","六本木中学校","35","460","627","681","613","399","688","3503"
"20230601","22","麻布小学校","73","681","974","1169","1176","653","804","5530"
"20230601","23","飯倉いきいきプラザ","62","895","1156","1138","972","445","692","5360"
"20230601","24","南山小学校","88","537","693","953","952","571","841","4635"
"20230601","25","南麻布いきいきプラザ","101","1595","2244","2334","1817","935","1288","10314"
"20230601","26","本村小学校","99","645","855","1212","1043","546","1081","5481"
"20230601","27","笄　小学校","84","539","802","1222","1008","681","1025","5361"
"20230601","28","西麻布いきいきプラザ","58","534","624","662","598","318","530","3324"
"20230601","29","高陵中学校","62","456","584","837","748","413","671","3771"
"20230601","30","赤坂地区総合支所","48","493","580","556","586","375","479","3117"
"20230601","31","赤坂子ども中高生プラザ","67","980","1465","1304","1225","685","938","6664"
"20230601","32","赤坂小学校","64","618","979","1141","1153","719","1137","5811"
"20230601","33","赤坂図書館","46","267","366","530","486","320","652","2667"
"20230601","34","青山小学校","60","235","329","526","607","373","821","2951"
"20230601","35","青南小学校","112","599","847","1308","1209","844","1325","6244"
"20230601","36","赤坂子ども中高生プラザ青山館","15","90","188","194","194","152","302","1135"
"20230601","37","お台場学園","119","443","553","859","1249","539","503","4265"
"20230601","38","芝浦港南区民センター","103","745","1437","1635","1307","667","976","6870"
"20230601","39","品川インターシティB棟","36","228","384","512","535","328","326","2349"
"20230601","40","芝浦アイランド児童高齢者交流プラザ","127","946","1587","2018","1717","705","774","7874"
"20230601","41","シティハイツ港南","117","462","774","1252","1354","601","753","5313"

"投票区別年代別名簿登録者数　令和5年6月1日時点","Ver202306",,,,,,,,,
