 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
33,完成自動車,"1,053,590","1,053,590","7,060","7,060","7,060","7,060","1,921","1,921","1,908","1,908","597,107","597,107","447,502","447,502"
34,その他輸送用車両,"9,413","9,413",57,57,57,57,"7,652","7,652","7,381","7,381","1,104","1,104",600,600
35,二輪自動車,"4,513","4,513",360,360,360,360,"4,127","4,127","4,127","4,127",9,9,17,17
36,自動車部品,"186,764","186,764","98,915","98,915","98,915","98,915","82,377","82,377","82,368","82,368","2,024","2,024","3,448","3,448"
37,その他輸送機械,"50,261","50,261","2,930","2,930","2,930","2,930","30,241","30,241","30,241","30,241","6,740","6,740","10,350","10,350"
38,産業機械,"264,935","264,935","119,504","119,504","119,054","119,054","127,646","127,646","127,567","127,567","13,056","13,056","4,729","4,729"
39,電気機械,"326,756","326,756","41,863","41,863","41,861","41,861","281,462","281,462","281,392","281,392","2,725","2,725",706,706
40,測量・光学・医療用機械,"47,283","47,283","15,988","15,988","15,753","15,753","29,627","29,627","29,627","29,627","1,206","1,206",462,462
41,事務用機器,"19,521","19,521","1,748","1,748","1,748","1,748","15,918","15,918","15,918","15,918","1,765","1,765",90,90
42,その他機械,"5,659","5,659",707,707,707,707,"2,273","2,273","2,273","2,273","1,641","1,641","1,038","1,038"
化学工業品,,"1,182,063","1,182,063","161,121","161,121","161,109","161,109","317,397","317,397","315,795","315,795","44,050","44,050","659,495","659,495"
43,陶磁器,"14,426","14,426",558,558,555,555,"13,789","13,789","13,789","13,789",79,79,-,-
44,セメント,"227,183","227,183",16,16,16,16,"1,740","1,740","1,740","1,740","2,991","2,991","222,436","222,436"
45,ガラス類,"24,206","24,206","6,709","6,709","6,709","6,709","16,547","16,547","16,547","16,547",885,885,65,65
46,窯業品,"32,014","32,014","8,009","8,009","8,005","8,005","18,915","18,915","18,915","18,915","2,454","2,454","2,636","2,636"
47,重油,"43,074","43,074",-,-,-,-,-,-,-,-,"20,417","20,417","22,657","22,657"
48,揮発油,69,69,-,-,-,-,-,-,-,-,69,69,-,-
49,その他の石油,"400,342","400,342","2,155","2,155","2,155","2,155","1,858","1,858","1,858","1,858","1,523","1,523","394,806","394,806"
50,LNG/液化天然ガス,270,270,-,-,-,-,270,270,270,270,-,-,-,-
51,LPG/液化石油ガス,639,639,-,-,-,-,-,-,-,-,639,639,-,-
52,その他石油製品,"5,068","5,068",608,608,608,608,"1,800","1,800","1,800","1,800",410,410,"2,250","2,250"
53,コークス,"10,076","10,076",-,-,-,-,"2,861","2,861","1,290","1,290","2,635","2,635","4,580","4,580"
54,石炭製品,445,445,360,360,360,360,65,65,65,65,-,-,20,20
55,化学薬品,"82,617","82,617","21,470","21,470","21,470","21,470","52,641","52,641","52,641","52,641","3,540","3,540","4,966","4,966"
56,化学肥料,"7,167","7,167",26,26,26,26,"6,576","6,576","6,576","6,576",250,250,315,315
57,その他化学工業品,"334,467","334,467","121,210","121,210","121,205","121,205","200,335","200,335","200,304","200,304","8,158","8,158","4,764","4,764"
軽工業品,,"637,383","637,383","37,599","37,599","37,591","37,591","376,484","376,484","375,906","375,906","65,051","65,051","158,249","158,249"
58,紙・パルプ,"219,682","219,682","14,376","14,376","14,368","14,368","59,183","59,183","58,605","58,605","24,092","24,092","122,031","122,031"
59,糸及び紡績半製品,"3,867","3,867",294,294,294,294,"3,549","3,549","3,549","3,549",24,24,-,-
60,その他繊維工業品,"29,979","29,979","3,352","3,352","3,352","3,352","26,438","26,438","26,438","26,438",120,120,69,69
61,砂糖,"11,269","11,269",47,47,47,47,"3,884","3,884","3,884","3,884","1,845","1,845","5,493","5,493"
62,製造食品,"243,322","243,322","16,425","16,425","16,425","16,425","201,737","201,737","201,737","201,737","16,664","16,664","8,496","8,496"
63,飲料,"84,727","84,727","2,516","2,516","2,516","2,516","54,185","54,185","54,185","54,185","18,976","18,976","9,050","9,050"
64,水,"14,369","14,369",133,133,133,133,"11,871","11,871","11,871","11,871","1,235","1,235","1,130","1,130"
65,たばこ,"8,367","8,367",-,-,-,-,"6,932","6,932","6,932","6,932",665,665,770,770
66,その他食料工業品,"21,801","21,801",456,456,456,456,"8,705","8,705","8,705","8,705","1,430","1,430","11,210","11,210"
雑工業品,,"1,003,429","1,003,429","74,615","74,615","74,615","74,615","893,806","893,806","893,744","893,744","28,175","28,175","6,833","6,833"
67,がん具,"50,176","50,176","1,725","1,725","1,725","1,725","48,451","48,451","48,450","48,450",-,-,-,-
68,衣服・身廻品・はきもの,"406,182","406,182","10,497","10,497","10,497","10,497","393,227","393,227","393,226","393,226","2,171","2,171",287,287
69,文房具・運動娯楽用品・楽器,"70,604","70,604","8,524","8,524","8,524","8,524","61,113","61,113","61,057","61,057",912,912,55,55
70,家具装備品,"208,972","208,972","5,870","5,870","5,870","5,870","200,357","200,357","200,357","200,357","1,945","1,945",800,800
71,その他日用品,"53,512","53,512","7,239","7,239","7,239","7,239","28,405","28,405","28,405","28,405","15,543","15,543","2,325","2,325"
72,ゴム製品,"60,256","60,256","22,806","22,806","22,806","22,806","35,597","35,597","35,597","35,597","1,237","1,237",616,616
73,木製品,"101,279","101,279",445,445,445,445,"98,842","98,842","98,842","98,842","1,952","1,952",40,40
74,その他製造工業品,"52,448","52,448","17,509","17,509","17,509","17,509","27,814","27,814","27,810","27,810","4,415","4,415","2,710","2,710"
特殊品,,"852,396","852,396","178,164","178,164","146,885","146,885","166,394","166,394","166,336","166,336","323,603","323,603","184,235","184,235"
75,金属くず,"42,877","42,877","35,687","35,687","4,687","4,687","5,154","5,154","5,154","5,154","1,041","1,041",995,995
76,再利用資材,"131,891","131,891","110,143","110,143","110,143","110,143","1,705","1,705","1,705","1,705","18,239","18,239","1,804","1,804"
77,動植物性製造飼肥料,"78,292","78,292",514,514,514,514,"75,264","75,264","75,264","75,264","2,049","2,049",465,465
78,廃棄物,"1,255","1,255",-,-,-,-,-,-,-,-,345,345,910,910
79,廃土砂,"73,055","73,055",-,-,-,-,-,-,-,-,"73,055","73,055",-,-
80,輸送用容器,"111,985","111,985","12,536","12,536","12,257","12,257","78,898","78,898","78,841","78,841","8,001","8,001","12,550","12,550"
81,取合せ品,"413,041","413,041","19,284","19,284","19,284","19,284","5,373","5,373","5,372","5,372","220,873","220,873","167,511","167,511"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
