地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成23年中の増減
0,13000,総数,1345,-162,17767,14963,5388,-402,-2605,2587,-600,437,1014,-398,39334
1,13100,区部,1451,570,14149,9633,3437,-40,-1509,2345,-517,436,1021,-324,30652
1,13200,市部,-119,-724,3738,5183,1929,-368,-1114,198,-91,-7,-25,-61,8539
2,13300,郡部,-5,10,18,1,12,8,9,9,-10,-13,5,-6,38
2,13350,島部,18,-18,-138,146,10,-2,9,35,18,21,13,-7,105
1,13100,区部,1451,570,14149,9633,3437,-40,-1509,2345,-517,436,1021,-324,30652
4,13101,千代田区,49,40,124,98,51,-10,29,51,3,-2,56,15,504
4,13102,中央区,229,166,481,199,122,61,95,76,73,125,96,115,1838
4,13103,港区,137,155,444,260,59,47,0,83,163,86,127,103,1664
4,13104,新宿区,228,60,749,309,170,39,-97,181,163,8,115,47,1972
4,13105,文京区,153,59,477,352,119,37,-2,143,67,132,74,35,1646
4,13106,台東区,109,84,321,161,170,17,29,144,87,39,140,16,1317
4,13107,墨田区,64,19,431,125,156,-28,-73,123,34,-27,78,36,938
4,13108,江東区,51,96,1045,622,356,120,109,178,14,38,53,142,2824
4,13109,品川区,177,45,707,450,152,34,16,160,42,72,64,-44,1875
4,13110,目黒区,76,70,352,248,128,-98,-87,197,-67,22,13,-58,796
4,13111,大田区,-47,-177,1250,415,47,222,-329,-111,-135,-148,-91,-333,563
4,13112,世田谷区,39,-99,1334,1370,314,11,-303,429,31,175,179,89,3569
4,13113,渋谷区,70,82,442,303,137,50,25,124,41,20,143,52,1489
4,13114,中野区,135,129,876,334,203,-92,-46,222,-61,18,9,5,1732
4,13115,杉並区,26,-30,999,683,121,-64,-142,118,-71,120,68,-146,1682
4,13116,豊島区,115,106,763,566,195,50,147,130,103,38,65,80,2358
4,13117,北区,-10,-57,266,281,110,56,-12,29,-45,24,-66,-50,526
4,13118,荒川区,59,22,384,112,95,7,-7,51,0,69,121,75,988
4,13119,板橋区,-140,-99,533,790,98,-106,-191,44,-181,-76,-8,-68,596
4,13120,練馬区,-71,8,1050,461,197,-124,-120,194,-160,-127,9,-106,1211
4,13121,足立区,56,49,576,490,181,-29,-215,-9,-194,-37,-62,63,869
4,13122,葛飾区,-76,-42,371,106,39,-53,-173,-35,-186,-81,-105,-142,-377
4,13123,江戸川区,22,-116,174,898,217,-187,-162,-177,-238,-52,-57,-250,72
