地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成24年1月
0,13000,総数,6650591,6650564,6649047,6658883,6664205,6667127,6667096,6664928,6665774,6666977,6668496,6669122,6667796
1,13100,区部,4535825,4536050,4535434,4543754,4546492,4548045,4547887,4546396,4547275,4547867,4549293,4549825,4548724
1,13200,市部,2071973,2071768,2070885,2072578,2075060,2076424,2076564,2075885,2075826,2076379,2076492,2076596,2076376
2,13300,郡部,29426,29384,29388,29410,29383,29377,29362,29356,29370,29404,29380,29374,29386
2,13350,島部,13367,13362,13340,13141,13270,13281,13283,13291,13303,13327,13331,13327,13310
1,13100,区部,4535825,4536050,4535434,4543754,4546492,4548045,4547887,4546396,4547275,4547867,4549293,4549825,4548724
4,13101,千代田区,23750,23803,23823,23925,23932,23972,23974,23985,24040,24059,24002,24032,24031
4,13102,中央区,64125,64327,64482,64940,65053,65149,65235,65348,65432,65550,65664,65755,65905
4,13103,港区,109278,109356,109485,109640,109535,109587,109633,109390,109499,109636,109807,110019,110024
4,13104,新宿区,164482,164452,164152,164250,163832,163745,163451,163310,163170,163539,163679,163714,163576
4,13105,文京区,108112,108158,108190,108616,108703,108779,108730,108709,108830,108950,109030,109021,108988
4,13106,台東区,83971,84017,84037,84128,84224,84275,84266,84368,84412,84457,84528,84628,84587
4,13107,墨田区,124276,124315,124276,124359,124341,124347,124321,124132,124197,124271,124214,124237,124186
4,13108,江東区,232761,232863,233159,233938,234234,234445,234554,234615,234806,234911,235050,235116,235155
4,13109,品川区,185380,185446,185450,186034,186217,186297,186304,186200,186289,186318,186452,186524,186482
4,13110,目黒区,142594,142619,142647,142916,143037,143107,143137,142971,143043,143099,143147,143117,142989
4,13111,大田区,345470,345349,345223,345864,346021,346144,346288,346115,346141,346182,346262,346328,346144
4,13112,世田谷区,457704,457786,457667,458504,459274,459533,459520,459547,459938,459954,460121,460181,460217
4,13113,渋谷区,107364,107485,107413,107518,107568,107797,107887,107755,107839,107927,107954,108180,108202
4,13114,中野区,157064,156929,156857,157185,157257,157007,156728,156737,156697,156631,156550,156317,156385
4,13115,杉並区,285434,285376,285181,285731,286040,286047,286064,285913,285908,285838,285940,285880,285745
4,13116,豊島区,141045,141041,140865,141540,141979,141982,141929,141917,141941,141887,142039,141981,142054
4,13117,北区,168952,168873,168779,168720,168723,168752,168756,168685,168571,168548,168630,168583,168390
4,13118,荒川区,102630,102622,102501,102855,102792,102833,102830,102821,102912,102925,102992,103159,103227
