"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131032",,"東京都港区","芝ゴルフスタジオ",,,"飲食店営業",,"131032",,"東京都港区芝三丁目３番１４号ニットクビル地下１階","東京都","港区","芝三丁目","３番１４号","ニットクビル地下１階",,,,,,,,"株式会社丸昭",,"4港み生食営第926号","2022-07-29","2022-07-29","2022-07-29","2029-07-31",,"新規",,
"131032",,"東京都港区","Ｃａｋｅ　ｔｏ　ｇｏ",,,"飲食店営業",,"131032",,"東京都港区芝三丁目４番１１号芝シティビル地下１階、１階","東京都","港区","芝三丁目","４番１１号","芝シティビル地下１階、１階",,,,,,,,"株式会社ＴＩＭＥ",,"3港み生食営第2308号","2021-10-27","2021-10-27","2021-10-27","2027-10-31",,"新規",,
"131032",,"東京都港区","まごころ弁当港店",,,"飲食店営業",,"131032",,"東京都港区芝三丁目６番５号ＫＳ芝公園ビルⅡ１階","東京都","港区","芝三丁目","６番５号","ＫＳ芝公園ビルⅡ１階",,,,,,,,"合同会社まごころ弁当港店",,"5港み生食営第3175号","2024-03-14","2024-03-14","2024-03-14","2030-03-31",,"新規",,
"131032",,"東京都港区","モンテッソーリ星と光スクール",,,"飲食店営業",,"131032",,"東京都港区芝三丁目６番１３号","東京都","港区","芝三丁目","６番１３号",,,,,,,,,"モンテッソーリ星と光株式会社",,"3港み生食営第3289号","2022-05-20","2022-05-20","2022-05-20","2028-05-31",,"新規",,
"131032",,"東京都港区","お田しま",,,"飲食店営業",,"131032",,"東京都港区芝三丁目６番１４号１階","東京都","港区","芝三丁目","６番１４号","１階",,,,,,,,"有限会社小田島",,"4港み生食営第1712号","2022-11-08","2022-11-08","2022-11-08","2028-11-30",,"新規",,
"131032",,"東京都港区","ＥＬ　Ｄｉａｇｏｎａｌ",,,"飲食店営業",,"131032",,"東京都港区芝三丁目１４番６号Ｔｏｋｙｏ　Ｄｉａｇｏｎａｌ　Ｔｏｗｅｒ","東京都","港区","芝三丁目","１４番６号","Ｔｏｋｙｏ　Ｄｉａｇｏｎａｌ　Ｔｏｗｅｒ",,,,,,,,"合同会社ｓｔｙｌｉｓｍ",,"3港み生食営第3127号","2022-02-04","2022-02-04","2022-02-04","2029-02-28",,"新規",,
"131032",,"東京都港区","寿米菓",,,"菓子製造業",,"131032",,"東京都港区芝三丁目１７番１３号寿ビル１階","東京都","港区","芝三丁目","１７番１３号","寿ビル１階",,,,,,,,"有限会社寿米菓",,"4港み生食営第1108号","2022-08-30","2022-08-30","2022-08-30","2028-08-31",,"新規",,
"131032",,"東京都港区","パリアッチョ　芝",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２３番１号セレスティン芝三井ビル１階","東京都","港区","芝三丁目","２３番１号","セレスティン芝三井ビル１階",,,,,,,,"際コーポレーション株式会社",,"5港み生食営第798号","2023-07-06","2023-07-06","2023-07-06","2030-07-31",,"新規",,
"131032",,"東京都港区","碧麗春",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２３番１号三井セレスティンビル１階","東京都","港区","芝三丁目","２３番１号","三井セレスティンビル１階",,,,,,,,"際コーポレーション株式会社",,"5港み生食営第1210号","2023-08-30","2023-08-30","2023-08-30","2030-08-31",,"新規",,
"131032",,"東京都港区","葱や平吉",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２３番１号三井セレスティンビル１階","東京都","港区","芝三丁目","２３番１号","三井セレスティンビル１階",,,,,,,,"際コーポレーション株式会社",,"5港み生食営第1211号","2023-08-30","2023-08-30","2023-08-30","2030-08-31",,"新規",,
"131032",,"東京都港区","Ｃｅｌｅｃｒｏｉｘ",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２３番１号セレスティン芝三井ビルディング１階","東京都","港区","芝三丁目","２３番１号","セレスティン芝三井ビルディング１階",,,,,,,,"株式会社三井不動産ホテルマネジメント",,"5港み生食営第2174号","2023-11-27","2023-11-27","2023-11-27","2029-11-30",,"新規",,
"131032",,"東京都港区","Ｌａ　Ｐｅｌｏｕｓｅ　Ｔｏｋｙｏ",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２３番１号セレスティン芝三井ビルディング１階","東京都","港区","芝三丁目","２３番１号","セレスティン芝三井ビルディング１階",,,,,,,,"株式会社三井不動産ホテルマネジメント",,"5港み生食営第2175号","2023-11-27","2023-11-27","2023-11-27","2029-11-30",,"新規",,
"131032",,"東京都港区","多国籍料理　昭和＆紫禁城",,,"飲食店営業",,"131032",,"東京都港区芝三丁目２８番７号１階","東京都","港区","芝三丁目","２８番７号","１階",,,,,,,,"総業ジャパン株式会社",,"4港み生食営第663号","2022-06-28","2022-06-28","2022-06-28","2028-06-30",,"新規",,
"131032",,"東京都港区","多国籍料理　昭和＆紫禁城",,,"そうざい製造業",,"131032",,"東京都港区芝三丁目２８番７号１階","東京都","港区","芝三丁目","２８番７号","１階",,,,,,,,"総業ジャパン株式会社",,"4港み生食営第664号","2022-06-28","2022-06-28","2022-06-28","2028-06-30",,"新規",,
"131032",,"東京都港区","田町　ｂｏＢ　ラボ",,,"菓子製造業",,"131032",,"東京都港区芝三丁目２９番５号西アパート１階北店舗","東京都","港区","芝三丁目","２９番５号","西アパート１階北店舗",,,,,,,,"株式会社ＡＮＡＬＯＧ",,"4港み生食営第306号","2022-05-11","2022-05-11","2022-05-11","2028-05-31",,"新規",,
"131032",,"東京都港区","三田いきいきプラザ　喫茶室　みたまーぶるカフェ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目１番１７号港区立三田いきいきプラザ２階","東京都","港区","芝四丁目","１番１７号","港区立三田いきいきプラザ２階",,,,,,,,"医療法人財団百葉の会",,"5港み生食営第155号","2023-04-28","2023-04-28","2023-04-28","2029-04-30",,"新規",,
"131032",,"東京都港区","三田いきいきプラザ　喫茶室　みたまーぶるカフェ",,,"菓子製造業",,"131032",,"東京都港区芝四丁目１番１７号港区立三田いきいきプラザ２階","東京都","港区","芝四丁目","１番１７号","港区立三田いきいきプラザ２階",,,,,,,,"医療法人財団百葉の会",,"5港み生食営第156号","2023-04-28","2023-04-28","2023-04-28","2029-04-30",,"新規",,
"131032",,"東京都港区","エー・ディー・エムジャパン株式会社",,,"添加物製造業",,"131032",,"東京都港区芝四丁目１番２３号三田ＮＮビル地下１階","東京都","港区","芝四丁目","１番２３号","三田ＮＮビル地下１階",,,,,,,,"エー・ディー・エム・ジャパン株式会社",,"5港み生食営第608号","2023-08-25","2023-08-25","2023-08-25","2030-08-31",,"新規",,
"131032",,"東京都港区","デリカフェ　シバ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目１番３０号芝国際中学校・高等学校内","東京都","港区","芝四丁目","１番３０号","芝国際中学校・高等学校内",,,,,,,,"株式会社フードワークス",,"5港み生食営第1874号","2023-10-30","2023-10-30","2023-10-30","2030-10-31",,"新規",,
"131032",,"東京都港区","菩提樹",,,"そうざい製造業",,"131032",,"東京都港区芝四丁目３番１４号仏教伝道センタービル２階","東京都","港区","芝四丁目","３番１４号","仏教伝道センタービル２階",,,,,,,,"株式会社エヌ・ボダイジュ",,"5港み生食営第572号","2023-06-12","2023-06-12","2023-06-12","2030-06-30",,"新規",,
"131032",,"東京都港区","むねひろ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目５番１５号クレール芝１階１０８","東京都","港区","芝四丁目","５番１５号","クレール芝１階１０８",,,,,,,,"スリーナイン株式会社",,"3港み生食営第2733号","2021-12-02","2021-12-02","2021-12-02","2028-12-31",,"新規",,
"131032",,"東京都港区","陳記　中華居酒屋",,,"飲食店営業",,"131032",,"東京都港区芝四丁目６番５号芝大井ビル１階","東京都","港区","芝四丁目","６番５号","芝大井ビル１階",,,,,,,,"永盛株式会社",,"5港み生食営第1336号","2023-09-05","2023-09-05","2023-09-05","2029-09-30",,"新規",,
"131032",,"東京都港区","西安刀削面．餃子",,,"飲食店営業",,"131032",,"東京都港区芝四丁目６番７号１階、２階","東京都","港区","芝四丁目","６番７号","１階、２階",,,,,,,,"合徳株式会社",,"3港み生食営第3618号","2022-03-16","2022-03-16","2022-03-16","2028-03-31",,"新規",,
"131032",,"東京都港区","ｔｐｂ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目７番８号芝ワカマツビル１０階","東京都","港区","芝四丁目","７番８号","芝ワカマツビル１０階",,,,,,,,"株式会社若松",,"5港み生食営第2321号","2023-12-12","2023-12-12","2023-12-12","2030-12-31",,"新規",,
"131032",,"東京都港区","株式会社若松　東京港醸造",,,"酒類製造業",,"131032",,"東京都港区芝四丁目７番１０号若松屋ビル１階～４階","東京都","港区","芝四丁目","７番１０号","若松屋ビル１階～４階",,,,,,,,"株式会社若松",,"5港み生食営第712号","2023-07-12","2023-07-12","2023-07-12","2030-07-31",,"新規",,
"131032",,"東京都港区","有限会社おかめ鮨",,,"飲食店営業",,"131032",,"東京都港区芝四丁目９番４号芝浜ビル１階","東京都","港区","芝四丁目","９番４号","芝浜ビル１階",,,,,,,,"有限会社おかめ鮨",,"3港み生食営第3449号","2022-03-09","2022-03-09","2022-03-09","2029-03-31",,"新規",,
"131032",,"東京都港区","オステリア　ラディーチ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目９番９号ワコー三田マンション１０１","東京都","港区","芝四丁目","９番９号","ワコー三田マンション１０１",,,,,,,,"株式会社ラディーチ",,"5港み生食営第2066号","2023-11-14","2023-11-14","2023-11-14","2030-11-30",,"新規",,
"131032",,"東京都港区","ピザハット芝４丁目店",,,"飲食店営業",,"131032",,"東京都港区芝四丁目１０番５号オーキッドプレイス田町ビル１階","東京都","港区","芝四丁目","１０番５号","オーキッドプレイス田町ビル１階",,,,,,,,"日本ピザハット株式会社",,"6港み生食営第888号","2024-07-10","2024-07-10","2024-07-10","2031-07-31",,"新規",,
"131032",,"東京都港区","お弁当たけ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目１０番８号伊藤ビル１階","東京都","港区","芝四丁目","１０番８号","伊藤ビル１階",,,,,,,,,,"5港み生食営第2268号","2023-11-27","2023-11-27","2023-11-27","2030-11-30",,"新規",,
"131032",,"東京都港区","ＰＡＳｔａｖｏｌａ",,,"飲食店営業",,"131032",,"東京都港区芝四丁目１６番１号カテリーナ三田Ｗ１階１０２","東京都","港区","芝四丁目","１６番１号","カテリーナ三田Ｗ１階１０２",,,,,,,,"株式会社ｔｒｏｔｔｏ",,"4港み生食営第2621号","2023-02-24","2023-02-24","2023-02-24","2030-02-28",,"新規",,
"131032",,"東京都港区","ＮＥＣ本社ビル食堂　デリ・カフェ",,,"飲食店営業",,"131032",,"東京都港区芝五丁目７番１号ＮＥＣ本社ビル１１階","東京都","港区","芝五丁目","７番１号","ＮＥＣ本社ビル１１階",,,,,,,,"株式会社ＮＥＣライベックス",,"3港み生食営第1817号","2021-09-17","2021-09-17","2021-09-17","2028-09-30",,"新規",,
"131032",,"東京都港区","ＮＥＣ本社ビル食堂　デリ・カフェ",,,"菓子製造業",,"131032",,"東京都港区芝五丁目７番１号ＮＥＣ本社ビル１１階","東京都","港区","芝五丁目","７番１号","ＮＥＣ本社ビル１１階",,,,,,,,"株式会社ＮＥＣライベックス",,"3港み生食営第1818号","2021-09-17","2021-09-17","2021-09-17","2028-09-30",,"新規",,
"131032",,"東京都港区","デリステーション　クロス",,,"飲食店営業",,"131032",,"東京都港区芝五丁目９番８号ＧＥＭＳ田町２階","東京都","港区","芝五丁目","９番８号","ＧＥＭＳ田町２階",,,,,,,,"株式会社Ｗｉａａｓ",,"3港み生食営第802号","2021-06-04","2021-06-04","2021-06-04","2028-06-30",,"新規",,
"131032",,"東京都港区","ミリオンプレイス　田町店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目９番８号ＧＥＭＳ田町２階","東京都","港区","芝五丁目","９番８号","ＧＥＭＳ田町２階",,,,,,,,"株式会社ミリオンプレート",,"3港み生食営第1610号","2021-08-10","2021-08-10","2021-08-10","2028-08-31",,"新規",,
"131032",,"東京都港区","ＫＯＲＥＡＮ　ＩＺＡＫＡＹＡ　ジャン　ＧＥＭＳ田町",,,"飲食店営業",,"131032",,"東京都港区芝五丁目９番８号ＧＥＭＳ田町６階","東京都","港区","芝五丁目","９番８号","ＧＥＭＳ田町６階",,,,,,,,"モランボン株式会社",,"3港み生食営第1799号","2021-09-03","2021-09-03","2021-09-03","2028-09-30",,"新規",,
"131032",,"東京都港区","Ｃｏｆｆｅｅ　ａｎｄ　Ｂｏｗｌ　平さんのお店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１１番２号はしもとビル地下１階","東京都","港区","芝五丁目","１１番２号","はしもとビル地下１階",,,,,,,,"有限会社木造",,"4港み生食営第2143号","2022-12-22","2022-12-22","2022-12-22","2028-12-31",,"新規",,
"131032",,"東京都港区","慶珍楼",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１２番１０号芝５丁目ビル１階、２階","東京都","港区","芝五丁目","１２番１０号","芝５丁目ビル１階、２階",,,,,,,,"株式会社福港",,"3港み生食営第3058号","2022-01-21","2022-01-21","2022-01-21","2029-01-31",,"新規",,
"131032",,"東京都港区","東京味噌ちゃんぽん",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１２番１０号芝５丁目１２１ビル１階","東京都","港区","芝五丁目","１２番１０号","芝５丁目１２１ビル１階",,,,,,,,,,"4港み生食営第2525号","2023-02-13","2023-02-13","2023-02-13","2030-02-28",,"新規",,
"131032",,"東京都港区","たまや　田町店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１２番１０号１階","東京都","港区","芝五丁目","１２番１０号","１階",,,,,,,,"東京ダイニング株式会社",,"6港み生食営第941号","2024-07-24","2024-07-24","2024-07-24","2030-07-31",,"新規",,
"131032",,"東京都港区","日本海　三田店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１３番１０号プラザ芝ビル１、２階","東京都","港区","芝五丁目","１３番１０号","プラザ芝ビル１、２階",,,,,,,,"株式会社日本海",,"3港み生食営第1588号","2021-08-11","2021-08-11","2021-08-11","2028-08-31",,"新規",,
"131032",,"東京都港区","ぼうず",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１４番１号マック三田コート１階１０３号","東京都","港区","芝五丁目","１４番１号","マック三田コート１階１０３号",,,,,,,,"株式会社サムライフ",,"5港み生食営第166号","2023-04-27","2023-04-27","2023-04-27","2030-04-30",,"新規",,
"131032",,"東京都港区","博多　一瑞亭",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１４番１号マック三田コート１階１０２","東京都","港区","芝五丁目","１４番１号","マック三田コート１階１０２",,,,,,,,"株式会社わ",,"6港み生食営第223号","2024-04-22","2024-04-22","2024-04-22","2031-04-30",,"新規",,
"131032",,"東京都港区","三田点心工場",,,"菓子製造業",,"131032",,"東京都港区芝五丁目１４番２号徐ビル３階","東京都","港区","芝五丁目","１４番２号","徐ビル３階",,,,,,,,"中条商事株式会社",,"3港み生食営第1325号","2021-07-15","2021-07-15","2021-07-15","2028-07-31",,"新規",,
"131032",,"東京都港区","三田点心工場",,,"そうざい製造業",,"131032",,"東京都港区芝五丁目１４番２号徐ビル３階","東京都","港区","芝五丁目","１４番２号","徐ビル３階",,,,,,,,"中条商事株式会社",,"3港み生食営第1326号","2021-07-15","2021-07-15","2021-07-15","2028-07-31",,"新規",,
"131032",,"東京都港区","白十字",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１４番２号徐ビル１階","東京都","港区","芝五丁目","１４番２号","徐ビル１階",,,,,,,,"中条商事株式会社",,"4港み生食営第2136号","2022-12-14","2022-12-14","2022-12-14","2028-12-31",,"新規",,
"131032",,"東京都港区","カラオケスタジオ　ジョッコ　田町店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１４番７号１～３階","東京都","港区","芝五丁目","１４番７号","１～３階",,,,,,,,"株式会社ボンジュ",,"4港み生食営第1130号","2022-08-19","2022-08-19","2022-08-19","2029-08-31",,"新規",,
"131032",,"東京都港区","サーティワンアイスクリーム　三田店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１４番１５号ＭＡビル１階","東京都","港区","芝五丁目","１４番１５号","ＭＡビル１階",,,,,,,,"マエストロ・ワークショップ株式会社",,"6港み生食営第121号","2024-04-30","2024-04-30","2024-04-30","2031-04-30",,"新規",,
"131032",,"東京都港区","中国家庭料理大連",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１５番３号１階、２階、３階","東京都","港区","芝五丁目","１５番３号","１階、２階、３階",,,,,,,,"有限会社大連",,"4港み生食営第1969号","2022-11-28","2022-11-28","2022-11-28","2029-11-30",,"新規",,
"131032",,"東京都港区","青空",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１５番４号フォーラム三田１、２階","東京都","港区","芝五丁目","１５番４号","フォーラム三田１、２階",,,,,,,,"有限会社菩提樹",,"3港み生食営第1670号","2021-08-18","2021-08-18","2021-08-18","2028-08-31",,"新規",,
"131032",,"東京都港区","トップタートル",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１５番４号フォーラム三田地下１階","東京都","港区","芝五丁目","１５番４号","フォーラム三田地下１階",,,,,,,,"株式会社ＡｌｐｈａＯｍｅｇａ",,"3港み生食営第3124号","2022-01-26","2022-01-26","2022-01-26","2028-01-31",,"新規",,
"131032",,"東京都港区","84",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１５番４号フォーラム三田ビル３階","東京都","港区","芝五丁目","１５番４号","フォーラム三田ビル３階",,,,,,,,"合同会社ＵｐＷａｖｅ",,"4港み生食営第2396号","2023-01-27","2023-01-27","2023-01-27","2029-01-31",,"新規",,
"131032",,"東京都港区","大餃子酒場",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１６番１３号レックスビル１０１、２０１","東京都","港区","芝五丁目","１６番１３号","レックスビル１０１、２０１",,,,,,,,"合同会社ＡＬＬ　ＢＥＳＴ",,"3港み生食営第1751号","2021-08-30","2021-08-30","2021-08-30","2028-08-31",,"新規",,
"131032",,"東京都港区","蒲田焼肉　東京ＢｅｅＮ　田町店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１７番１２号ベレス三田１階","東京都","港区","芝五丁目","１７番１２号","ベレス三田１階",,,,,,,,"株式会社東京ＢｅｅＮ",,"3港み生食営第1414号","2021-07-20","2021-07-20","2021-07-20","2028-07-31",,"新規",,
"131032",,"東京都港区","みなと子育て応援プラザＰｏｋｋｅ",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１８番１号都営芝５丁目アパート１号棟１階１０２","東京都","港区","芝五丁目","１８番１号","都営芝５丁目アパート１号棟１階１０２",,,,,,,,"労働者協同組合ワーカーズコープ・センター事業団",,"4港み生食営第1529号","2022-10-05","2022-10-05","2022-10-05","2029-10-31",,"新規",,
"131032",,"東京都港区","みなと子育て応援プラザＰｏｋｋｅ",,,"菓子製造業",,"131032",,"東京都港区芝五丁目１８番１号都営芝５丁目アパート１号棟１階１０２","東京都","港区","芝五丁目","１８番１号","都営芝５丁目アパート１号棟１階１０２",,,,,,,,"労働者協同組合ワーカーズコープ・センター事業団",,"4港み生食営第1649号","2022-10-14","2022-10-14","2022-10-14","2029-10-31",,"新規",,
"131032",,"東京都港区","港区立芝保育園",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１８番１号","東京都","港区","芝五丁目","１８番１号",,,,,,,,,"株式会社スエヒロ",,"5港み生食営第3456号","2024-03-29","2024-03-29","2024-03-29","2031-03-31",,"新規",,
"131032",,"東京都港区","ファミリーマート三田駅前",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１９番７号ハイベール１階","東京都","港区","芝五丁目","１９番７号","ハイベール１階",,,,,,,,"合資会社アッチコーポレーション",,"3港み生食営第971号","2021-06-30","2021-06-30","2021-06-30","2028-06-30",,"新規",,
"131032",,"東京都港区","東大門タッカンマリ",,,"飲食店営業",,"131032",,"東京都港区芝五丁目１９番７号ハイベール三田１階","東京都","港区","芝五丁目","１９番７号","ハイベール三田１階",,,,,,,,"合同会社ＭＩＫＩ",,"4港み生食営第2310号","2023-01-18","2023-01-18","2023-01-18","2030-01-31",,"新規",,
"131032",,"東京都港区","大王中華食品",,,"そうざい製造業",,"131032",,"東京都港区芝五丁目１９番７号ハイベール三田地下１階","東京都","港区","芝五丁目","１９番７号","ハイベール三田地下１階",,,,,,,,"株式会社大王商事",,"5港み生食営第1208号","2023-08-18","2023-08-18","2023-08-18","2030-08-31",,"新規",,
"131032",,"東京都港区","魚と創作料理だん本店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２０番１７号ルシマン田町１階","東京都","港区","芝五丁目","２０番１７号","ルシマン田町１階",,,,,,,,"株式会社シェイクハンド",,"5港み生食営第563号","2023-06-28","2023-06-28","2023-06-28","2030-06-30",,"新規",,
"131032",,"東京都港区","炭火焼・釜めし・日本酒の店　古鼓蔵",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２０番２０号","東京都","港区","芝五丁目","２０番２０号",,,,,,,,,"有限会社昌宏コーポレーション",,"3港み生食営第1280号","2021-07-02","2021-07-02","2021-07-02","2027-07-31",,"新規",,
"131032",,"東京都港区","炭火焼湯浅別館",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２０番２０号１階２階","東京都","港区","芝五丁目","２０番２０号","１階２階",,,,,,,,"有限会社芝湯浅",,"3港み生食営第3776号","2022-04-14","2022-04-14","2022-04-14","2029-04-30",,"新規",,
"131032",,"東京都港区","スミビヤ／魚流　田町本店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２０番２０号春日ビル１、２階","東京都","港区","芝五丁目","２０番２０号","春日ビル１、２階",,,,,,,,"ＴＡＫＥＯＮＥ株式会社",,"5港み生食営第2225号","2023-11-30","2023-11-30","2023-11-30","2030-11-30",,"新規",,
"131032",,"東京都港区","ばんばんざい",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２０番２２号真和ビル１階","東京都","港区","芝五丁目","２０番２２号","真和ビル１階",,,,,,,,"株式会社大関商品研究所",,"5港み生食営第3090号","2024-03-06","2024-03-06","2024-03-06","2030-03-31",,"新規",,
"131032",,"東京都港区","ホルモンまさる",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２１番１４号１・２階","東京都","港区","芝五丁目","２１番１４号","１・２階",,,,,,,,"株式会社源",,"5港み生食営第1988号","2023-10-31","2023-10-31","2023-10-31","2029-10-31",,"新規",,
"131032",,"東京都港区","インド・ネパール料理　Ｇ１０",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２１番１５号芝三勝ビル地下１階","東京都","港区","芝五丁目","２１番１５号","芝三勝ビル地下１階",,,,,,,,"ＧＳ　Ｉｎｔｅｒｎａｔｉｏｎａｌ合同会社",,"3港み生食営第3209号","2022-01-27","2022-01-27","2022-01-27","2029-01-31",,"新規",,
"131032",,"東京都港区","ＳＷＡＮＬＡＫＥ　Ｐｕｂ　Ｅｄｏ　田町店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２１番１５号芝三勝ビル１階","東京都","港区","芝五丁目","２１番１５号","芝三勝ビル１階",,,,,,,,"株式会社天朝閣",,"5港み生食営第91号","2023-04-27","2023-04-27","2023-04-27","2030-04-30",,"新規",,
"131032",,"東京都港区","油そば　めんめん",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２１番１５号芝三勝ビル１０３","東京都","港区","芝五丁目","２１番１５号","芝三勝ビル１０３",,,,,,,,"有限会社ビィー",,"5港み生食営第1514号","2023-09-15","2023-09-15","2023-09-15","2030-09-30",,"新規",,
"131032",,"東京都港区","Ｍｏｎ‐Ｒｉｃｏ",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番１号アモールデマドレ１階","東京都","港区","芝五丁目","２２番１号","アモールデマドレ１階",,,,,,,,"株式会社ウェイブズ",,"4港み生食営第2882号","2023-03-28","2023-03-28","2023-03-28","2030-03-31",,"新規",,
"131032",,"東京都港区","セブン‐イレブン　港区芝５丁目東",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番３号浅岡ビル１、２階","東京都","港区","芝五丁目","２２番３号","浅岡ビル１、２階",,,,,,,,"錦佑合同会社",,"3港み生食営第914号","2021-06-03","2021-06-03","2021-06-03","2028-06-30",,"新規",,
"131032",,"東京都港区","たむら",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番５号田村ビル２階","東京都","港区","芝五丁目","２２番５号","田村ビル２階",,,,,,,,"株式会社タムラ",,"3港み生食営第3264号","2022-01-31","2022-01-31","2022-01-31","2028-01-31",,"新規",,
"131032",,"東京都港区","鳥心",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番５号タムラビル地下１階","東京都","港区","芝五丁目","２２番５号","タムラビル地下１階",,,,,,,,"東京レストランツファクトリー株式会社",,"5港み生食営第589号","2023-06-22","2023-06-22","2023-06-22","2030-06-30",,"新規",,
"131032",,"東京都港区","神田屋　田町三田口店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番５号タムラビル１階","東京都","港区","芝五丁目","２２番５号","タムラビル１階",,,,,,,,"テンアライド株式会社",,"5港み生食営第2923号","2024-02-15","2024-02-15","2024-02-15","2031-02-28",,"新規",,
"131032",,"東京都港区","松栄",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番５号田村ビル２階","東京都","港区","芝五丁目","２２番５号","田村ビル２階",,,,,,,,"松成合同会社",,"5港み生食営第3379号","2024-04-01","2024-04-01","2024-04-01","2030-03-31",,"新規",,
"131032",,"東京都港区","炭焼き番長／目利きの番長　田町本店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番６号芝ＲＥビル１、２、３階","東京都","港区","芝五丁目","２２番６号","芝ＲＥビル１、２、３階",,,,,,,,"株式会社ＭＳ　Ｇｒｏｕｐ",,"4港み生食営第832号","2022-07-11","2022-07-11","2022-07-11","2028-07-31",,"新規",,
"131032",,"東京都港区","三田製麺所　三田本店",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番８号アトラス田町ビル１階、２階、３階","東京都","港区","芝五丁目","２２番８号","アトラス田町ビル１階、２階、３階",,,,,,,,"株式会社エムピーキッチン",,"3港み生食営第1996号","2021-09-17","2021-09-17","2021-09-17","2028-09-30",,"新規",,
"131032",,"東京都港区","三田食堂",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２２番８号１、２階","東京都","港区","芝五丁目","２２番８号","１、２階",,,,,,,,"株式会社フォレストフーディング",,"5港み生食営第2962号","2024-02-26","2024-02-26","2024-02-26","2030-02-28",,"新規",,
"131032",,"東京都港区","布袋屋",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２３番７号","東京都","港区","芝五丁目","２３番７号",,,,,,,,,"株式会社布袋屋",,"6港み生食営第390号","2024-05-31","2024-05-31","2024-05-31","2030-05-31",,"新規",,
"131032",,"東京都港区","三田　さ々木",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２３番８号１階","東京都","港区","芝五丁目","２３番８号","１階",,,,,,,,"有限会社ファースト・ダイニング",,"4港み生食営第831号","2022-07-11","2022-07-11","2022-07-11","2029-07-31",,"新規",,
"131032",,"東京都港区","田町にセンバネ",,,"飲食店営業",,"131032",,"東京都港区芝五丁目２３番１１号ユニカ田町ビル１０１","東京都","港区","芝五丁目","２３番１１号","ユニカ田町ビル１０１",,,,,,,,"株式会社ｓ‐ｅｍｏｔｉｏｎ",,"5港み生食営第2151号","2023-11-27","2023-11-27","2023-11-27","2030-11-30",,"新規",,
