"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20120101,"芝地区総合支所管内","芝一丁目",807,652,620,1272
20120101,"芝地区総合支所管内","芝二丁目",1638,1294,1384,2678
20120101,"芝地区総合支所管内","芝三丁目",1865,1413,1547,2960
20120101,"芝地区総合支所管内","芝四丁目",1169,896,1002,1898
20120101,"芝地区総合支所管内","芝五丁目",2003,1360,1668,3028
20120101,"芝地区総合支所管内","海岸一丁目",1202,1000,919,1919
20120101,"芝地区総合支所管内","東新橋一丁目",720,632,715,1347
20120101,"芝地区総合支所管内","東新橋二丁目",210,156,128,284
20120101,"芝地区総合支所管内","新橋一丁目",24,14,16,30
20120101,"芝地区総合支所管内","新橋二丁目",94,69,69,138
20120101,"芝地区総合支所管内","新橋三丁目",151,144,120,264
20120101,"芝地区総合支所管内","新橋四丁目",267,215,193,408
20120101,"芝地区総合支所管内","新橋五丁目",307,255,230,485
20120101,"芝地区総合支所管内","新橋六丁目",517,386,304,690
20120101,"芝地区総合支所管内","西新橋一丁目",149,127,122,249
20120101,"芝地区総合支所管内","西新橋二丁目",203,167,150,317
20120101,"芝地区総合支所管内","西新橋三丁目",335,192,262,454
20120101,"芝地区総合支所管内","三田一丁目",2092,1725,1988,3713
20120101,"芝地区総合支所管内","三田二丁目",1815,1537,1838,3375
20120101,"芝地区総合支所管内","三田三丁目",879,667,741,1408
20120101,"芝地区総合支所管内","浜松町一丁目",760,640,621,1261
20120101,"芝地区総合支所管内","浜松町二丁目",180,143,143,286
20120101,"芝地区総合支所管内","芝大門一丁目",407,317,337,654
20120101,"芝地区総合支所管内","芝大門二丁目",480,342,401,743
20120101,"芝地区総合支所管内","芝公園一丁目",137,97,109,206
20120101,"芝地区総合支所管内","芝公園二丁目",404,274,288,562
20120101,"芝地区総合支所管内","芝公園三丁目",147,127,135,262
20120101,"芝地区総合支所管内","芝公園四丁目",48,31,26,57
20120101,"芝地区総合支所管内","虎ノ門一丁目",159,126,157,283
