区分,販売の相手方,用途,区分,代金返納,減額（時価の五割以内）可否,随意契約可否
用材（立木）・素材,都,災害救助法に基づく災害救助用,応急復旧住宅等,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,可,可
用材（立木）・素材,都,都道府県の管理に属する公共施設の復旧用,公共施設（公営住宅を含む）,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,否,可
用材（立木）・素材,都,個人用施設の復旧用,,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,否,可
用材（立木）・素材,区市町村,災害救助法が適用された災害で、区市町村の管理に属する公共施設の復旧用,事務所、学校、病院／診療所、託児所、道路、橋、堤防,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,可,可
用材（立木）・素材,区市町村,区市町村の管理に属する公共施設の復旧用,公共施設（公営住宅を含む）,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,否,可
用材（立木）・素材,区市町村,個人用施設の復旧用,住宅店舗等,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,否,可
用材（立木）・素材,個人,災害復旧用,住宅店舗等,「国の所有に属する物品の売り払い代金の納付に関する法律」に基づき、国有林材の売払いに際し、代金の延納の特約を締結することが可能／延納期間や担保の有無、延納利率などの条件については、毎年度財務省と協議の上決定,否,可
