区分,島名,支庁,町村名,人口（人）,世帯（世帯）,面積（ｋｍ２）
活動的火山が存在する島,大島,大島,大島町,8898,4855,91.06
活動的火山が存在する島,新島,大島,新島村,2531,1080,23.17
活動的火山が存在する島,神津島,大島,神津島村,2050,856,18.48
活動的火山が存在する島,三宅島,三宅,三宅村,2897,1769,55.44
活動的火山が存在する島,八丈島,八丈,八丈町,8594,4650,69.48
活動的火山が存在する島,青ケ島,八丈,青ケ島村,193,114,5.97
その他の火山が存在する島,利島,大島,利島村,293,166,4.12
その他の火山が存在する島,式根島,大島,新島村,590,292,3.69
その他の火山が存在する島,御蔵島,三宅,御蔵島村,279,156,20.55
