名称,所在地
毛利,東京都江東区毛利二丁目１番１２号
北烏山,東京都世田谷区北烏山七丁目２番及び八丁目１番
塩浜,東京都江東区塩浜二丁目２６番１３号
船橋,東京都世田谷区船橋四丁目４１番１７号
西新小岩,東京都葛飾区西新小岩二丁目１番
白鬚東,東京都墨田区堤通二丁目８番１４号、７番１３号、６番８号、５番５号及び４番３号
城南大橋第二,東京都大田区東海三丁目４番
南千住,東京都荒川区南千住六丁目４５番４１号
麻布十番駅地下,東京都港区麻布十番一丁目２番地先から３番地先
清澄白河駅地下,東京都江東区三好一丁目８番地先から１番地先
五色橋教育庁,東京都港区港南三丁目１番２６号
立川地域防災センター,東京都立川市緑町３２３３番地の２
都庁第二本庁舎,東京都新宿区西新宿二丁目８番１号都庁第二本庁舎
テレコムセンター,東京都江東区青海二丁目５番１０号
江戸川区中央,東京都江戸川区中央一丁目４番１号江戸川区役所
葛飾区,東京都葛飾区立石五丁目１３番１号葛飾区役所
西多摩福祉事務所,東京都青梅市河辺町六丁目４番１号青梅合同庁舎
