区,番号,避難場所名,所在地,区域面積（ｍ２）,避難有効面積（ｍ２）,区別地区割当１,区別地区割当２,町丁数,避難計画人口（人）,１人当たり避難有効面積（ｍ２／人）,最遠避難距離（ｋｍ）
世田谷区,54,日本大学文理学部一帯,世田谷区桜上水,246110,102929,世田谷区,宮坂３丁目の一部、桜上水１～５丁目、松原３～４丁目、赤堤１～５丁目,13,44827,2.30,1.3
世田谷区,55,羽根木公園一帯,世田谷区代田、松原,93049,51822,世田谷区,松原６丁目、５丁目の一部、代田３～４丁目、梅丘１丁目,5,21605,2.40,0.7
世田谷区,56,昭和女子大学一帯,世田谷区下馬、太子堂,238137,111903,世田谷区,下馬１～２丁目、３丁目の一部、三軒茶屋１～２丁目、若林１～２丁目、上馬１丁目、太子堂１、４～５丁目、野沢１丁目の一部,12,52629,2.13,1.4
世田谷区,57,駒沢オリンピック公園一帯,目黒区東が丘、八雲／世田谷区駒沢、駒沢公園、深沢,492406,305652,目黒区,柿の木坂１～３丁目、自由が丘１～３丁目、鷹番１～３丁目、中央町１～２丁目、中根１～２丁目、東が丘１～２丁目、八雲１～５丁目、碑文谷１～６丁目、平町１～２丁目、目黒本町２丁目,29,154191,1.98,2.8
世田谷区,57,駒沢オリンピック公園一帯,目黒区東が丘、八雲／世田谷区駒沢、駒沢公園、深沢,※,※,世田谷区,駒沢１～５丁目、駒沢公園、弦巻２丁目、上馬２～５丁目、新町１～３丁目、深沢１～２、６丁目、野沢２～４丁目、１丁目の一部,21,※,※,※
世田谷区,58,都立園芸高校,世田谷区深沢,94926,40079,世田谷区,深沢５、７～８丁目、中町３～５丁目、等々力８丁目,7,19415,2.06,0.8
世田谷区,59,砧公園・大蔵運動公園一帯,世田谷区大蔵、砧公園,770701,479225,世田谷区,岡本１、３丁目、喜多見６丁目、５丁目の一部、砧１～８丁目、砧公園、玉川台１～２丁目、桜丘４～５丁目、上用賀５～６丁目、瀬田４～５丁目、成城１～３丁目、大蔵１～６丁目、用賀４丁目,31,73072,6.56,1.6
世田谷区,60,馬事公苑・東京農業大学一帯,世田谷区上用賀、桜、桜台,514953,265293,世田谷区,宮坂１～２丁目、３丁目の一部、経堂１～５丁目、弦巻１、３～５丁目、桜１～３丁目、桜丘１～３丁目、桜新町１～２丁目、上用賀１～４丁目、世田谷１～２丁目、用賀１～３丁目,29,104795,2.53,1.6
世田谷区,61,祖師谷公園・総合工科高校一帯,世田谷区上祖師谷、成城,147228,62112,世田谷区,上祖師谷３～４丁目、成城４～５、７～９丁目、祖師谷２、４～６丁目,11,30074,2.07,1.4
世田谷区,62,第一生命グランド一帯,世田谷区上祖師谷、給田,165056,75540,世田谷区,給田１～５丁目、上祖師谷１～２、５～７丁目、南烏山６丁目,11,30498,2.48,1.4
世田谷区,63,芦花公園・明大八幡山グランド一帯,世田谷区粕谷、八幡山、船橋,483169,236451,世田谷区,上北沢１～５丁目、千歳台１～６丁目、船橋１～７丁目、南烏山１～５丁目、粕谷１～４丁目、八幡山１～３丁目,30,98713,2.40,1.5
世田谷区,63,芦花公園・明大八幡山グランド一帯,世田谷区粕谷、八幡山、船橋,※,※,杉並区,上高井戸１～３丁目,3,※,※,※
世田谷区,73,明大和泉校舎一帯,杉並区永福,178922,86603,世田谷区,大原２丁目、羽根木１～２丁目、松原１～２丁目、松原５丁目の一部,6,57117,1.52,1.6
世田谷区,73,明大和泉校舎一帯,杉並区永福,※,※,杉並区,和泉１～２丁目、４丁目の一部、永福１～２丁目、下高井戸２丁目、１丁目の一部、方南１丁目,8,※,※,※
世田谷区,128,玉川野毛町公園一帯,世田谷区野毛,78434,44766,世田谷区,上野毛１丁目、中町１～２丁目、等々力３丁目、野毛１丁目の一部,5,12592,3.56,1.0
世田谷区,142,成城学園一帯,世田谷区成城,95647,34650,世田谷区,成城６丁目、祖師谷１、３丁目,3,17740,1.95,1.0
世田谷区,159,国士舘大学一帯,世田谷区梅丘、世田谷、若林,85888,34330,世田谷区,豪徳寺１～２丁目、若林３～５丁目、世田谷３～４丁目、梅丘２～３丁目,9,31685,1.08,0.9
世田谷区,160,きたみふれあい広場一帯,世田谷区喜多見,92630,33389,世田谷区,喜多見７～９丁目,3,8435,3.96,1.2
世田谷区,161,学芸大学附属高校一帯,世田谷区下馬,66150,23034,世田谷区,下馬４～６丁目、３丁目の一部,4,14989,1.54,0.8
世田谷区,162,烏山北住宅・日本女子体育大学一帯,世田谷区北烏山,110875,49372,世田谷区,北烏山１～９丁目,9,25142,1.96,1.2
世田谷区,186,多摩川河川敷・二子橋一帯,世田谷区宇奈根、鎌田、喜多見、玉川,600652,493677,世田谷区,宇奈根１～３丁目、岡本２丁目、鎌田１～４丁目、喜多見１～４丁目、５丁目の一部、玉川１～４丁目、上野毛３～４丁目、瀬田１～３丁目,22,45366,10.88,1.6
世田谷区,187,多摩川河川敷・田園調布先一帯,大田区田園調布／世田谷区上野毛、玉堤、野毛,434488,203719,大田区,雪谷大塚町の一部、田園調布１～５丁目、田園調布本町の一部、南雪谷２丁目の一部,8,91369,2.23,2.0
世田谷区,187,多摩川河川敷・田園調布先一帯,大田区田園調布／世田谷区上野毛、玉堤、野毛,※,※,世田谷区,奥沢１～８丁目、玉川田園調布１～２丁目、玉堤１～２丁目、上野毛２丁目、東玉川１～２丁目、等々力１～２、４～５丁目、尾山台１～３丁目、野毛２～３丁目、１丁目の一部,25,※,※,※
世田谷区,209,東京学芸大学附属世田谷小・中学校一帯,世田谷区深沢,62587,27450,世田谷区,深沢３～４丁目、等々力６～７丁目,4,13295,2.06,0.9
世田谷区,214,太子堂円泉ヶ丘公園・三宿の森緑地一帯,世田谷区三宿、太子堂,54483,19141,世田谷区,太子堂２～３丁目、三宿１～２丁目,4,14975,1.28,0.7
渋谷区,17,明治神宮外苑地区,港区北青山／新宿区霞ヶ丘町／渋谷区神宮前、千駄ヶ谷,701606,405113,港区,北青山１～３丁目,3,92689,4.37,2.0
渋谷区,17,明治神宮外苑地区,港区北青山／新宿区霞ヶ丘町／渋谷区神宮前、千駄ヶ谷,※,※,新宿区,荒木町、市谷本村町の一部、霞ヶ丘町、片町、坂町、左門町、三栄町、信濃町、須賀町、大京町、南元町、四谷２～３丁目、若葉２～３丁目,15,※,※,※
渋谷区,17,明治神宮外苑地区,港区北青山／新宿区霞ヶ丘町／渋谷区神宮前、千駄ヶ谷,※,※,渋谷区,神宮前２～３丁目の各一部、千駄ケ谷１～２丁目の各一部,4,※,※,※
渋谷区,18,新宿御苑,新宿区内藤町／渋谷区千駄ヶ谷,595701,391912,新宿区,愛住町、市谷台町、市谷仲之町、歌舞伎町１～２丁目、新宿１～５丁目、６丁目の一部、住吉町、内藤町、舟町、余丁町、四谷４丁目、富久町、河田町,18,167272,2.34,1.3
渋谷区,18,新宿御苑,新宿区内藤町／渋谷区千駄ヶ谷,※,※,渋谷区,千駄ケ谷５～６丁目,2,※,※,※
渋谷区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,352047,182169,新宿区,西新宿４～５、８丁目、３丁目の一部,4,65498,2.78,1.4
渋谷区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,※,※,渋谷区,本町３丁目,1,※,※,※
渋谷区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,※,※,中野区,本町１～３丁目、弥生町１丁目、３丁目の一部,5,※,※,※
渋谷区,40,駒場東大・駒場野公園一帯,目黒区駒場、世田谷区北沢、渋谷区松濤,466330,254831,目黒区,駒場１～４丁目、青葉台１～４丁目、大橋１～２丁目,10,112704,2.26,1.7
渋谷区,40,駒場東大・駒場野公園一帯,目黒区駒場、世田谷区北沢、渋谷区松濤,※,※,渋谷区,円山町、松濤２丁目、上原２～３丁目、神泉町、富ケ谷２丁目,6,※,※,※
渋谷区,40,駒場東大・駒場野公園一帯,目黒区駒場、世田谷区北沢、渋谷区松濤,※,※,世田谷区,代沢１～５丁目、代田１～２、５～６丁目、大原１丁目、池尻４丁目、北沢１～５丁目,16,※,※,※
渋谷区,41,中目黒公園一帯,目黒区中目黒／渋谷区恵比寿南,235039,126863,目黒区,下目黒１～２丁目、３～６丁目の各一部、三田２丁目、上目黒１～２丁目、中町１～２丁目、中目黒１～５丁目、目黒１～４丁目、祐天寺１～２丁目,22,106618,1.19,1.4
渋谷区,41,中目黒公園一帯,目黒区中目黒／渋谷区恵比寿南,※,※,渋谷区,猿楽町、恵比寿西１～２丁目、恵比寿南２～３丁目、代官山町、鉢山町、鶯谷町,8,※,※,※
渋谷区,64,明治神宮・代々木公園一帯,渋谷区神南、代々木神園町,1467918,824210,渋谷区,元代々木町、笹塚１～３丁目、初台１～２丁目、上原１丁目、神宮前１、４丁目、２～３、５～６丁目の各一部、神南１～２丁目の各一部、西原１～３丁目、千駄ケ谷３～４丁目、１～２丁目の各一部、代々木１～５丁目、代々木神園町、大山町、幡ケ谷１～３丁目、富ケ谷１丁目、本町１～２、４～６丁目,38,217338,3.79,2.7
渋谷区,65,青山学院・実践女子学園一帯,渋谷区渋谷、東,158299,64943,渋谷区,渋谷４丁目、東１～４丁目,5,40129,1.62,0.9
渋谷区,66,聖心女子大学一帯,渋谷区広尾,142644,66501,渋谷区,広尾１～５丁目,5,21086,3.15,0.7
渋谷区,158,恵比寿ガーデンプレイス,目黒区三田／渋谷区恵比寿,109145,49551,目黒区,三田１丁目,1,45257,1.09,0.8
渋谷区,158,恵比寿ガーデンプレイス,目黒区三田／渋谷区恵比寿,※,※,渋谷区,恵比寿１～４丁目、恵比寿南１丁目,5,※,※,※
中野区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,352047,182169,新宿区,西新宿４～５、８丁目、３丁目の一部,4,65498,2.78,1.4
中野区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,※,※,渋谷区,本町３丁目,1,※,※,※
中野区,19,新宿中央公園・高層ビル群一帯,新宿区西新宿,※,※,中野区,本町１～３丁目、弥生町１丁目、３丁目の一部,5,※,※,※
中野区,20,百人町三・四丁目地区,新宿区百人町,249086,120115,新宿区,高田馬場３～４丁目、百人町３～４丁目、１～２丁目の各一部、北新宿１～４丁目,10,69803,1.72,1.3
中野区,20,百人町三・四丁目地区,新宿区百人町,※,※,中野区,中央１丁目、東中野１丁目,2,※,※,※
中野区,67,江古田の森公園一帯,中野区江古田,165225,82158,中野区,丸山１～２丁目、江原町１～３丁目、江古田２～４丁目、沼袋１～２、４丁目、野方４、６丁目,13,60327,1.36,1.5
中野区,67,江古田の森公園一帯,中野区江古田,※,※,練馬区,豊玉中１～４丁目、豊玉南１～３丁目、豊玉北５～６丁目,9,※,※,※
中野区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,197297,79082,新宿区,上落合３丁目、西落合１～４丁目、中井１～２丁目、中落合３～４丁目,9,78038,1.01,1.8
中野区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,※,※,中野区,江古田１丁目、松が丘１～２丁目、上高田１～５丁目、新井５丁目、中野６丁目、東中野３丁目,11,※,※,※
中野区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,※,※,豊島区,南長崎４～６丁目,3,※,※,※
中野区,69,コーシャハイム中野弥生町・立正佼成会大聖堂一帯,中野区弥生町／杉並区和田,144359,50889,中野区,南台３～５丁目、弥生町６丁目,4,32027,1.59,0.8
中野区,69,コーシャハイム中野弥生町・立正佼成会大聖堂一帯,中野区弥生町／杉並区和田,※,※,杉並区,方南２丁目、和田１～２丁目,3,※,※,※
中野区,70,中野区役所一帯,中野区中野／杉並区高円寺北,223748,89834,中野区,新井１～２丁目、中央２～５丁目、中野１～５丁目、東中野２丁目、本町６丁目、野方１丁目,14,88664,1.01,1.9
中野区,70,中野区役所一帯,中野区中野／杉並区高円寺北,※,※,杉並区,高円寺南５丁目、高円寺北１丁目,2,※,※,※
中野区,71,公社鷺宮西住宅一帯,中野区白鷺,75831,25627,中野区,上鷺宮１、３丁目、鷺宮１～４丁目、白鷺２～３丁目,8,25119,1.02,1.4
中野区,71,公社鷺宮西住宅一帯,中野区白鷺,※,※,杉並区,下井草２丁目,1,※,※,※
中野区,164,平和の森公園一帯,中野区新井,87072,46947,中野区,若宮１丁目、沼袋３丁目、新井３～４丁目、大和町１～４丁目、野方２、３、５丁目,11,37513,1.25,1.7
中野区,165,東京大学附属中等教育学校一帯,中野区南台,48612,17365,中野区,南台１～２丁目、弥生町３丁目の一部,3,8225,2.11,0.4
中野区,175,都立武蔵丘高校一帯,中野区上鷺宮,57145,15956,中野区,鷺宮５～６丁目、上鷺宮２、４～５丁目,5,13758,1.16,0.6
中野区,176,白鷺一丁目地区,中野区白鷺、若宮,99714,32104,中野区,若宮２～３丁目、白鷺１丁目,3,25757,1.25,1.4
中野区,176,白鷺一丁目地区,中野区白鷺、若宮,※,※,杉並区,阿佐谷北６丁目、下井草１丁目、本天沼１～２丁目,4,※,※,※
中野区,212,落合中央公園,新宿区上落合,81754,33522,新宿区,上落合１～２丁目、中落合１丁目,3,20761,1.61,1.0
中野区,212,落合中央公園,新宿区上落合,※,※,中野区,東中野４～５丁目,2,※,※,※
中野区,213,本町五丁目公園一帯,中野区本町、弥生町,65705,32128,中野区,本町４～５丁目、弥生町２、４～５丁目,5,22996,1.40,0.6
杉並区,63,芦花公園・明大八幡山グランド一帯,世田谷区粕谷、八幡山、船橋,483169,236451,世田谷区,上北沢１～５丁目、千歳台１～６丁目、船橋１～７丁目、南烏山１～５丁目、粕谷１～４丁目、八幡山１～３丁目,30,98713,2.40,1.5
杉並区,63,芦花公園・明大八幡山グランド一帯,世田谷区粕谷、八幡山、船橋,※,※,杉並区,上高井戸１～３丁目,3,※,※,※
杉並区,69,コーシャハイム中野弥生町・立正佼成会大聖堂一帯,中野区弥生町／杉並区和田,144359,50889,中野区,南台３～５丁目、弥生町６丁目,4,32027,1.59,0.8
杉並区,69,コーシャハイム中野弥生町・立正佼成会大聖堂一帯,中野区弥生町／杉並区和田,※,※,杉並区,方南２丁目、和田１～２丁目,3,※,※,※
杉並区,70,中野区役所一帯,中野区中野／杉並区高円寺北,223748,89834,中野区,新井１～２丁目、中央２～５丁目、中野１～５丁目、東中野２丁目、本町６丁目、野方１丁目,14,88664,1.01,1.9
杉並区,70,中野区役所一帯,中野区中野／杉並区高円寺北,※,※,杉並区,高円寺南５丁目、高円寺北１丁目,2,※,※,※
杉並区,71,公社鷺宮西住宅一帯,中野区白鷺,75831,25627,中野区,上鷺宮１、３丁目、鷺宮１～４丁目、白鷺２～３丁目,8,25119,1.02,1.4
杉並区,71,公社鷺宮西住宅一帯,中野区白鷺,※,※,杉並区,下井草２丁目,1,※,※,※
杉並区,73,明大和泉校舎一帯,杉並区永福,178922,86603,世田谷区,大原２丁目、羽根木１～２丁目、松原１～２丁目、松原５丁目の一部,6,57117,1.52,1.6
杉並区,73,明大和泉校舎一帯,杉並区永福,※,※,杉並区,和泉１～２丁目、４丁目の一部、永福１～２丁目、下高井戸２丁目、１丁目の一部、方南１丁目,8,※,※,※
杉並区,74,和田堀公園（東地区）一帯,杉並区大宮、堀ノ内,120704,57910,杉並区,大宮１丁目の一部、堀ノ内１～２丁目、和泉３丁目、４丁目の一部,5,23210,2.50,1.1
杉並区,75,善福寺川緑地・和田堀公園（西地区）一帯,杉並区成田西、成田東、松ノ木、大宮,710024,287464,杉並区,阿佐谷南１～３丁目、阿佐谷北１～５丁目、永福４丁目、荻窪１丁目、２～５丁目の各一部、高円寺南３丁目、高円寺北２～４丁目、松ノ木１～３丁目、成田西１～４丁目、成田東１～５丁目、大宮２丁目、１丁目の一部、梅里２丁目、浜田山４丁目、上荻１丁目、天沼１～３丁目,38,135543,2.12,2.3
杉並区,77,シャレール荻窪一帯,杉並区荻窪,54838,15999,杉並区,荻窪２～５丁目の各一部,4,15913,1.01,1.0
杉並区,78,柏の宮公園一帯,杉並区高井戸東、浜田山,166190,67574,杉並区,永福３丁目、下高井戸３～５丁目、１丁目の一部、高井戸東１丁目、２丁目の一部、浜田山１～３丁目,10,33973,1.99,1.2
杉並区,79,高井戸駅一帯,杉並区高井戸西、高井戸東,168675,61175,杉並区,宮前１～３丁目、高井戸西２～３丁目、１丁目の一部、高井戸東３～４丁目、２丁目の一部、西荻南３～４丁目、南荻窪１～４丁目,15,44035,1.39,2.4
杉並区,80,久我山二丁目地区グランド一帯,杉並区久我山,169120,70177,杉並区,久我山１～５丁目、宮前４～５丁目、高井戸西１丁目の一部、松庵１～３丁目、西荻南１～２丁目,13,47416,1.48,2.0
杉並区,82,上井草スポーツセンター一帯,杉並区今川、上井草／練馬区下石神井,172920,72104,杉並区,今川１～４丁目、上井草１～４丁目、清水１～３丁目,11,36814,1.96,1.4
杉並区,82,上井草スポーツセンター一帯,杉並区今川、上井草／練馬区下石神井,※,※,練馬区,上石神井南町、関町南１丁目、下石神井４丁目の一部,3,※,※,※
杉並区,143,蚕糸の森公園一帯,杉並区和田,54727,20335,杉並区,高円寺南１丁目、和田３丁目,2,12666,1.61,0.4
杉並区,163,井草森公園一帯,杉並区井草,63974,38685,杉並区,井草１～５丁目、下井草３～５丁目、本天沼３丁目,9,26867,1.44,1.8
杉並区,176,白鷺一丁目地区,中野区白鷺、若宮,99714,32104,中野区,若宮２～３丁目、白鷺１丁目,3,25757,1.25,1.4
杉並区,176,白鷺一丁目地区,中野区白鷺、若宮,※,※,杉並区,阿佐谷北６丁目、下井草１丁目、本天沼１～２丁目,4,※,※,※
杉並区,188,善福寺公園・東京女子大学一帯,杉並区善福寺,179578,38115,杉並区,西荻北３～４丁目、善福寺２丁目、３～４丁目の各一部,5,16132,2.36,2.0
杉並区,189,井草八幡宮一帯,杉並区善福寺,58939,22201,杉並区,上荻４丁目、善福寺１丁目、３～４丁目の各一部、西荻北２、５丁目,6,13204,1.68,0.9
杉並区,194,セシオン杉並・妙法寺一帯,杉並区梅里、堀ノ内,108906,39066,杉並区,高円寺南２、４丁目、梅里１丁目、堀ノ内３丁目,4,25216,1.55,0.9
杉並区,216,桃井原っぱ公園一帯,杉並区桃井,65614,34773,杉並区,上荻２～３丁目、西荻北１丁目、桃井１～４丁目,7,20404,1.70,1.2
豊島区,24,お茶の水女子大学一帯・教育の森公園一帯,文京区大塚,350054,190037,文京区,音羽１丁目の一部、小石川４～５丁目、小日向３丁目、１～２、４丁目の各一部、千石３～４丁目、１～２丁目の各一部、大塚１、３丁目、２、４丁目の各一部,15,63980,2.97,1.2
豊島区,24,お茶の水女子大学一帯・教育の森公園一帯,文京区大塚,※,※,豊島区,南大塚２丁目、１、３丁目の各一部,3,※,※,※
豊島区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,197297,79082,新宿区,上落合３丁目、西落合１～４丁目、中井１～２丁目、中落合３～４丁目,9,78038,1.01,1.8
豊島区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,※,※,中野区,江古田１丁目、松が丘１～２丁目、上高田１～５丁目、新井５丁目、中野６丁目、東中野３丁目,11,※,※,※
豊島区,68,哲学堂公園一帯,新宿区西落合、中井／中野区上高田、松が丘,※,※,豊島区,南長崎４～６丁目,3,※,※,※
豊島区,83,染井墓地・駒込中学校一帯,豊島区駒込、巣鴨／北区西ヶ原,272289,125404,豊島区,駒込１～７丁目、上池袋４丁目、西巣鴨１～４丁目、巣鴨１～５丁目、南大塚１丁目の一部、北大塚１～２丁目,20,66683,1.88,1.5
豊島区,83,染井墓地・駒込中学校一帯,豊島区駒込、巣鴨／北区西ヶ原,※,※,北区,西ケ原４丁目,1,※,※,※
豊島区,84,雑司ヶ谷墓地,豊島区南池袋,105867,53174,豊島区,雑司が谷１丁目、２～３丁目の各一部、南池袋３～４丁目、２丁目の一部,6,21867,2.43,0.6
豊島区,85,豊島区立総合体育場一帯,豊島区東池袋,192082,60538,豊島区,上池袋１、３丁目、２丁目の一部、池袋１～２、４丁目の各一部、池袋本町１～４丁目、東池袋２、５丁目、４丁目の一部、南大塚３丁目の一部、南池袋２丁目の一部、北大塚３丁目,16,53585,1.13,1.7
豊島区,86,学習院大学,豊島区目白,232075,130143,新宿区,下落合３丁目,1,83795,1.55,2.3
豊島区,86,学習院大学,豊島区目白,※,※,豊島区,高田１～３丁目、雑司が谷２～３丁目の各一部、西池袋２丁目、千早１～３丁目、長崎１～５丁目、南池袋１丁目の一部、南長崎１～３丁目、目白１～５丁目,23,※,※,※
豊島区,87,立教大学,豊島区西池袋,107799,50270,豊島区,高松１丁目、西池袋３～５丁目、池袋３丁目、２丁目の一部、要町１丁目,7,43136,1.17,0.8
豊島区,100,公社向原住宅一帯,板橋区小茂根、向原,150825,66167,豊島区,高松２～３丁目、千川１～２丁目、千早４丁目、長崎６丁目、要町２～３丁目,8,51104,1.29,1.7
豊島区,100,公社向原住宅一帯,板橋区小茂根、向原,※,※,板橋区,向原１～３丁目、小茂根１～２丁目、大谷口１～２丁目,7,※,※,※
豊島区,100,公社向原住宅一帯,板橋区小茂根、向原,※,※,練馬区,旭丘２丁目、小竹町１～２丁目,3,※,※,※
北区,83,染井墓地・駒込中学校一帯,豊島区駒込、巣鴨／北区西ヶ原,272289,125404,豊島区,駒込１～７丁目、上池袋４丁目、西巣鴨１～４丁目、巣鴨１～５丁目、南大塚１丁目の一部、北大塚１～２丁目,20,66683,1.88,1.5
北区,83,染井墓地・駒込中学校一帯,豊島区駒込、巣鴨／北区西ヶ原,※,※,北区,西ケ原４丁目,1,※,※,※
北区,88,荒川河川敷一帯,北区赤羽、赤羽北、岩淵町、志茂,225915,151917,北区,岩淵町、志茂２～５丁目、赤羽１～３丁目、赤羽北１～２丁目、浮間１～５丁目,15,58733,2.59,2.4
北区,89,桐ヶ丘・赤羽台・西が丘地区,北区赤羽北、赤羽台、赤羽西、桐ヶ丘、西が丘／板橋区清水町,1152596,586435,北区,桐ヶ丘１～２丁目、上十条５丁目、西が丘１～３丁目、赤羽西１～６丁目、赤羽台１～４丁目、赤羽北３丁目,17,148417,3.95,2.4
北区,89,桐ヶ丘・赤羽台・西が丘地区,北区赤羽北、赤羽台、赤羽西、桐ヶ丘、西が丘／板橋区清水町,※,※,板橋区,稲荷台、栄町、宮本町、熊野町、志村１丁目、小豆沢１～４丁目、清水町、泉町、前野町１～４丁目、双葉町、大原町、大山金井町、大山東町、大和町、氷川町、富士見町、本町、蓮沼町,24,※,※,※
北区,90,豊島五丁目団地一帯,北区豊島,210281,139278,北区,豊島４～６丁目,3,13912,10.01,0.4
北区,91,王子六・飛鳥高校・駿台学園一帯,北区王子,200304,102728,北区,王子２～４、６丁目、１、５丁目の各一部、豊島１～３、７～８丁目、堀船１～４丁目,15,41734,2.46,1.5
北区,92,ＪＲ田端・尾久操車場,北区上中里、東田端,268627,84362,北区,栄町、昭和町１～３丁目、上中里２～３丁目、中里１丁目、田端１～６丁目、田端新町１～３丁目、東田端１～２丁目,18,54660,1.54,0.9
北区,92,ＪＲ田端・尾久操車場,北区上中里、東田端,※,※,荒川区,西尾久４～５、７～８丁目、１～２丁目の各一部,6,※,※,※
北区,93,北区防災センター一帯,北区上中里、西ヶ原,58858,18975,北区,上中里１丁目、西ケ原１丁目、２～３丁目の各一部、中里２～３丁目,6,16185,1.17,0.9
北区,94,都営滝野川三丁目団地一帯,北区滝野川,124806,34304,北区,滝野川３～７丁目、１～２丁目の各一部,7,26013,1.32,0.9
北区,95,十条台・北区中央公園一帯,北区王子本町、十条台,244138,131730,北区,王子本町１～３丁目、岸町１～２丁目、十条台１丁目、上十条１丁目、中十条１～３丁目,10,23356,5.64,0.9
北区,99,東京家政大学・加賀中学校一帯,北区上十条、十条台／板橋区加賀,184663,78853,北区,十条台２丁目、十条仲原１丁目、上十条２～４丁目,5,53844,1.46,1.3
北区,99,東京家政大学・加賀中学校一帯,北区上十条、十条台／板橋区加賀,※,※,板橋区,加賀１～２丁目、仲宿、板橋１～４丁目,7,※,※,※
北区,129,王子五丁目団地一帯,北区王子,90365,47267,北区,王子５丁目の一部、神谷１丁目、東十条１～４丁目,6,18244,2.59,0.6
北区,144,飛鳥山公園,北区王子、西ヶ原,71698,29255,北区,王子１丁目の一部、西ケ原２～３丁目の各一部、滝野川１～２丁目の各一部,5,9011,3.25,0.7
北区,145,北運動公園一帯,北区神谷、志茂,122078,42843,北区,志茂１丁目、神谷２～３丁目、赤羽南１～２丁目、東十条５～６丁目,7,20935,2.05,0.6
北区,167,清水坂公園一帯,北区十条仲原、中十条,54250,7806,北区,十条仲原２～４丁目、中十条４丁目,4,5179,1.51,0.4
荒川区,27,谷中墓地,台東区谷中、上野桜木,143653,50426,台東区,上野桜木２、１丁目の一部、谷中１～７丁目,9,33285,1.51,0.9
荒川区,27,谷中墓地,台東区谷中、上野桜木,※,※,荒川区,西日暮里２～５丁目、東日暮里５～６丁目の各一部,6,※,※,※
荒川区,28,上野公園一帯,台東区上野公園、上野桜木、池之端,705824,415733,台東区,下谷１～３丁目、元浅草１～４丁目、根岸１～５丁目、三ノ輪１～２丁目、三筋１～２丁目、寿１～２丁目、小島１～２丁目、松が谷１～４丁目、上野７丁目、上野公園、上野桜木１丁目の一部、西浅草１～３丁目、千束１～３丁目、４丁目の一部、浅草２～５丁目の各一部、浅草橋１～５丁目、蔵前１～４丁目、台東１～４丁目、池之端１～４丁目、鳥越１～２丁目、東上野１～６丁目、日本堤２丁目の一部、入谷１～２丁目、北上野１～２丁目、柳橋１～２丁目、竜泉１～３丁目,73,219220,1.90,2.2
荒川区,28,上野公園一帯,台東区上野公園、上野桜木、池之端,※,※,荒川区,東日暮里４丁目、１～３、５～６丁目の各一部,6,※,※,※
荒川区,92,ＪＲ田端・尾久操車場,北区上中里、東田端,268627,84362,北区,栄町、昭和町１～３丁目、上中里２～３丁目、中里１丁目、田端１～６丁目、田端新町１～３丁目、東田端１～２丁目,18,54660,1.54,0.9
荒川区,92,ＪＲ田端・尾久操車場,北区上中里、東田端,※,※,荒川区,西尾久４～５、７～８丁目、１～２丁目の各一部,6,※,※,※
荒川区,96,荒川自然公園一帯,荒川区荒川,203176,61805,荒川区,荒川１～４、７～８丁目、５丁目の一部、西日暮里１丁目の一部、町屋１、７～８丁目の各一部、東日暮里１～３丁目の各一部、南千住１、５～６丁目の各一部,17,51814,1.19,1.1
荒川区,136,都立尾久の原公園一帯,荒川区東尾久、町屋,180774,89898,荒川区,荒川６丁目、５丁目の一部、西日暮里６丁目、１丁目の一部、町屋２～６丁目、１、７～８丁目の各一部、東尾久１～８丁目、西尾久３、６丁目、１～２丁目の各一部,24,71327,1.26,1.7
荒川区,146,都立汐入公園一帯,荒川区南千住,494955,285908,荒川区,南千住２～３、７丁目、１、５～６丁目の各一部,6,18092,15.80,1.2
板橋区,89,桐ヶ丘・赤羽台・西が丘地区,北区赤羽北、赤羽台、赤羽西、桐ヶ丘、西が丘／板橋区清水町,1152596,586435,北区,桐ヶ丘１～２丁目、上十条５丁目、西が丘１～３丁目、赤羽西１～６丁目、赤羽台１～４丁目、赤羽北３丁目,17,148417,3.95,2.4
板橋区,89,桐ヶ丘・赤羽台・西が丘地区,北区赤羽北、赤羽台、赤羽西、桐ヶ丘、西が丘／板橋区清水町,※,※,板橋区,稲荷台、栄町、宮本町、熊野町、志村１丁目、小豆沢１～４丁目、清水町、泉町、前野町１～４丁目、双葉町、大原町、大山金井町、大山東町、大和町、氷川町、富士見町、本町、蓮沼町,24,※,※,※
板橋区,97,浮間公園・荒川河川敷緑地一帯,北区浮間／板橋区新河岸、舟渡,859973,595999,板橋区,坂下１～３丁目、志村２～３丁目、舟渡１～３丁目、相生町、東坂下１～２丁目、蓮根１～２丁目,13,50592,11.78,2.2
