機関名,機関視程（ｍ）,区分,区分２,大島航路,三宅島航路,八丈島航路,湾内周遊航路
東海汽船,1000,さるびあ丸,風速（ｍ／ｓ）,23,23,21,20
東海汽船,1000,橘丸,風速（ｍ／ｓ）,,,23,
東海汽船,1000,さるびあ丸,波高（ｍ）,5,5,5,4
