県,市町村等,締結者
神奈川,相模原市,市長
山梨,富士吉田市,市長
山梨,都留市,市長
山梨,大月市,市長
山梨,富士河口湖町,町長
山梨,西桂町,町長
山梨,上野原市,市長
山梨,富士五湖広域行政事務組合,管理者
