階層コード,地域コード,地域,人口総数／令和4年8月1日,人口総数／令和4年7月1日,人口総数／令和3年8月1日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13843740,13842882,13832941,858,0.01,10799,0.08
1,13100,区部,9567846,9565985,9556990,1861,0.02,10856,0.11
1,13200,市部,4195968,4196919,4195334,-951,-0.02,634,0.02
1,13300,郡部,55612,55644,55926,-32,-0.06,-314,-0.56
1,13350,島部,24314,24334,24691,-20,-0.08,-377,-1.53
,,,,,,,,,
住民基本台帳による世帯と人口_令和4年8月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
