階層コード,地域コード,地域,人口総数／2022-12-01,人口総数／2022-11-01,人口総数／2021-12-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13848931,13851342,13804805,-2411,-0.02 ,44126,0.32 
1,13100,区部,9574523,9576022,9531380,-1499,-0.02 ,43143,0.45 
1,13200,市部,4194784,4195598,4192959,-814,-0.02 ,1825,0.04 
1,13300,郡部,55410,55480,55860,-70,-0.13 ,-450,-0.81 
1,13350,島部,24214,24242,24606,-28,-0.12 ,-392,-1.59 
,,,,,,,,,
住民基本台帳による世帯と人口_令和4年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
