階層コード,地域コード,地域,人口総数／令和4年6月1日,人口総数／令和4年5月1日,人口総数／令和3年6月1日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13836530,13823750,13841266,12780,0.09,-4736,-0.03
1,13100,区部,9560386,9549300,9565723,11086,0.12,-5337,-0.06
1,13200,市部,4196171,4194434,4194827,1737,0.04,1344,0.03
1,13300,郡部,55623,55672,55988,-49,-0.09,-365,-0.65
1,13350,島部,24350,24344,24728,6,0.02,-378,-1.53
,,, ,,,,,,
住民基本台帳による世帯と人口_令和4年6月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
