階層コード,地域コード,地域,人口総数／2022-09-01,人口総数／2022-08-01,人口総数／2021-09-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13843947,13843740,13827574,207,0,16373,0.12
1,13100,区部,9568947,9567846,9551534,1101,0.01,17413,0.18
1,13200,市部,4195207,4195968,4195453,-761,-0.02,-246,-0.01
1,13300,郡部,55523,55612,55905,-89,-0.16,-382,-0.68
1,13350,島部,24270,24314,24682,-44,-0.18,-412,-1.67
,,,,,,,,,
住民基本台帳による世帯と人口_令和4年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
