階層コード,地域コード,地域,人口総数／2022-11-01,人口総数／2022-10-01,人口総数／2021-11-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13851342,13847536,13809367,3806,0.03,41975,0.3
1,13100,区部,9576022,9572120,9535502,3902,0.04,40520,0.42
1,13200,市部,4195598,4195678,4193388,-80,0,2210,0.05
1,13300,郡部,55480,55486,55859,-6,-0.01,-379,-0.68
1,13350,島部,24242,24252,24618,-10,-0.04,-376,-1.53
,,,,,,,,,
住民基本台帳による世帯と人口_令和4年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
