四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
ウェイト,10000,255.7,309.8,287.8,1695.4,247.8,638.9,808.7,644.5,1202.6,617.7,1176.5,296.6,695.8,187.3,125.7,68,753.3,1151.7,531.6,53.4,83.2,119.1,12.6,263.3
2018-Q1,117.1,131.3,75.7,99.6,149.7,118.1,117.3,186.7,99.5,107.8,92.7,118.0,138.7,126.2,89.2,96.8,100.3,89.4,115.2,133.9,120.8,189.0,95.6,119.9,138.8
2018-Q2,119.6,132.5,76.9,104.8,151.6,115.0,88.8,209.2,98.4,109.8,91.4,136.6,143.0,127.8,87.8,97.5,99.7,89.3,113.5,159.5,121.1,197.1,152.0,114.1,161.9
2018-Q3,118.6,131.9,80.2,102.6,152.3,118.2,127.5,186.3,93.5,107.9,95.7,128.6,136.8,120.9,91.7,98.5,94.8,92.5,113.8,144.0,118.8,174.2,156.2,113.0,133.1
2018-Q4,115.2,132.6,83.0,101.0,125.4,114.3,97.0,150.7,92.5,106.8,100.0,132.1,140.6,120.0,98.0,102.3,106.3,112.6,115.2,124.3,104.1,174.8,108.4,120.1,119.6
2019-Q1,111.5,124.6,101.5,108.9,116.1,108.8,101.1,130.3,72.8,101.0,105.9,130.0,134.1,110.8,101.4,102.3,103.4,108.4,111.0,120.9,99.4,151.7,115.3,124.3,119.2
2019-Q2,115.6,123.1,99.3,107.7,124.1,121.3,91.9,146.9,82.0,113.7,125.8,142.1,125.4,115.3,92.7,100.0,100.3,110.6,109.9,119.1,112.6,147.5,127.8,109.7,109.4
2019-Q3,117.6,119.5,101.2,106.9,120.6,103.9,100.2,143.5,91.4,117.4,143.2,132.3,119.2,113.4,94.7,98.2,100.5,108.7,109.5,138.0,109.4,136.7,197.0,115.4,118.5
2019-Q4,110.1,108.4,97.8,99.9,109.9,103.2,97.4,122.0,95.3,110.3,137.3,119.7,108.3,110.4,90.0,94.9,98.8,106.3,98.4,137.3,105.7,124.3,181.3,105.4,129.7
2020-Q1,110.0,103.3,96.6,100.2,102.6,105.4,81.0,117.1,99.8,108.1,133.6,130.7,100.7,106.8,88.5,98.6,119.7,108.9,101.7,111.8,100.7,116.6,125.3,101.8,109.0
2020-Q2,91.3,93.0,94.9,96.2,93.0,92.5,103.8,81.6,95.9,91.8,100.0,68.9,93.7,94.7,105.5,101.8,77.4,92.3,95.5,94.5,90.8,87.6,112.7,100.0,92.5
2020-Q3,94.5,94.7,105.7,97.8,95.3,97.5,99.6,93.5,91.9,93.2,81.4,88.6,102.3,95.3,106.4,96.2,103.8,98.8,99.1,93.2,102.1,93.7,87.7,99.0,94.8
2020-Q4,102.2,107.4,103.7,102.4,106.4,102.3,113.8,103.3,108.5,104.9,80.8,107.2,102.4,101.7,98.3,103.6,103.0,98.8,102.7,96.4,106.2,91.2,81.3,95.1,100.1
2021-Q1,103.7,115.6,102.5,103.5,111.4,101.2,138.2,95.1,121.6,106.1,84.2,92.5,106.8,96.9,95.9,100.7,116.3,97.2,102.9,104.5,113.1,93.7,106.5,70.5,105.4
2021-Q2,110.3,119.4,109.4,113.1,122.7,101.3,162.4,90.7,124.8,117.3,108.0,114.9,112.7,95.0,99.9,107.5,120.5,96.0,102.0,96.5,118.3,87.8,69.4,110.8,107.7
2021-Q3,105.6,118.9,106.1,103.0,113.5,101.0,145.6,95.0,118.7,114.0,100.1,98.7,110.5,95.6,96.6,109.1,113.1,94.9,98.5,103.0,112.6,86.4,92.9,87.8,110.4
2021-Q4,104.9,115.7,124.2,107.8,118.8,102.9,162.0,93.2,101.0,108.4,102.0,109.6,104.9,91.7,105.9,101.1,110.9,94.5,97.2,88.1,113.4,89.8,74.1,109.0,86.4
2022-Q1,106.3,118.6,131.7,108.5,119.6,100.3,155.7,97.8,93.3,117.8,91.2,110.6,106.3,95.7,101.8,109.2,111.1,93.3,95.6,87.3,104.0,93.6,57.0,93.0,97.2
2022-Q2,108.2,115.7,133.1,108.3,113.3,99.0,148.6,83.9,92.7,126.3,88.0,129.2,107.0,92.7,104.6,103.0,114.7,97.8,98.6,98.0,96.1,95.9,122.0,99.6,94.0
2022-Q3,106.5,110.3,127.8,116.2,119.3,101.7,186.0,74.5,88.0,106.3,93.2,133.3,102.5,88.8,98.1,108.2,116.7,95.4,94.6,96.2,92.3,98.7,85.6,95.4,100.5
2022-Q4,106.3,112.7,138.9,116.0,111.0,102.7,171.3,70.4,85.8,104.5,114.9,128.0,103.3,85.2,97.7,95.7,114.9,97.1,95.3,113.8,95.1,97.5,144.2,95.7,111.7
2023-Q1,101.8,102.8,127.8,98.2,112.9,93.6,159.4,81.0,75.7,114.0,81.4,115.8,100.8,83.0,101.2,93.1,94.8,99.0,91.3,97.8,95.7,87.0,115.5,113.4,90.6
2023-Q2,102.0,100.0,127.3,93.4,91.4,100.8,118.1,68.6,87.4,118.8,87.0,136.1,100.3,86.8,96.6,96.0,111.3,101.4,91.2,93.6,94.6,82.5,105.7,90.0,93.0
2023-Q3,102.1,98.5,133.2,71.8,87.7,96.5,97.9,76.1,99.2,116.1,116.1,134.1,104.6,86.2,96.2,97.2,105.9,101.4,86.3,90.6,97.9,79.2,101.8,96.9,89.3
2023-Q4,102.4,98.5,132.4,73.9,82.7,91.1,91.5,74.4,93.2,120.5,118.1,140.0,107.7,84.8,98.1,97.0,103.9,94.4,85.7,93.4,99.1,80.5,84.6,86.4,97.0
2024-Q1,93.7,90.7,116.1,58.9,79.1,83.8,84.8,70.1,87.3,110.6,115.6,114.9,101.0,86.1,91.5,96.4,108.7,90.2,79.3,87.9,86.0,79.4,84.3,94.8,92.6
2024-Q2,100.4,91.4,120.9,75.8,77.2,91.2,89.4,65.6,86.0,114.5,110.4,157.7,102.7,89.5,97.8,98.9,92.9,94.6,80.9,96.1,89.2,80.2,98.8,105.2,101.8

東京都工業指数 四半期指数（令和２年基準）平成３０年第１四半期～令和６年第２四半期,,,,,,,,,,,,,,,,,,,,,,,,,
生産者出荷指数（業種分類別、季節調整済指数）,,,,,,,,,,,,,,,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,,,,,,,,,,,,,,,
