四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
ウェイト,10000,255.7,309.8,287.8,1695.4,247.8,638.9,808.7,644.5,1202.6,617.7,1176.5,296.6,695.8,187.3,125.7,68,753.3,1151.7,531.6,53.4,83.2,119.1,12.6,263.3
2018-Q1,122.4,130.6,76.5,111.0,156.6,118.8,121.6,195.8,100.0,123.5,106.4,123.8,134.2,125.6,89.7,93.1,91.2,83.9,113.1,169.3,116.9,247.4,168.1,123.9,158.0
2018-Q2,112.8,133.0,78.1,97.3,134.6,107.2,80.6,185.6,95.6,90.4,85.7,126.7,144.8,126.6,88.9,98.7,99.4,89.6,116.8,135.5,128.1,171.3,100.1,102.7,143.3
2018-Q3,116.8,130.5,79.6,99.3,153.1,116.9,134.4,179.1,91.5,110.2,92.1,125.0,133.7,119.6,92.6,96.3,96.2,93.4,111.3,129.2,122.4,156.7,142.1,125.7,116.3
2018-Q4,118.2,133.9,82.6,99.6,129.8,123.7,91.6,161.8,95.5,107.2,98.8,140.0,148.3,123.3,97.1,109.8,115.0,117.0,116.7,121.6,99.7,156.9,84.3,116.6,131.9
2019-Q1,116.3,124.2,102.3,120.5,123.9,108.4,109.3,140.1,73.0,115.6,118.9,136.6,128.5,109.8,100.3,97.6,95.2,101.7,108.8,151.2,96.4,203.8,179.1,125.0,134.3
2019-Q2,109.0,123.2,101.6,100.2,110.6,112.8,85.6,129.6,80.3,93.0,118.6,129.5,127.0,113.8,93.9,100.3,100.2,110.8,113.0,102.0,117.2,127.4,91.0,98.8,96.0
2019-Q3,116.0,118.0,99.4,103.5,121.7,102.6,106.6,139.6,89.2,123.1,134.5,129.9,116.7,112.0,96.1,97.0,102.1,110.0,106.6,123.9,112.0,122.4,170.5,128.4,105.5
2019-Q4,113.1,109.4,97.9,98.6,112.1,113.1,91.5,128.1,98.7,110.9,141.2,126.8,114.7,114.7,90.2,102.8,106.6,110.2,100.0,134.4,102.6,111.1,149.0,105.6,142.9
2020-Q1,116.0,106.1,97.0,116.6,111.8,105.4,90.2,130.9,105.0,123.4,149.6,138.4,98.2,107.6,87.7,94.3,110.3,104.5,101.6,137.5,99.0,161.3,172.8,104.6,123.5
2020-Q2,86.2,92.9,97.0,89.2,84.0,85.9,99.1,71.6,93.5,76.2,92.7,62.4,94.6,93.3,105.9,99.9,76.4,93.0,98.4,82.9,93.4,74.0,86.6,90.8,81.4
2020-Q3,93.1,93.1,102.2,93.7,96.0,95.9,101.8,91.4,89.8,95.8,74.2,86.8,99.7,93.4,107.5,94.7,105.7,99.9,95.8,85.0,103.4,83.4,74.8,107.8,85.4
2020-Q4,104.6,107.9,103.7,100.6,108.2,112.8,109.0,106.1,111.8,104.6,83.6,112.3,107.4,105.7,98.8,111.1,107.6,102.6,104.3,94.5,104.2,81.3,65.8,96.9,109.6
2021-Q1,108.8,117.1,102.8,115.2,120.8,100.2,143.7,109.0,121.5,120.2,91.7,100.0,101.7,97.1,91.1,95.1,109.2,92.0,101.1,133.3,110.9,131.0,179.2,66.3,121.0
2021-Q2,104.3,119.4,112.0,104.1,111.2,93.0,159.0,79.0,122.7,97.7,100.9,104.3,114.0,93.0,101.7,104.6,120.8,97.0,105.1,83.8,120.2,73.1,50.1,101.7,94.1
2021-Q3,103.4,116.4,102.0,98.5,112.5,99.1,146.5,89.7,115.9,119.1,89.9,95.9,108.1,93.2,97.8,108.8,115.9,95.6,94.9,93.1,113.6,76.7,80.8,96.3,99.7
