年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2020-12,103.2,103.4,108.4,109.9,97.1,91.8,76.7,99,102.6,104.1,100.5
2021-01,104.1,104.4,109.9,111.4,100.1,94.7,90.7,95.8,103,102.9,102.9
2021-02,103.2,104.9,111.5,112.7,101,91.5,76.1,97.5,101.3,102.7,98.8
2021-03,105.3,106.4,111.1,112.5,103.6,96.7,94.4,98.9,103.1,104.6,100.3
2021-04,108.7,110.5,119.4,120.8,112,95.4,94.2,95.7,105.2,105.8,104.4
2021-05,110.2,112.4,124.5,126.5,108.7,94.1,96.9,92.4,106.8,111.3,98.7
2021-06,114,117.3,122.7,125,108.1,103.9,114.1,101.3,108.7,115.2,99.5
2021-07,111.6,114.5,120,122.1,106.8,106.5,106.8,104.2,107.9,115.6,92.1
2021-08,103.8,105.9,110.5,111.3,106.3,98.6,97.4,99.3,101.9,104.8,97.3
2021-09,108.5,113.4,123,125.6,103.1,95.1,89.7,97.7,99.1,101.2,97.3
2021-10,107.3,112.1,121.9,124,110.8,94.9,88.2,97.8,100.9,103.6,95.7
2021-11,110.5,116,125.7,127.7,111.2,98.5,99.3,98.2,103.5,106.6,96.3
2021-12,105,111.1,116.4,116.7,113.4,97.9,98.2,97.7,95.6,95.6,95.9
2022-01,106.5,114.7,125.3,127.3,112.3,95.4,87.2,98.8,94.1,93.2,95.6
2022-02,111.1,117.3,126.1,127.8,112.1,99.4,104.3,97,102,105.2,96.2
2022-03,108.8,108.6,115.3,116.9,107.8,95.2,92.3,97.7,108.7,115.1,97.1
2022-04,111.3,116.5,125.3,127.5,112,101.2,97.3,102.7,102.9,107.2,95.9
2022-05,111.3,115.4,125,127,107.9,100.7,91,104.1,105.3,108.4,99.9
2022-06,112.7,116.4,124.1,126.9,106.5,99.3,99.9,100.7,107.2,115.4,94.5
2022-07,109.4,113.4,121.3,123.9,105.6,99.9,97.5,99,104.3,108.6,95.1
2022-08,111.5,113.6,123.2,125.8,107.5,97.2,89.2,100.3,109.6,118,95.4
2022-09,108.6,106.9,113.3,114,108.4,96.4,97.6,95.7,109.2,117.4,96.5
2022-10,111.2,115.3,125,127.7,108.4,98.4,96.3,99.2,105.6,110.8,95.9
2022-11,108.7,111.1,119.8,121,110.4,95.9,92.5,97.4,106.4,112.1,94.7
2022-12,114.6,117.9,124.6,126.9,107.2,100.6,97.1,102.2,110.1,117.5,96.4
2023-01,106.7,111.8,123,125.8,104.1,89,82.6,93.5,97.3,104.9,89.8
2023-02,106.1,109.5,115.8,116.9,106.9,96.9,92.7,98,100.4,106.8,88.2
2023-03,107.5,112.4,120.9,122.8,109,97.8,92.2,100.4,99.4,104.5,89
2023-04,108.1,109.4,114.8,115.4,110,98.6,96.1,99.4,105.6,112.2,93.8
2023-05,102,101.8,104.8,104.1,107.9,98.1,90.1,103.2,101.9,111.9,84.4
2023-06,109.4,113.1,121.9,124.2,109.8,98.6,96.4,100.2,103.4,116.9,79.6
2023-07,108.5,112.8,116.3,117.1,109.5,107,110.4,103.1,101.5,115.2,76.2
2023-08,106.5,107.3,110.4,110.4,109.8,100.9,107.1,98.4,105.6,122.5,74.7
2023-09,104.9,105.1,107.6,107.4,107.7,100.5,94.2,102.9,104.8,122.4,72.3
2023-10,105.6,109.1,114.3,114.8,110.2,98.9,95.4,99.6,100,114.5,74.1
2023-11,102.5,104,106.1,106.1,106,99.5,85.2,105.8,101.3,116.3,73.8
2023-12,110.7,115.7,122.1,123.9,108.2,99.8,79.3,109,105.3,123.1,73.1
2024-01,101.5,105.4,110.9,112.6,99.1,93.4,78,102.1,94.1,112.8,68
2024-02,97,100.4,102.8,103.8,102.4,97.4,72.6,105.5,90.7,103.9,66.7
2024-03,102.4,99.9,100.6,100,108.2,101.5,92.1,105.7,107.3,134,62.8
2024-04,104.3,107.5,108.9,110.2,101.7,103.5,103.4,103.4,99.2,115.5,69.9
2024-05,107,108.5,107.3,106.2,114.1,111.5,97.3,119.5,104.7,125.8,69.2
2024-06,107.9,108.3,110.6,111.6,105.2,104.9,97.7,108.7,106.3,125.7,73

東京都工業指数 月次指数（令和２年基準）平成３０年１月～令和６年６月,,,,,,,,,,,
生産指数（特殊分類別、季節調整済指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
