四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
ウェイト,10000,174.5,122.7,448.4,1992.4,270.7,768.7,953,535.5,1253.9,554.5,946,311.2,920.2,160.6,185.4,92.1,742.8,1137.3,422.5,28.2,29.6,132.5,18.3,213.9
2018-Q1,120.2,121.6,66.1,114.9,136.2,119.1,121.5,152.8,107.4,119.5,101.2,117.1,136.0,141.4,90.4,95.6,97.8,81.6,113.0,171.8,118.2,212.3,147.3,119.9,193.0
2018-Q2,109.5,124.9,69.8,102.8,102.5,105.8,81.5,118.4,102.6,85.9,85.1,124.1,147.6,141.0,89.8,100.0,106.4,88.2,116.7,168.4,124.5,212.8,105.1,104.6,212.6
2018-Q3,115.3,122.4,70.2,99.7,129.8,114.4,133.6,131.2,98.7,107.0,89.2,125.3,131.8,131.1,94.5,94.7,103.7,92.2,111.2,157.1,115.4,200.2,127.1,129.5,177.6
2018-Q4,118.6,124.0,74.8,101.9,118.2,121.4,93.2,137.5,103.1,105.3,96.1,140.4,147.7,135.4,96.3,114.6,123.6,120.4,116.7,141.1,107.2,190.2,92.3,117.6,171.1
2019-Q1,115.7,118.3,104.3,116.9,120.2,108.1,109.2,132.4,79.9,113.6,116.8,135.9,130.6,117.2,100.5,96.3,103.7,104.5,108.8,141.6,104.4,192.1,153.4,120.1,134.1
2019-Q2,107.0,118.4,102.2,97.3,93.0,112.3,86.6,92.7,87.0,89.5,126.0,126.5,128.5,119.5,93.9,100.1,109.4,112.7,113.1,125.7,106.0,167.3,98.9,106.2,140.8
2019-Q3,116.1,113.0,97.9,100.2,117.3,105.4,106.8,129.2,95.6,119.3,138.0,128.0,116.3,115.3,96.7,95.8,106.7,110.5,106.6,150.8,105.4,132.7,150.3,123.5,162.0
2019-Q4,113.2,102.6,93.8,94.5,104.1,117.5,93.1,109.1,104.1,108.8,148.5,130.0,115.5,121.1,89.6,105.6,110.2,111.4,99.9,160.2,109.4,127.5,137.6,109.0,189.9
2020-Q1,115.8,102.1,96.1,113.8,113.1,105.2,90.8,133.5,104.7,116.0,153.7,147.6,100.1,112.1,87.9,94.2,111.8,106.4,101.5,129.1,107.3,129.4,144.4,102.8,124.7
2020-Q2,88.2,98.7,95.7,91.6,89.8,86.3,99.5,83.0,93.7,76.8,97.7,60.3,93.5,93.3,105.7,102.5,76.2,93.4,98.4,83.9,83.7,91.2,80.4,91.6,84.4
2020-Q3,93.1,95.5,104.8,97.3,94.4,96.2,102.0,87.9,89.6,96.4,69.3,84.4,99.5,93.6,108.0,93.6,103.3,98.7,95.8,93.0,98.6,88.9,90.6,107.3,93.1
2020-Q4,103.0,103.7,103.4,97.4,102.6,112.2,107.8,95.7,112.1,110.7,79.2,107.7,106.9,101.0,98.5,109.8,108.7,101.5,104.3,94.0,110.4,90.5,84.6,98.3,97.8
2021-Q1,108.9,115.4,101.8,111.8,125.7,98.3,142.5,119.9,122.1,125.7,86.7,97.1,103.7,98.2,91.9,97.8,103.7,91.7,101.2,106.0,116.2,98.0,146.5,68.6,83.9
2021-Q2,105.3,117.6,111.7,101.0,114.8,91.8,158.0,86.4,123.5,98.7,104.2,99.9,114.6,97.1,105.5,106.3,120.0,97.5,105.1,89.8,114.8,87.5,68.0,100.7,99.4
2021-Q3,105.9,112.0,100.8,94.0,119.8,97.6,145.5,105.4,117.7,122.8,89.6,94.5,105.5,102.2,98.7,108.0,115.5,95.6,94.9,90.4,107.9,90.9,81.6,99.4,92.6
2021-Q4,109.6,116.9,123.7,98.1,128.7,118.5,155.2,110.3,105.6,109.6,110.3,109.6,109.1,102.0,107.4,105.0,112.4,99.4,98.8,93.7,115.5,88.8,73.7,108.8,102.6
2022-Q1,113.8,116.3,136.4,114.7,140.3,99.9,161.4,134.6,95.8,137.3,97.4,119.9,101.7,101.3,96.1,105.4,103.4,88.7,93.8,88.6,106.4,100.5,89.4,83.5,84.5
2022-Q2,106.3,117.3,143.9,96.3,112.4,87.9,144.9,93.2,95.0,114.9,83.0,120.0,107.1,99.3,109.5,104.1,111.0,102.0,101.5,95.2,99.8,97.6,95.2,96.7,94.2
