四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2022-Q3,107.8,109.5,127.9,108.8,126.3,99.8,177.0,92.9,90.2,109.3,85.4,138.4,101.1,95.0,102.2,113.7,117.1,96.9,91.3,86.2,94.9,107.1,67.8,103.7,92.2
2022-Q4,112.4,110.0,139.8,105.0,130.1,118.4,166.9,103.8,90.3,106.6,124.4,139.1,104.5,96.8,96.3,103.4,112.3,103.3,96.3,107.1,101.3,107.9,109.6,101.4,106.8
2023-Q1,111.0,108.7,138.6,104.7,136.2,95.6,166.0,123.7,75.8,139.1,94.4,124.3,95.0,91.0,95.8,83.9,85.0,95.1,89.8,108.8,98.6,88.4,142.3,101.6,92.8
2023-Q2,102.1,104.3,139.8,82.1,98.0,99.9,117.2,82.0,90.6,111.8,92.6,136.3,99.8,92.0,100.0,98.6,109.1,106.6,94.5,88.8,98.5,85.6,83.2,89.9,91.3
2023-Q3,103.9,98.4,134.4,60.1,96.6,96.9,96.3,96.7,102.9,121.7,121.8,148.3,102.1,92.4,95.4,108.2,111.7,105.1,82.3,86.1,103.1,84.3,74.0,103.9,90.1
2023-Q4,107.8,99.5,141.8,64.4,99.5,102.8,91.9,104.7,94.4,123.2,135.9,157.0,110.5,96.1,96.2,93.9,107.3,113.5,87.3,89.2,100.6,82.8,69.6,88.9,100.9
2024-Q1,106.9,95.8,129.2,67.0,104.9,86.9,91.9,120.4,88.3,140.1,131.1,140.5,99.2,96.1,88.0,93.0,99.5,106.8,79.8,90.7,88.3,79.1,107.4,90.8,82.3
2024-Q2,101.7,74.6,137.3,69.5,83.9,87.1,88.9,78.9,85.7,109.0,113.6,165.0,102.0,98.5,99.6,102.1,96.3,119.3,84.0,88.6,89.1,78.9,82.1,88.7,93.9

東京都工業指数 四半期指数（令和２年基準）平成３０年第１四半期～令和６年第２四半期,,,,,,,,,,,,,,,,,,,,,,,,,
生産指数（業種分類別、原指数）,,,,,,,,,,,,,,,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,,,,,,,,,,,,,,,
