規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成29,2017,12月,180.7,0.2,207.9,212,172.3,173.8,185.6,194,148.3,216.4,182.8,136.9,135,206.4,156.5,231.4,145.6
30人以上,平成30,2018,1月,82.6,0.5,82.4,73.8,97.4,93.8,86,86.1,74,83.9,80.3,91.9,79.7,81.3,85.3,94.5,85.2
30人以上,平成30,2018,2月,80.4,-0.2,74.3,76.5,94,81.9,77,86.8,83.1,84.9,76.1,98.8,71.9,74.8,89.7,96,80.9
30人以上,平成30,2018,3月,93.7,4.5,87,94.6,96.9,87.5,80.4,111.1,111,89.6,81.4,96.6,79.1,82.4,113.4,98.1,84.9
30人以上,平成30,2018,4月,85.2,-0.5,78.9,79.7,86.9,83.5,86,92.1,78.8,95.9,102.9,94.1,81.5,79,85.4,86.8,88.1
30人以上,平成30,2018,5月,89.3,1.9,83.5,75.7,91.8,88,79,94.4,143.2,104.5,79,96.5,84.7,75.4,84.5,82.7,83.9
30人以上,平成30,2018,6月,160.8,2.6,149.4,154,×,166.7,146.5,217.5,157.6,185.1,142.7,129.8,162.8,155.7,128.3,216.2,129.5
30人以上,平成30,2018,7月,111.6,0,164.4,123.6,87.1,111.7,108.9,124.6,82.5,119.2,123,117.7,106.2,103.7,99.1,89.8,104.1
30人以上,平成30,2018,7月（前年同月比（％））,－,－,28.7,-1.3,2.5,-1.7,-7.2,2.7,-4.5,4.7,20.5,0.3,15.6,-1.4,-4.7,-37.2,0
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年７月分,,,,,,,,,,,,,,,,,,,,
第12表　規模、産業別名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
