事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成25,2013,年平均,100,98.3,96.7,99.3,105.5,100.3,98,96.7,94.5,99.5,98.9,112.7,107.6,103.4,92.7,95.4
５人以上,平成26,2014,年平均,99.9,98.5,98.6,96.3,101.9,102.8,98.7,99.1,100.4,99.8,97.4,110.6,101.6,101.3,97.8,97.6
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.4,101.6,100.1,106.3,101.5,102.5,101.5,96.8,102.7,103.9,94.5,93.2,106.4,97.8,103,96.8
５人以上,平成29,2017,年平均,101.2,104.2,101.9,101,100.8,102.2,104.4,101.3,103.3,102.9,94.2,94.1,103.4,100.4,99.6,94.2
５人以上,平成30,2018,年平均,101.6,106.5,98.9,110.6,103.8,99.8,114.9,101.5,103,104.6,93.9,97.7,99.3,98.8,110.8,93.2
５人以上,平成30,2018,1月,84.2,84.5,76.4,98.3,94.2,86.4,89.8,76.3,83.1,84.7,88.7,86.7,81.9,86.1,89.6,83.8
５人以上,平成30,2018,2月,83.1,79.9,78.3,94.9,85.3,78.5,88.1,98.8,82.9,81.5,87.8,78.7,76,88.3,89,79.7
５人以上,平成30,2018,3月,93.1,91.1,93.4,97.8,88.2,82.2,107.2,109.2,88.2,87,93.7,84.7,83.1,106.2,91,83.3
５人以上,平成30,2018,4月,86.5,84.2,81.4,87.7,84.8,88.4,93.4,80.6,92.5,102.8,91.2,86.9,80.3,86.4,90.9,86.4
５人以上,平成30,2018,5月,89.7,86.3,77.8,92.6,89.1,81,95.4,135.9,99,84.2,93.4,88.2,76.6,85.2,85.7,82.4
５人以上,平成30,2018,6月,151.5,144.2,144.7,ｘ,161.8,144.4,191.1,156.7,158.9,140.4,108.4,141.1,156.2,124.7,223,126.4
５人以上,平成30,2018,7月,113,161.2,121.7,85.2,113.5,115.6,127.1,84.1,115.4,129.3,100.1,103.7,105.5,100.3,93.1,101.9
５人以上,平成30,2018,8月,83.4,85.2,80.1,ｘ,82.3,83.1,94.3,75.2,81.9,84.6,87.2,97.4,78,85.2,84.8,82.5
５人以上,平成30,2018,9月,84.2,84.1,80.4,ｘ,85.9,83.2,93.1,79.6,83.2,86.9,87.2,87.2,81.6,85.5,79.8,82.4
５人以上,平成30,2018,10月,85.3,84.3,78.9,ｘ,82.9,86.4,94,75.8,88.8,104.3,87.5,89.1,81.9,84.9,92.3,84.6
５人以上,平成30,2018,11月,91.6,93.3,87,166.3,93.3,98.1,99.7,82,85.1,89.4,89.4,96.6,86.4,106.2,89.2,84.9
