事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成25,2013,年平均,100.3,101.5,100,102.4,103.8,98.9,98.4,96.8,93.7,102,98.4,106.9,105.2,104.5,93.7,96
５人以上,平成26,2014,年平均,99.5,99.4,100.4,97.5,99.6,101.2,98.5,99.1,99.7,101,96.4,105.7,100,101,99.8,97.6
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100,101,100.4,106.2,100.7,100.9,100.3,99,100.3,102.2,94.9,91.8,104.7,98.7,101.5,97.7
５人以上,平成29,2017,年平均,100.5,101.5,101.7,104.4,100.9,101.1,102.8,101,100.3,100.8,95.3,91.3,103.1,101.2,99,95.3
５人以上,平成30,2018,年平均,100.3,100.1,100.6,115.8,102.2,98.4,109.2,101.8,102.1,103.3,94.4,93.6,99.7,99.5,112.2,94.7
５人以上,平成30,2018,1月,98.1,94.2,98.8,125.2,101,98.1,106.4,101.9,98.4,99.9,94.3,88.7,96.2,97.4,117.1,93.1
５人以上,平成30,2018,2月,98.3,97.3,100.5,120.9,100.7,95.2,106,102.8,103.1,100.2,91.2,85.8,96.8,98.8,117.5,92.6
５人以上,平成30,2018,3月,100.1,96.8,100.2,124.4,103.3,97.8,108.4,103.9,105.5,101.1,96.1,91.9,99.1,100.3,119.8,93.9
５人以上,平成30,2018,4月,101.3,101,102.5,111.6,103.4,99.8,109.1,106.8,104.7,103.4,96.7,92.3,99,100.7,108.2,93.9
５人以上,平成30,2018,5月,100.2,101.5,99,116.5,101.8,92.4,108.5,104.9,105.9,103.3,98.8,95.2,97.6,100.5,111.9,93.7
５人以上,平成30,2018,6月,100.5,100.5,100,ｘ,101.2,99.1,109.9,100.6,102,103.7,98.8,97.7,97.1,100,111.6,95.3
５人以上,平成30,2018,7月,100.6,100.1,100.7,108.5,102.5,99,110.3,100.1,100.9,104.6,91.8,95.3,101.1,99.1,112.1,95.6
５人以上,平成30,2018,8月,100.3,100.3,101.5,ｘ,101.2,99.3,109.6,101,101.1,103.5,93,96.8,99.8,99.3,112,94.4
５人以上,平成30,2018,9月,100.7,101.2,101.3,ｘ,102.4,99.2,110.6,99,100.3,103.6,93.6,95.1,103,100.6,104.9,94.3
５人以上,平成30,2018,10月,101.1,101.9,100.6,ｘ,101.9,99.9,110.5,100.4,102,105.1,92.8,95,102,99.9,110.6,96.6
５人以上,平成30,2018,11月,101.6,104.3,102.3,115.4,103.5,99.9,110.7,101.2,101.4,104.7,93.5,94.9,102.9,99.2,110.8,96.2
５人以上,平成30,2018,12月,100.9,102.2,100.2,111.9,103.9,100.6,109.9,99.5,99.9,105.9,91.8,95,101.6,97.8,109.8,97.1
５人以上,平成26,2014,年平均（前年比（％））,-0.7,-2.1,0.4,-4.7,-4,2.2,0.1,2.3,6.5,-1,-2,-1.1,-5,-3.3,6.5,1.7
５人以上,平成27,2015,年平均（前年比（％））,0.4,0.6,-0.4,2.5,0.4,-1.1,1.5,0.9,0.4,-0.9,3.7,-5.4,0,-1,0.2,2.4
５人以上,平成28,2016,年平均（前年比（％））,0,1,0.4,6.2,0.6,0.9,0.2,-1,0.3,2.2,-5.1,-8.2,4.7,-1.3,1.4,-2.3
