年度,H7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,R元
滞納繰越額（億円）,2422,1851,1599,1413,1269,1145,930,737,667,569,498,422,429,589,501,409,326,252,191,184,133,113,104,107,136
都税徴収率（都税計）（％）,90.2,91.4,92.6,93.5,93.7,94.7,95.4,95.5,96.1,96.8,97.3,97.8,97.9,97.4,96.8,96.8,97,97.3,97.7,98.1,98.5,98.8,99,99.1,99.1
都税徴収率（一般分）（％）,90.4,91.8,93.1,94.1,94.3,95.3,96.1,96.2,96.8,97.4,97.8,98.3,98.4,98.1,97.8,98,98.3,98.5,98.8,98.9,99.2,99.3,99.5,99.5,99.5
個人都民税徴収率（％）,87.8,87.4,87.9,87.5,87.6,88.1,88.8,89.4,90.1,91.3,92.9,93.7,94.7,93.6,92.8,91.9,91.8,92.3,93.5,94.3,95.4,96.1,96.8,97.1,97.3
