年度,H元,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,R元
都税総額（兆円）,4.77,4.72,4.85,4.38,4.06,3.86,3.99,4.38,4.21,4.26,4.03,4.27,4.38,3.96,3.95,4.25,4.6,4.92,5.51,5.28,4.29,4.15,4.15,4.25,4.49,4.74,5.18,5.24,5.27,5.45,5.63
法人二税（兆円）,2.68,2.42,2.4,1.93,1.63,1.44,1.45,1.86,1.7,1.63,1.4,1.65,1.77,1.49,1.51,1.8,2.09,2.39,2.62,2.38,1.35,1.25,1.23,1.35,1.52,1.64,1.76,1.89,1.85,2.04,2.18
固定資産税・都市計画税（兆円）,0.8,0.85,0.94,1.05,1.12,1.2,1.27,1.34,1.31,1.32,1.33,1.28,1.28,1.24,1.2,1.22,1.21,1.19,1.21,1.23,1.28,1.33,1.36,1.33,1.34,1.37,1.39,1.41,1.42,1.48,1.53
