"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2018120101,"赤坂",,3,16,19,16,,,,11,15,,,,,
2018120102,"赤坂",,4,16,20,15,,,,8,7,,,,,
2018120103,"赤坂",,5,17,22,14,,,,6,7,,,,,
2018120104,"赤坂",,10,20,30,13,,,,9,3,,,,,
2018120105,"赤坂",,13,23,36,12,,,,7,-1,,,,,
2018120106,"赤坂",,24,27,51,7,,,,8,1,,,,,
2018120107,"赤坂",,26,31,57,4,,,,13,8,,,,,
2018120108,"赤坂",,31,31,62,4,,,,17,1,,,,,
2018120109,"赤坂",,15,27,42,9,,,,11,12,,,,,
2018120110,"赤坂",,12,28,40,11,,,,16,8,,,,,
2018120111,"赤坂",,3,19,22,23,,,,15,5,,,,,
2018120112,"赤坂",,3,19,22,24,,,,19,22,,,,,
2018120113,"赤坂",,4,23,27,25,,,,18,1,,,,,
2018120114,"赤坂",,5,26,31,27,,,,24,39,,,,,
2018120115,"赤坂",,7,30,37,26,,,,24,22,,,,,
2018120116,"赤坂",,9,28,37,26,,,,23,19,,,,,
2018120117,"赤坂",,5,16,21,32,,,,18,17,,,,,
2018120118,"赤坂",,4,13,17,27,,,,10,8,,,,,
2018120119,"赤坂",,4,13,17,25,,,,10,-10,,,,,
2018120120,"赤坂",,2,9,11,29,,,,9,-8,,,,,
2018120121,"赤坂",,1,8,9,30,,,,7,-6,,,,,
2018120122,"赤坂",,1,9,10,29,,,,6,7,,,,,
2018120123,"赤坂",,1,11,12,26,,,,8,-3,,,,,
2018120124,"赤坂",,2,9,11,29,,,,6,-5,,,,,
2018120201,"赤坂",,2,10,12,28,,,,8,16,,,,,
2018120202,"赤坂",,5,11,16,26,,,,6,4,,,,,
2018120203,"赤坂",,2,11,13,26,,,,7,-20,,,,,
2018120204,"赤坂",,3,13,16,23,,,,8,7,,,,,
2018120205,"赤坂",,2,12,14,23,,,,10,14,,,,,
2018120206,"赤坂",,1,11,12,24,,,,11,-2,,,,,
2018120207,"赤坂",,5,16,21,19,,,,14,11,,,,,
2018120208,"赤坂",,10,23,33,13,,,,13,15,,,,,
2018120209,"赤坂",,13,24,37,14,,,,15,-4,,,,,
2018120210,"赤坂",,8,19,27,18,,,,14,18,,,,,
2018120211,"赤坂",,5,16,21,23,,,,16,22,,,,,
2018120212,"赤坂",,3,13,16,26,,,,14,10,,,,,
2018120213,"赤坂",,5,16,21,24,,,,18,11,,,,,
2018120214,"赤坂",,4,13,17,26,,,,18,12,,,,,
2018120215,"赤坂",,3,14,17,26,,,,19,22,,,,,
2018120216,"赤坂",,5,16,21,23,,,,20,19,,,,,
2018120217,"赤坂",,4,17,21,22,,,,21,20,,,,,
2018120218,"赤坂",,3,15,18,23,,,,23,15,,,,,
2018120219,"赤坂",,2,16,18,22,,,,21,16,,,,,
2018120220,"赤坂",,4,20,24,19,,,,22,25,,,,,
2018120221,"赤坂",,4,19,23,18,,,,26,27,,,,,
2018120222,"赤坂",,2,15,17,22,,,,28,31,,,,,
2018120223,"赤坂",,2,15,17,22,,,,22,21,,,,,
2018120224,"赤坂",,3,17,20,21,,,,19,16,,,,,
2018120301,"赤坂",,"校正","校正","校正",20,,,,19,26,,,,,
2018120302,"赤坂",,5,21,26,13,,,,19,8,,,,,
2018120303,"赤坂",,5,18,23,17,,,,16,16,,,,,
2018120304,"赤坂",,7,22,29,14,,,,14,8,,,,,
2018120305,"赤坂",,11,29,40,9,,,,16,15,,,,,
2018120306,"赤坂",,10,28,38,9,,,,13,9,,,,,
2018120307,"赤坂",,24,34,58,3,,,,16,8,,,,,
2018120308,"赤坂",,24,35,59,2,,,,24,12,,,,,
2018120309,"赤坂",,32,34,66,4,,,,20,9,,,,,
2018120310,"赤坂",,18,33,51,9,,,,18,18,,,,,
2018120311,"赤坂",,17,33,50,12,,,,18,26,,,,,
2018120312,"赤坂",,"調整","調整","調整","調整",,,,"調整","調整",,,,,
2018120313,"赤坂",,"調整","調整","調整",7,,,,"調整",-9,,,,,
2018120314,"赤坂",,80,61,141,2,,,,38,19,,,,,
2018120315,"赤坂",,88,64,152,1,,,,36,46,,,,,
2018120316,"赤坂",,80,66,146,1,,,,36,45,,,,,
2018120317,"赤坂",,66,66,132,1,,,,32,25,,,,,
2018120318,"赤坂",,98,69,167,1,,,,36,26,,,,,
2018120319,"赤坂",,86,64,150,1,,,,32,23,,,,,
2018120320,"赤坂",,73,62,135,1,,,,35,37,,,,,
2018120321,"赤坂",,56,55,111,1,,,,36,22,,,,,
2018120322,"赤坂",,54,53,107,1,,,,34,27,,,,,
2018120323,"赤坂",,42,46,88,1,,,,34,42,,,,,
2018120324,"赤坂",,30,42,72,1,,,,38,26,,,,,
