"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20220301","1","虎ノ門いきいきプラザ","26","457","526","504","494","287","487","2781"
"20220301","2","南桜公園管理棟","7","263","375","300","183","101","205","1434"
"20220301","3","生涯学習センター","3","73","136","126","86","90","203","717"
"20220301","4","福祉プラザさくら川","36","877","874","739","591","329","645","4091"
"20220301","5","エコプラザ","62","741","1229","1125","940","581","717","5395"
"20220301","6","障害保健福祉センター","64","813","1540","1381","967","429","424","5618"
"20220301","7","芝小学校","81","949","1421","1319","982","620","882","6254"
"20220301","8","港勤労福祉会館","21","340","377","301","322","241","834","2436"
"20220301","9","芝浦港南地区総合支所","55","1110","1880","1356","1052","546","825","6824"
"20220301","10","三田中学校","29","252","308","303","228","141","300","1561"
"20220301","11","赤羽小学校","85","636","1091","1311","1076","639","1034","5872"
"20220301","12","豊岡いきいきプラザ","89","775","1257","1443","1188","706","1089","6547"
"20220301","13","御田小学校","33","286","422","578","491","332","540","2682"
"20220301","14","旧三光小学校（三光学童クラブ）","142","1189","1737","2227","1938","1104","1759","10096"
"20220301","15","旧神応小学校","68","620","941","1207","920","569","1132","5457"
"20220301","16","白金小学校","142","913","1386","1709","1552","986","1668","8356"
"20220301","17","高輪台小学校","116","837","1279","1686","1560","896","1542","7916"
"20220301","18","シティハイツ桂坂","53","533","787","962","816","503","856","4510"
"20220301","19","国民生活センタ－","75","585","601","935","981","617","1013","4807"
"20220301","20","港南小学校","170","600","951","2120","1734","806","1537","7918"
"20220301","21","六本木中学校","36","459","648","694","600","404","680","3521"
"20220301","22","麻布小学校","83","647","1025","1194","1153","622","819","5543"
"20220301","23","飯倉いきいきプラザ","60","806","1203","1188","917","408","683","5265"
"20220301","24","南山小学校","79","494","798","1028","945","531","838","4713"
"20220301","25","南麻布いきいきプラザ","115","1540","2345","2424","1707","909","1229","10269"
"20220301","26","本村小学校","79","675","898","1227","993","546","1098","5516"
"20220301","27","笄小学校","72","558","915","1281","1036","632","1051","5545"
"20220301","28","西麻布いきいきプラザ","55","508","663","688","549","302","547","3312"
"20220301","29","高陵中学校","62","428","557","819","701","405","661","3633"
"20220301","30","赤坂地区総合支所","52","485","578","553","571","347","473","3059"
"20220301","31","赤坂子ども中高生プラザ","71","934","1474","1365","1183","644","910","6581"
"20220301","32","赤坂小学校","58","610","1005","1192","1100","709","1124","5798"
"20220301","33","赤坂図書館","49","263","375","560","484","308","664","2703"
"20220301","34","青山小学校","52","214","355","550","573","368","823","2935"
"20220301","35","青南小学校","98","592","952","1319","1177","791","1342","6271"
"20220301","36","赤坂子ども中高生プラザ青山館","12","88","178","194","191","155","324","1142"
"20220301","37","お台場学園","111","435","521","930","1240","480","505","4222"
"20220301","38","芝浦港南区民センター","84","747","1483","1668","1248","629","960","6819"
"20220301","39","品川インターシティB棟","29","195","432","538","562","293","330","2379"
"20220301","40","芝浦アイランド児童高齢者交流プラザ","140","853","1636","2174","1624","628","750","7805"
"20220301","41","シティハイツ港南","101","474","830","1368","1273","563","738","5347"
"20220301",,"在外選挙人名簿","1","23","121","338","368","160","177","1188"

"投票区別年代別名簿登録者数　令和4年3月1日時点","Ver202203",,,,,,,,,
