年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,6,4,11,19,5,12,11,16,5,9,6,12,12,17,7,12,17,14,2,1,5,1,6,5,7,5,13,11,50,47,1,3,9,11,16,11,11,14,21,9,13,14,8,7,15,20,7,9,6,8,4,9,6,15,1,3,8,11,6,4,10,12,3,4,1,0,12,17,19,25,5,3,13,11,8,9,20,8,25,26,21,26,5,3,6,2,1,0,9,11,23,14,20,23,13,13,4,6,7,5,0,0,9,13,9,11,3,2,0,3,1,1,26,22,9,9,7,8,3,1,2,3,4,6,29,22,16,14,12,6,7,6,13,10,8,6,14,23,12,6,23,25,3,4,9,7,12,10,7,4,5,7,1,0,3,2,1,2,3,4,1,1,11,16,783,805,"1,588"
36,3,2,20,16,10,6,16,14,13,12,8,3,23,12,13,10,13,13,1,3,4,2,7,5,15,12,19,19,52,40,5,8,8,10,12,12,9,9,22,17,13,11,4,5,17,18,4,5,7,5,0,8,12,7,5,6,10,10,5,4,12,12,4,2,2,1,23,18,23,19,5,1,10,2,3,5,18,16,24,26,18,37,6,4,6,6,0,3,12,8,21,24,22,24,5,16,4,8,11,4,0,0,14,13,11,14,5,2,5,5,1,0,30,13,11,8,8,2,2,1,5,2,0,1,22,25,16,14,21,18,5,11,12,6,16,7,28,20,15,10,25,24,2,3,8,7,13,8,5,5,4,2,0,0,1,4,1,2,3,4,0,1,17,13,885,785,"1,670"
37,5,2,22,16,10,13,19,16,13,12,4,3,17,16,19,17,16,6,3,6,3,2,8,5,10,9,15,19,50,62,7,3,9,14,18,10,10,3,15,16,13,13,6,6,25,19,8,4,10,10,5,6,7,6,3,1,10,5,14,7,10,10,3,10,0,1,19,22,29,17,7,3,9,5,11,10,17,11,31,19,33,37,5,4,5,7,1,0,6,14,27,16,26,21,15,10,4,7,4,5,0,0,19,12,17,14,4,3,1,3,4,0,19,16,15,11,2,8,3,1,2,6,4,4,31,29,16,21,7,22,5,6,11,10,6,11,18,29,9,8,29,29,2,1,14,16,14,11,10,5,7,6,1,0,4,4,2,1,5,4,0,5,14,19,931,871,"1,802"
38,6,10,20,20,8,11,9,18,13,12,6,4,25,15,7,9,13,10,2,3,4,3,7,4,10,8,17,18,67,39,6,5,7,6,10,9,14,14,16,15,12,10,4,7,12,12,10,14,7,5,9,5,12,8,6,5,12,13,13,9,12,15,3,5,0,1,23,14,18,26,0,3,7,10,10,13,16,18,27,32,26,35,4,7,10,8,0,0,14,12,35,24,29,22,17,12,10,9,7,10,0,0,9,9,15,14,3,5,4,4,1,4,19,23,13,21,5,7,2,1,2,3,5,4,24,34,14,20,14,12,9,13,11,9,8,8,29,23,16,15,32,33,1,3,10,15,11,13,5,4,6,8,1,1,3,6,1,2,7,2,1,3,11,12,924,928,"1,852"
39,5,8,15,12,10,6,15,14,8,10,6,7,19,22,8,11,19,13,4,2,2,1,4,8,10,13,19,12,52,72,4,8,7,8,9,15,8,12,24,14,21,11,5,7,8,12,13,15,9,4,3,6,11,11,4,3,15,13,5,11,15,13,5,2,1,2,16,15,34,24,5,1,7,3,7,13,16,14,20,26,49,42,8,5,10,7,2,2,16,8,21,26,30,23,16,13,7,11,9,7,0,0,16,14,20,17,4,0,4,6,2,5,23,25,18,16,4,6,2,3,5,3,3,4,30,27,16,26,10,17,8,8,10,8,10,11,23,20,11,7,30,26,2,2,8,11,7,11,8,7,6,2,0,0,5,1,3,4,4,2,0,3,14,12,942,922,"1,864"
40,6,5,21,16,10,9,14,10,11,13,10,5,17,27,13,10,12,6,7,2,2,2,11,2,12,8,15,10,68,55,12,7,9,2,15,12,8,12,16,18,11,10,9,7,22,11,9,10,7,11,3,8,8,11,8,3,14,14,8,13,16,17,4,5,2,2,13,12,22,20,2,2,13,4,8,14,9,18,30,27,41,46,3,4,4,6,2,2,15,20,17,21,19,17,11,9,15,11,7,6,0,0,15,17,20,17,5,3,7,4,3,1,23,23,19,9,7,11,2,5,3,7,8,7,30,25,22,24,20,11,10,10,8,8,9,11,24,22,8,7,31,28,3,2,8,19,6,11,8,7,8,9,0,2,2,6,3,2,4,7,0,3,14,9,971,919,"1,890"
41,4,3,25,13,8,10,15,10,10,12,9,2,33,30,11,12,13,15,1,3,4,1,4,3,12,9,28,17,72,58,7,5,14,6,17,19,13,13,26,11,11,9,14,10,19,15,9,13,5,9,13,8,7,9,5,5,15,13,8,8,16,11,4,5,1,2,23,23,34,15,4,1,9,7,17,19,14,14,28,19,44,40,9,6,9,9,3,1,17,18,27,27,25,28,14,11,5,7,7,8,0,0,11,10,26,13,1,7,3,4,3,4,25,18,17,8,5,5,6,2,9,4,1,5,23,23,21,20,19,19,8,17,14,10,8,12,19,22,10,11,24,37,6,5,9,10,8,14,7,2,8,5,1,3,1,0,4,3,3,2,5,2,19,15,"1,066",934,"2,000"
42,4,1,29,30,7,15,23,10,13,12,4,7,30,30,21,14,9,9,6,1,0,1,9,8,9,8,17,19,80,66,6,9,8,8,7,12,13,8,22,15,11,11,4,8,17,9,17,6,9,10,11,7,8,4,5,2,12,5,11,12,8,14,5,5,1,0,16,13,26,14,3,4,12,5,18,18,13,16,26,28,47,36,2,3,11,5,1,3,13,11,21,26,33,26,18,8,11,10,11,11,0,0,8,19,14,17,6,4,3,4,3,3,27,25,19,13,10,3,4,2,8,7,3,5,36,27,31,24,28,24,20,11,12,9,15,18,19,19,7,11,35,45,6,12,14,5,13,13,11,5,9,6,1,2,1,4,0,4,3,1,3,1,15,15,"1,102",971,"2,073"
43,5,5,32,19,8,12,14,9,15,18,4,8,35,39,9,16,18,5,4,5,6,5,7,7,12,13,16,12,85,78,5,3,10,7,15,12,13,12,20,13,11,1,7,4,17,16,6,8,10,10,2,7,4,2,4,11,10,13,9,12,8,8,10,4,2,0,19,16,23,25,4,1,13,8,18,20,12,11,22,25,36,37,6,2,5,11,1,0,12,8,30,24,27,40,10,29,19,11,7,17,0,0,18,15,23,26,2,10,4,4,3,0,27,17,21,21,7,6,0,1,4,9,2,5,27,29,22,29,24,13,9,11,8,17,18,22,23,23,16,13,32,40,8,6,11,11,20,12,3,1,11,8,1,1,1,4,3,3,5,3,3,5,18,17,"1,071","1,061","2,132"
44,4,8,24,18,11,3,19,10,18,11,4,3,32,51,16,17,15,11,3,6,2,3,9,3,8,17,23,18,93,71,14,5,11,14,21,9,7,7,22,18,9,16,8,5,13,12,20,14,9,11,9,12,6,10,5,6,8,12,14,7,11,14,6,15,0,1,10,22,18,18,1,2,8,9,23,12,20,18,26,24,29,46,8,8,5,9,0,1,11,17,22,14,19,27,11,11,9,13,6,7,0,0,19,15,22,19,4,6,9,6,2,3,21,16,13,17,9,4,5,3,9,7,8,1,33,29,32,25,19,21,11,18,23,15,18,15,25,24,22,16,41,52,4,5,12,17,13,14,7,15,5,7,3,2,3,5,4,7,2,6,4,3,20,21,"1,122","1,110","2,232"
45,3,5,13,21,6,11,17,19,13,13,7,5,35,44,22,14,13,11,6,6,6,5,3,2,15,6,27,21,81,81,10,7,18,10,21,13,11,7,23,17,8,11,7,6,13,16,10,14,9,6,10,10,13,8,14,4,10,16,8,11,13,14,9,6,1,0,18,13,21,21,5,2,13,5,20,14,13,17,28,26,37,36,6,3,10,8,1,0,14,10,18,21,25,22,16,18,12,13,15,11,0,0,18,8,28,27,7,11,9,6,3,2,29,27,17,19,8,12,3,8,6,8,7,2,28,33,31,24,26,19,10,10,20,19,27,15,23,33,18,15,57,47,2,3,15,9,15,9,9,6,16,14,0,2,2,4,5,5,7,5,5,5,10,13,"1,208","1,100","2,308"
46,7,7,22,14,5,8,15,22,20,10,9,8,41,45,19,23,12,13,2,7,2,1,11,6,13,14,21,19,94,86,3,11,10,8,10,18,11,15,26,13,12,12,8,3,19,12,11,8,6,6,10,10,11,5,12,6,16,11,13,12,23,14,5,8,0,0,10,8,14,21,3,3,6,9,27,18,12,7,25,40,36,36,7,6,9,8,0,4,18,17,27,18,27,33,17,19,14,15,9,6,0,0,25,12,29,28,4,4,6,5,2,3,27,26,23,22,9,13,4,7,11,8,5,5,31,23,24,19,29,14,18,18,12,13,12,14,23,26,24,20,45,72,5,6,10,17,11,9,8,10,5,7,1,1,4,6,5,2,5,5,5,4,16,16,"1,198","1,158","2,356"
47,10,6,23,24,11,9,15,23,12,18,11,5,58,52,20,25,10,13,5,4,2,2,11,5,9,15,32,25,84,98,9,6,10,8,13,9,19,8,13,15,8,14,7,9,19,10,17,19,7,15,7,5,12,7,13,9,9,15,8,15,12,10,12,2,0,2,21,16,19,18,5,2,12,7,18,20,10,18,38,25,40,37,9,5,10,10,2,4,14,14,30,25,32,22,21,17,9,14,7,9,0,0,22,14,19,26,8,10,6,8,6,1,17,22,24,32,13,14,8,5,7,14,2,3,30,29,28,23,21,23,25,22,18,9,23,15,22,25,11,18,50,61,8,8,12,19,7,15,12,8,10,6,1,4,4,5,4,6,6,8,3,1,16,13,"1,248","1,232","2,480"
48,7,7,25,19,7,15,15,11,14,8,2,8,40,42,19,26,15,23,7,1,4,4,6,4,13,10,28,22,104,73,8,16,10,13,17,10,11,14,17,19,14,12,10,7,19,19,15,15,8,6,10,13,13,10,13,10,9,10,7,11,11,12,8,10,2,1,11,19,25,25,5,5,10,11,20,16,15,17,23,31,35,26,7,12,7,14,1,5,20,15,38,37,29,34,25,26,19,18,8,9,0,0,17,12,33,30,9,4,5,13,5,6,32,14,30,28,7,10,7,3,9,13,4,6,25,32,26,26,18,16,17,20,13,21,19,14,38,28,19,18,65,44,10,7,13,8,14,17,8,4,9,12,0,2,6,10,5,3,9,5,6,4,9,19,"1,293","1,250","2,543"
49,6,14,26,18,7,17,20,17,14,9,5,6,42,50,29,25,23,12,6,9,6,1,9,7,13,13,23,21,96,65,13,12,13,11,12,16,10,8,21,10,12,9,7,9,20,15,16,15,13,6,8,3,8,9,9,8,14,16,10,7,17,18,2,8,0,1,20,12,22,23,6,1,11,10,15,15,20,17,48,42,30,38,11,11,7,14,1,4,17,33,31,34,37,37,43,25,21,16,12,11,0,0,25,16,17,32,12,3,12,10,2,4,27,31,27,35,10,8,7,4,17,11,5,11,36,31,20,20,22,19,18,20,12,14,11,19,32,17,18,13,51,53,4,4,17,12,19,14,10,7,6,5,2,6,4,6,3,5,9,7,2,4,18,17,"1,357","1,266","2,623"
50,4,4,16,26,11,19,17,27,11,12,11,5,45,38,24,31,11,13,7,1,4,2,16,6,15,7,28,14,101,92,4,8,13,10,21,14,9,11,19,12,13,13,12,11,19,12,10,20,9,11,8,13,13,14,15,5,7,12,11,8,11,21,1,3,2,2,20,13,27,27,5,1,6,3,13,20,13,12,39,40,22,30,7,5,13,15,4,8,13,16,25,25,27,44,28,25,19,15,10,7,0,0,8,7,19,17,9,6,8,4,1,4,31,24,26,27,8,17,8,1,8,11,6,7,27,28,15,20,25,33,13,15,17,12,10,18,35,27,18,16,39,34,6,6,15,10,5,13,7,9,6,9,4,3,5,4,7,6,10,9,9,4,15,20,"1,229","1,224","2,453"
51,6,7,24,18,16,16,22,24,12,7,5,11,48,35,27,35,16,15,3,7,1,3,11,9,6,12,16,24,96,80,11,7,7,8,16,15,5,13,17,14,16,8,5,3,12,20,12,16,6,5,11,12,12,7,12,7,10,22,7,12,10,15,6,5,2,0,10,8,19,17,2,3,15,15,12,13,16,12,49,26,28,26,8,11,9,15,7,5,17,14,32,25,32,24,25,24,10,13,9,15,0,0,16,19,17,29,5,7,11,9,3,4,22,28,26,24,7,15,3,4,13,7,5,3,29,25,22,18,20,21,30,14,8,21,18,14,36,21,17,15,31,22,4,4,7,9,14,12,9,7,13,10,4,4,7,11,3,6,10,3,2,3,14,19,"1,212","1,166","2,378"
52,4,9,15,35,26,15,27,21,8,7,13,9,41,27,24,28,14,18,8,2,3,3,9,3,3,7,19,15,88,86,6,0,14,10,16,8,7,10,16,13,11,10,8,8,7,9,25,16,3,6,6,10,10,13,23,8,12,18,7,13,17,16,3,3,0,1,12,12,21,23,3,0,10,9,16,8,13,12,40,39,23,21,8,9,11,12,6,4,28,18,21,33,29,24,26,23,12,17,16,9,0,0,19,11,13,11,8,9,10,9,7,1,25,31,22,22,11,10,4,3,2,11,9,5,24,22,16,24,24,21,15,16,18,9,18,12,25,31,19,21,46,34,5,6,6,12,14,12,5,12,10,7,4,1,5,8,4,3,8,3,6,5,11,11,"1,201","1,123","2,324"
53,0,10,16,25,17,1,21,20,18,13,11,12,36,39,32,24,16,17,7,3,3,1,3,8,14,10,20,23,94,79,11,7,13,17,17,11,4,10,9,14,17,8,5,6,17,19,16,14,7,10,12,6,10,12,9,5,9,17,10,14,17,12,3,6,3,1,15,11,32,18,1,2,7,8,9,13,19,11,48,53,25,18,7,7,13,17,5,6,27,14,30,22,33,35,28,17,11,20,14,6,0,0,15,19,16,17,0,17,6,10,0,5,32,29,21,24,12,15,5,9,14,7,5,4,33,23,14,18,15,16,17,20,14,14,12,11,22,30,16,10,34,22,5,4,14,12,11,12,12,4,4,9,1,4,4,4,3,3,8,10,1,7,15,20,"1,202","1,161","2,363"
54,6,6,28,20,12,7,23,19,10,9,8,4,33,33,33,28,20,21,4,1,1,0,8,6,8,9,27,22,92,65,9,4,9,4,11,8,9,6,16,9,20,13,9,7,17,14,11,20,7,9,6,10,14,14,11,10,14,11,5,6,16,9,5,5,4,2,14,10,24,22,4,5,11,8,9,10,13,20,39,32,17,21,9,13,8,14,6,8,17,20,27,25,23,22,20,12,15,11,6,12,0,0,21,9,18,18,6,8,7,8,4,4,28,21,17,22,13,10,3,5,11,11,3,8,21,18,21,15,21,25,8,11,11,12,20,5,27,17,9,7,35,26,3,3,11,11,15,15,3,7,5,6,0,3,7,4,2,4,9,5,3,2,14,22,"1,144","1,018","2,162"
55,4,5,16,15,10,7,12,15,11,14,7,4,22,23,26,25,16,12,7,1,3,1,8,6,8,5,17,17,70,63,7,4,14,4,6,6,10,3,12,7,16,4,3,8,13,15,7,16,5,9,16,3,9,11,10,6,11,14,11,11,9,20,3,2,0,0,16,13,20,12,6,4,12,11,11,7,9,12,27,36,13,14,6,5,8,10,2,7,20,11,21,23,22,21,16,21,14,13,10,5,0,0,13,12,16,16,1,6,6,9,1,2,25,25,14,12,4,9,3,1,9,7,6,3,20,16,12,10,24,17,13,14,10,7,11,8,12,18,15,19,21,20,0,4,11,15,9,8,4,2,4,2,0,3,7,5,5,4,6,6,2,2,23,19,939,882,"1,821"
56,12,7,18,29,11,11,20,23,8,10,11,11,34,25,24,28,16,15,5,4,6,2,3,3,6,8,26,19,72,59,5,5,12,10,8,10,6,7,12,12,5,15,4,6,18,13,10,17,7,3,9,8,13,9,3,8,19,16,2,4,9,14,2,3,0,0,9,13,18,22,3,3,19,13,19,16,11,17,43,43,15,15,10,10,12,12,6,2,25,19,23,26,28,27,20,11,16,11,11,5,0,0,11,15,16,26,3,5,3,5,0,2,24,21,26,17,8,9,5,4,7,8,6,8,19,22,14,13,16,17,15,14,10,12,12,8,19,19,21,12,26,21,5,7,3,5,14,16,6,6,7,5,5,2,8,6,6,3,6,3,2,11,14,27,"1,041","1,028","2,069"
57,4,6,24,23,6,4,16,13,5,7,10,12,25,25,22,20,13,11,6,4,1,2,1,3,11,9,30,20,92,54,6,7,6,10,2,7,5,5,18,13,8,9,5,3,11,20,19,15,9,8,9,6,15,8,10,13,12,20,9,10,10,8,3,3,0,0,14,14,18,9,6,1,17,15,15,13,17,20,50,39,14,19,13,12,9,10,1,2,21,20,33,18,18,20,19,22,15,13,8,5,0,0,23,14,11,18,3,5,2,4,2,5,27,18,14,12,5,8,3,5,6,4,3,5,23,24,14,9,21,13,11,9,11,18,11,8,18,15,16,14,15,25,2,4,5,11,15,11,3,9,7,7,1,3,6,2,5,1,2,4,3,3,17,19,"1,016",937,"1,953"
58,10,8,25,19,9,12,20,16,12,10,9,5,34,19,15,21,16,8,6,6,1,1,6,2,8,12,21,32,57,48,6,5,9,11,11,10,7,10,16,11,8,9,0,2,11,22,14,11,11,9,6,11,10,12,10,8,7,10,10,10,10,6,2,3,0,1,11,12,16,12,4,5,15,13,12,15,15,12,29,38,23,15,6,6,10,9,2,5,18,14,20,15,17,16,13,12,12,15,3,8,0,0,17,13,16,20,6,8,9,7,8,1,22,17,11,18,6,8,5,5,4,3,6,6,19,22,13,13,13,15,11,10,12,13,12,6,13,9,8,15,22,15,4,2,5,8,8,16,8,6,8,4,1,1,0,4,1,2,5,4,3,7,20,19,919,899,"1,818"
59,7,7,21,16,11,13,11,7,7,8,5,4,17,22,28,13,19,14,4,3,1,3,6,3,12,9,22,14,60,50,4,3,3,4,7,5,5,4,16,13,6,9,9,2,16,12,10,10,11,7,3,12,11,6,5,3,12,16,6,18,11,10,1,2,0,0,10,8,20,8,4,1,6,10,11,14,17,22,31,34,13,16,10,5,6,3,2,4,18,14,19,8,24,29,19,17,14,9,3,8,0,0,9,14,22,25,1,3,8,6,3,2,18,18,17,11,8,8,3,3,3,10,4,5,20,15,16,12,14,11,14,12,12,14,6,9,13,16,18,17,14,20,4,4,7,8,19,15,2,7,4,6,0,4,4,8,2,1,6,5,2,3,23,21,890,845,"1,735"
60,6,6,19,18,10,6,16,19,7,6,8,7,18,16,16,16,11,9,0,1,2,1,3,2,6,6,13,22,58,51,5,7,7,5,14,5,6,3,14,14,11,8,6,7,9,12,10,10,7,9,6,4,7,9,8,7,14,16,10,7,19,12,3,3,0,0,13,8,11,10,3,4,8,11,12,10,14,12,29,22,20,20,3,5,6,10,4,4,18,17,16,19,18,19,11,19,5,8,9,11,0,0,15,11,16,16,2,4,9,5,3,3,20,25,18,17,9,9,3,2,7,6,5,5,16,19,9,9,10,19,10,7,7,10,10,7,9,16,13,5,16,21,2,3,9,18,7,17,6,4,1,2,1,3,4,4,3,2,6,3,2,4,18,23,815,832,"1,647"
61,13,4,18,15,8,6,7,10,4,8,4,4,21,10,17,16,11,15,4,2,2,0,1,2,5,8,22,15,44,48,0,7,4,9,8,5,6,4,11,10,5,5,4,3,12,8,16,10,9,7,4,4,13,7,4,6,11,14,9,10,8,9,1,0,1,0,9,10,12,12,1,2,14,8,10,10,16,13,29,19,12,14,8,7,3,5,1,6,17,14,22,21,16,17,21,28,2,8,6,10,0,0,17,7,20,20,4,5,7,8,4,1,16,14,16,9,6,18,2,2,7,8,4,4,16,18,12,9,18,14,6,5,18,13,6,7,17,22,14,7,22,23,4,1,5,5,15,15,3,5,7,6,2,3,4,4,2,4,6,10,1,3,14,25,801,780,"1,581"
62,6,12,12,13,8,7,12,15,5,10,6,11,15,21,16,12,13,11,3,5,4,2,2,4,7,12,24,10,39,37,2,2,8,5,10,10,7,5,12,4,7,3,2,4,9,14,15,19,16,9,12,10,6,8,10,5,14,18,6,14,13,20,0,2,0,0,10,12,9,11,2,1,7,9,10,21,15,12,32,23,12,20,5,12,6,4,6,3,11,18,13,17,15,19,15,17,8,10,5,10,0,0,9,12,19,30,1,0,4,4,2,1,21,15,19,13,7,11,5,3,5,0,4,6,17,14,9,9,15,17,10,11,13,20,5,12,7,22,7,8,24,19,3,3,8,9,9,14,8,6,4,4,0,1,0,8,1,5,8,5,2,4,15,21,763,860,"1,623"
63,1,8,14,14,14,9,11,21,8,4,5,4,16,20,15,16,6,11,3,4,1,3,5,1,7,4,20,13,40,42,6,4,5,3,6,4,5,5,5,5,7,9,3,5,7,10,12,10,8,19,9,8,7,10,4,11,14,12,9,9,11,16,0,2,2,1,13,4,10,10,1,2,6,6,16,8,17,14,20,18,18,15,3,5,5,11,3,5,18,10,14,14,24,18,15,17,11,11,7,5,0,0,13,11,16,19,5,1,10,9,0,4,14,17,19,28,14,20,4,6,9,7,5,6,8,17,19,12,15,19,6,11,11,21,10,7,14,15,12,5,21,18,1,3,13,10,9,13,4,7,5,4,2,2,1,9,2,4,5,7,0,4,18,30,772,836,"1,608"
64,4,4,16,13,6,4,12,16,8,11,4,4,17,15,7,7,1,8,2,2,2,2,3,5,5,7,18,10,42,39,4,3,1,9,5,5,4,4,12,4,3,5,5,4,9,9,12,17,14,12,5,5,9,7,6,5,10,19,7,7,6,13,1,8,0,1,9,6,10,14,1,2,7,11,7,17,9,17,20,14,24,16,5,6,6,13,1,3,14,11,12,10,19,25,23,24,10,12,12,5,0,0,9,15,20,35,1,9,3,10,3,5,9,20,17,28,14,21,6,4,4,5,2,3,15,14,12,9,16,13,3,11,21,16,7,8,16,10,10,5,15,14,1,5,9,8,14,13,5,5,4,5,1,1,5,3,4,6,3,12,4,7,17,16,719,826,"1,545"
65,5,13,13,14,7,9,13,14,11,7,6,2,10,12,8,14,8,8,2,3,3,0,3,3,10,2,11,6,49,35,4,2,6,8,3,9,4,4,5,8,5,4,2,0,13,12,8,14,7,9,12,3,8,12,12,8,7,17,4,15,18,13,6,4,0,0,4,8,7,5,1,2,9,6,14,11,16,21,18,14,19,14,3,5,6,7,4,3,10,12,13,9,19,26,15,21,9,10,3,8,0,0,9,13,20,32,3,14,7,6,5,6,18,13,16,21,14,14,4,2,3,15,4,7,18,19,9,11,19,18,5,11,12,19,9,8,11,14,10,6,9,24,5,6,9,19,20,14,6,3,6,3,1,3,7,7,3,4,7,8,5,5,17,25,744,836,"1,580"
66,3,8,8,9,7,7,14,9,6,3,6,8,10,19,12,12,8,13,2,2,0,1,4,1,3,6,11,15,40,32,5,2,6,3,7,9,6,3,9,12,4,6,3,2,7,5,11,12,12,8,5,8,8,7,5,6,16,15,8,21,19,15,2,2,1,0,10,4,10,6,2,1,10,4,14,11,11,16,15,25,11,28,6,4,4,6,3,5,12,9,18,24,13,23,22,14,18,11,9,6,0,0,13,12,22,46,4,10,4,3,2,6,17,11,21,21,16,29,5,4,9,7,6,13,16,9,9,16,15,21,13,21,15,27,6,14,9,17,6,7,17,24,4,11,12,27,14,16,7,11,5,9,4,2,5,5,6,8,4,4,3,3,28,22,773,914,"1,687"
67,5,4,6,14,6,6,14,14,3,8,6,7,18,7,10,17,9,7,4,6,2,1,5,6,3,2,10,12,44,45,6,5,4,3,4,15,6,9,11,9,2,1,4,2,5,7,15,10,4,14,8,8,7,14,6,9,11,15,14,15,11,27,3,15,0,1,7,10,5,6,2,2,7,7,11,11,20,23,22,19,18,20,4,3,5,18,3,3,11,15,19,17,15,29,19,22,16,14,8,8,0,0,14,14,32,52,3,9,5,12,1,4,14,15,11,22,13,23,6,4,4,10,8,5,11,17,12,16,18,23,13,15,10,13,5,11,12,4,6,6,14,20,4,1,7,14,10,11,7,4,3,6,2,6,4,6,3,1,6,3,4,8,18,20,738,937,"1,675"
68,10,5,13,11,3,14,19,14,10,8,5,5,26,25,13,10,10,12,3,3,3,3,4,6,2,7,19,10,34,38,3,7,6,7,10,12,9,1,9,13,3,6,4,7,9,8,13,12,11,9,8,10,6,10,12,15,12,14,10,25,20,25,3,4,0,1,6,4,6,7,2,1,10,10,7,8,19,28,14,27,20,26,7,7,12,5,5,3,9,9,13,14,28,28,17,23,11,15,10,6,0,0,11,10,37,42,6,5,4,8,4,6,16,13,22,21,17,21,4,8,6,12,5,11,14,18,12,12,14,29,12,23,22,34,7,12,9,13,8,5,13,19,7,6,16,21,12,20,3,6,7,7,3,4,3,1,2,3,9,11,4,9,17,27,844,"1,015","1,859"
69,6,15,23,12,6,4,15,9,7,9,5,4,10,15,12,12,11,14,5,2,5,1,4,5,5,3,12,11,29,44,3,12,7,8,12,15,4,3,11,9,10,7,1,6,9,13,14,11,7,11,5,7,9,7,10,11,12,19,13,20,14,19,2,3,0,0,7,5,6,9,5,0,5,6,12,15,16,25,21,18,25,21,3,7,12,15,2,4,13,9,18,26,33,27,21,25,9,16,12,9,0,0,14,19,34,37,11,13,8,10,4,4,17,18,33,33,33,25,5,4,10,8,6,11,17,17,9,11,15,32,15,24,15,33,8,12,15,13,8,14,19,26,2,5,18,21,21,14,2,1,11,9,3,0,6,11,7,3,7,4,2,7,24,28,917,"1,045","1,962"
70,4,12,6,14,9,9,8,10,2,9,8,6,24,16,11,11,7,8,1,8,1,1,5,4,8,8,7,5,35,37,2,2,11,4,16,28,3,3,8,5,10,5,3,5,6,9,12,15,9,15,6,11,3,9,18,15,17,28,30,37,20,19,9,7,0,0,5,8,15,6,0,1,6,10,15,18,22,24,21,26,23,22,4,8,11,11,4,4,10,8,15,29,30,26,22,26,16,19,5,11,0,0,15,10,38,39,6,14,7,10,1,6,21,18,25,28,15,23,7,10,12,11,9,6,14,21,13,10,20,36,26,35,23,21,12,21,17,9,6,4,17,29,5,10,10,23,15,20,4,5,7,6,2,5,6,11,1,6,13,12,2,9,28,21,940,"1,121","2,061"
71,10,6,11,18,7,11,11,21,10,13,6,8,20,24,13,11,19,8,2,4,1,3,4,8,4,5,11,15,37,39,6,5,7,8,14,13,1,5,9,10,7,4,5,9,9,12,20,15,12,14,7,9,11,13,19,17,11,25,16,23,23,19,8,13,0,0,8,10,6,4,1,2,11,8,13,12,30,16,18,21,24,38,10,5,9,19,3,8,9,16,22,28,33,35,36,37,9,29,5,9,0,0,7,20,38,49,8,17,17,11,5,11,21,32,25,31,29,32,8,1,13,12,7,15,21,19,10,11,36,46,26,29,25,21,13,20,9,16,4,5,22,29,5,9,20,28,8,21,5,8,9,7,3,1,9,15,3,2,10,16,4,12,20,26,"1,038","1,277","2,315"
72,9,9,19,18,8,7,13,25,11,12,4,6,21,25,18,23,7,8,3,2,0,3,3,4,7,5,12,11,37,49,6,7,7,8,11,16,3,2,16,13,6,8,9,4,6,8,13,11,14,18,12,13,8,17,13,21,21,21,31,28,29,32,17,14,2,0,0,4,4,9,4,2,11,11,16,14,30,29,25,34,23,31,8,13,20,18,5,11,19,19,18,24,31,50,29,41,15,19,10,12,0,0,16,18,40,55,10,16,14,19,6,9,18,21,24,39,25,21,7,7,10,6,13,14,15,22,11,8,29,49,35,43,36,42,14,15,8,16,8,12,28,35,13,13,27,36,20,15,4,1,6,10,6,4,13,11,4,6,13,9,10,9,40,30,"1,187","1,400","2,587"
