町丁目別人口・世帯数　令和３年１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,539,966,499
関戸２丁目,"1,300","1,382","2,682","1,475"
関戸３丁目,655,726,"1,381",691
関戸４丁目,"1,032","1,144","2,176","1,241"
関戸５丁目,722,765,"1,487",759
関戸６丁目,461,439,900,417
,"4,597","4,995","9,592","5,082"
,,,,
連光寺１丁目,"1,884","1,880","3,764","1,616"
連光寺２丁目,"1,195","1,198","2,393","1,022"
連光寺３丁目,907,883,"1,790",835
連光寺４丁目,271,263,534,260
連光寺５丁目,197,184,381,198
連光寺６丁目,425,350,775,389
,"4,879","4,758","9,637","4,320"
,,,,
貝取,620,555,"1,175",625
,620,555,"1,175",625
,,,,
乞田,"1,337","1,232","2,569","1,320"
,"1,337","1,232","2,569","1,320"
,,,,
和田,"4,766","4,550","9,316","4,248"
,"4,766","4,550","9,316","4,248"
,,,,
百草,474,449,923,444
,474,449,923,444
,,,,
落川,654,631,"1,285",589
,654,631,"1,285",589
,,,,
東寺方,900,843,"1,743",837
東寺方１丁目,556,651,"1,207",602
,"1,456","1,494","2,950","1,439"
,,,,
一ノ宮１丁目,"1,172",965,"2,137","1,395"
一ノ宮２丁目,765,745,"1,510",926
一ノ宮３丁目,433,446,879,501
一ノ宮４丁目,967,989,"1,956","1,030"
,"3,337","3,145","6,482","3,852"
,,,,
桜ヶ丘１丁目,940,"1,041","1,981",927
桜ヶ丘２丁目,636,740,"1,376",627
桜ヶ丘３丁目,589,629,"1,218",533
桜ヶ丘４丁目,736,795,"1,531",797
,"2,901","3,205","6,106","2,884"
,,,,
和田（百草団地）,613,667,"1,280",866
,613,667,"1,280",866
,,,,
聖ヶ丘１丁目,890,"1,020","1,910",881
聖ヶ丘２丁目,826,977,"1,803",851
聖ヶ丘３丁目,"1,036","1,069","2,105",935
聖ヶ丘４丁目,349,380,729,293
聖ヶ丘５丁目,57,49,106,35
,"3,158","3,495","6,653","2,995"
,,,,
馬引沢１丁目,931,909,"1,840",966
馬引沢２丁目,"1,251","1,136","2,387","1,286"
,"2,182","2,045","4,227","2,252"
,,,,
山王下１丁目,295,342,637,506
,295,342,637,506
,,,,
中沢１丁目,634,558,"1,192",689
中沢２丁目,911,987,"1,898",850
,"1,545","1,545","3,090","1,539"
,,,,
唐木田１丁目,"1,117","1,178","2,295","1,147"
唐木田２丁目,0,0,0,0
,"1,117","1,178","2,295","1,147"
,,,,
諏訪１丁目,"2,064","2,097","4,161","2,018"
諏訪２丁目,"1,779","1,976","3,755","1,660"
諏訪３丁目,531,544,"1,075",511
諏訪４丁目,719,933,"1,652",900
諏訪５丁目,234,316,550,339
,"5,327","5,866","11,193","5,428"
,,,,
永山１丁目,940,"1,010","1,950","1,127"
永山２丁目,"1,591","1,587","3,178","1,577"
永山３丁目,"1,855","2,079","3,934","2,008"
永山４丁目,"1,376","1,521","2,897","1,820"
永山５丁目,951,"1,085","2,036",886
永山６丁目,626,629,"1,255",625
,"7,339","7,911","15,250","8,043"
,,,,
貝取１丁目,"1,026",926,"1,952",959
貝取２丁目,"1,594","1,768","3,362","1,514"
貝取３丁目,403,552,955,448
貝取４丁目,519,563,"1,082",542
貝取５丁目,250,304,554,316
,"3,792","4,113","7,905","3,779"
,,,,
豊ヶ丘１丁目,"1,562","1,519","3,081","1,552"
豊ヶ丘２丁目,"1,422","1,467","2,889","1,326"
豊ヶ丘３丁目,743,870,"1,613",709
豊ヶ丘４丁目,331,370,701,399
豊ヶ丘５丁目,602,696,"1,298",654
豊ヶ丘６丁目,419,509,928,495
,"5,079","5,431","10,510","5,135"
,,,,
落合１丁目,"1,464","1,556","3,020","1,520"
落合２丁目,"1,143","1,118","2,261",896
落合３丁目,"1,451","1,577","3,028","1,494"
落合４丁目,976,"1,136","2,112","1,115"
落合５丁目,"1,048","1,091","2,139",923
落合６丁目,881,830,"1,711",794
,"6,963","7,308","14,271","6,742"
,,,,
鶴牧１丁目,"1,294","1,339","2,633","1,248"
鶴牧２丁目,884,809,"1,693",846
鶴牧３丁目,"2,105","2,243","4,348","1,585"
鶴牧４丁目,358,404,762,335
鶴牧５丁目,928,"1,047","1,975",857
鶴牧６丁目,845,910,"1,755",794
,"6,414","6,752","13,166","5,665"
,,,,
南野１丁目,2,0,2,2
南野２丁目,474,428,902,448
南野３丁目,459,467,926,401
,935,895,"1,830",851
,,,,
東寺方３丁目,130,200,330,188
,130,200,330,188
,,,,
和田３丁目,413,495,908,530
,413,495,908,530
,,,,
愛宕１丁目,286,326,612,346
愛宕２丁目,427,446,873,483
愛宕３丁目,304,449,753,476
愛宕４丁目,"1,258","1,403","2,661","1,386"
,"2,275","2,624","4,899","2,691"
,,,,
,"72,598","75,881","148,479","73,160"
