町丁名別人口・世帯数　令和３年４月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,430,532,962,499
関戸２丁目,"1,320","1,397","2,717","1,501"
関戸３丁目,657,720,"1,377",690
関戸４丁目,"1,021","1,139","2,160","1,244"
関戸５丁目,717,769,"1,486",760
関戸６丁目,456,438,894,418
,"4,601","4,995","9,596","5,112"
,,,,
連光寺１丁目,"1,876","1,874","3,750","1,620"
連光寺２丁目,"1,197","1,196","2,393","1,021"
連光寺３丁目,902,878,"1,780",836
連光寺４丁目,269,265,534,259
連光寺５丁目,196,183,379,198
連光寺６丁目,420,347,767,388
,"4,860","4,743","9,603","4,322"
,,,,
貝取,620,568,"1,188",632
,620,568,"1,188",632
,,,,
乞田,"1,335","1,240","2,575","1,322"
,"1,335","1,240","2,575","1,322"
,,,,
和田,"4,786","4,520","9,306","4,272"
,"4,786","4,520","9,306","4,272"
,,,,
百草,472,450,922,446
,472,450,922,446
,,,,
落川,647,639,"1,286",586
,647,639,"1,286",586
,,,,
東寺方,886,846,"1,732",838
東寺方１丁目,559,665,"1,224",612
,"1,445","1,511","2,956","1,450"
,,,,
一ノ宮１丁目,"1,192",964,"2,156","1,411"
一ノ宮２丁目,764,751,"1,515",925
一ノ宮３丁目,437,448,885,510
一ノ宮４丁目,980,"1,001","1,981","1,043"
,"3,373","3,164","6,537","3,889"
,,,,
桜ヶ丘１丁目,942,"1,044","1,986",927
桜ヶ丘２丁目,646,751,"1,397",634
桜ヶ丘３丁目,603,650,"1,253",547
桜ヶ丘４丁目,746,810,"1,556",821
,"2,937","3,255","6,192","2,929"
,,,,
和田(百草団地）,610,667,"1,277",867
,610,667,"1,277",867
,,,,
聖ヶ丘１丁目,897,"1,026","1,923",890
聖ヶ丘２丁目,827,976,"1,803",851
聖ヶ丘３丁目,"1,047","1,079","2,126",943
聖ヶ丘４丁目,352,378,730,294
聖ヶ丘５丁目,57,49,106,35
,"3,180","3,508","6,688","3,013"
,,,,
馬引沢１丁目,930,911,"1,841",972
馬引沢２丁目,"1,249","1,154","2,403","1,298"
,"2,179","2,065","4,244","2,270"
,,,,
山王下１丁目,292,333,625,493
,292,333,625,493
,,,,
中沢１丁目,633,554,"1,187",687
中沢２丁目,910,986,"1,896",856
,"1,543","1,540","3,083","1,543"
,,,,
唐木田１丁目,"1,124","1,191","2,315","1,160"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,124","1,191","2,315","1,160"
,,,,
諏訪１丁目,"2,073","2,093","4,166","2,032"
諏訪２丁目,"1,776","1,958","3,734","1,651"
諏訪３丁目,521,537,"1,058",507
諏訪４丁目,709,913,"1,622",886
諏訪５丁目,227,309,536,333
諏訪６丁目,0,0,0,0
,"5,306","5,810","11,116","5,409"
,,,,
永山１丁目,948,"1,009","1,957","1,141"
永山２丁目,"1,593","1,595","3,188","1,582"
永山３丁目,"1,863","2,092","3,955","2,021"
永山４丁目,"1,374","1,530","2,904","1,846"
永山５丁目,939,"1,078","2,017",886
永山６丁目,626,623,"1,249",626
永山７丁目,0,0,0,0
,"7,343","7,927","15,270","8,102"
,,,,
貝取１丁目,"1,025",931,"1,956",966
貝取２丁目,"1,576","1,746","3,322","1,502"
貝取３丁目,401,545,946,444
貝取４丁目,521,558,"1,079",541
貝取５丁目,243,298,541,315
,"3,766","4,078","7,844","3,768"
,,,,
豊ヶ丘１丁目,"1,580","1,513","3,093","1,578"
豊ヶ丘２丁目,"1,424","1,469","2,893","1,338"
豊ヶ丘３丁目,734,862,"1,596",709
豊ヶ丘４丁目,330,370,700,400
豊ヶ丘５丁目,598,694,"1,292",656
豊ヶ丘６丁目,414,500,914,496
,"5,080","5,408","10,488","5,177"
,,,,
落合１丁目,"1,464","1,556","3,020","1,527"
落合２丁目,"1,135","1,120","2,255",899
落合３丁目,"1,450","1,556","3,006","1,491"
落合４丁目,968,"1,144","2,112","1,118"
落合５丁目,"1,048","1,101","2,149",929
落合６丁目,870,830,"1,700",787
,"6,935","7,307","14,242","6,751"
,,,,
鶴牧１丁目,"1,309","1,354","2,663","1,267"
鶴牧２丁目,883,804,"1,687",852
鶴牧３丁目,"2,094","2,231","4,325","1,583"
鶴牧４丁目,358,402,760,339
鶴牧５丁目,928,"1,041","1,969",860
鶴牧６丁目,847,902,"1,749",791
,"6,419","6,734","13,153","5,692"
,,,,
南野１丁目,2,0,2,2
南野２丁目,468,433,901,459
南野３丁目,459,467,926,397
,929,900,"1,829",858
,,,,
東寺方３丁目,130,198,328,187
,130,198,328,187
,,,,
和田３丁目,411,487,898,529
,411,487,898,529
,,,,
愛宕１丁目,283,324,607,347
愛宕２丁目,432,446,878,490
愛宕３丁目,299,440,739,471
愛宕４丁目,"1,246","1,380","2,626","1,377"
,"2,260","2,590","4,850","2,685"
,,,,
,"72,583","75,828","148,411","73,464"
