町庁目別人口・世帯数　令和３年１2月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,429,524,953,507
関戸２丁目,"1,310","1,411","2,721","1,518"
関戸３丁目,659,712,"1,371",684
関戸４丁目,"1,030","1,125","2,155","1,251"
関戸５丁目,705,751,"1,456",749
関戸６丁目,445,437,882,414
,"4,578","4,960","9,538","5,123"
,,,,
連光寺１丁目,"1,889","1,887","3,776","1,632"
連光寺２丁目,"1,205","1,187","2,392","1,020"
連光寺３丁目,887,881,"1,768",837
連光寺４丁目,283,266,549,267
連光寺５丁目,199,183,382,197
連光寺６丁目,413,343,756,385
,"4,876","4,747","9,623","4,338"
,,,,
貝取,612,554,"1,166",622
,612,554,"1,166",622
,,,,
乞田,"1,313","1,223","2,536","1,302"
,"1,313","1,223","2,536","1,302"
,,,,
和田,"4,797","4,515","9,312","4,300"
,"4,797","4,515","9,312","4,300"
,,,,
百草,457,434,891,433
,457,434,891,433
,,,,
落川,649,640,"1,289",575
,649,640,"1,289",575
,,,,
東寺方,885,844,"1,729",834
東寺方１丁目,570,657,"1,227",619
,"1,455","1,501","2,956","1,453"
,,,,
一ノ宮１丁目,"1,183",973,"2,156","1,401"
一ノ宮２丁目,763,758,"1,521",915
一ノ宮３丁目,423,428,851,497
一ノ宮４丁目,981,985,"1,966","1,018"
,"3,350","3,144","6,494","3,831"
,,,,
桜ヶ丘１丁目,943,"1,042","1,985",924
桜ヶ丘２丁目,645,744,"1,389",629
桜ヶ丘３丁目,604,650,"1,254",543
桜ヶ丘４丁目,748,813,"1,561",829
,"2,940","3,249","6,189","2,925"
,,,,
和田（百草団地）,611,659,"1,270",875
,611,659,"1,270",875
,,,,
聖ヶ丘１丁目,894,999,"1,893",884
聖ヶ丘２丁目,809,955,"1,764",850
聖ヶ丘３丁目,"1,024","1,072","2,096",936
聖ヶ丘４丁目,358,382,740,300
聖ヶ丘５丁目,56,48,104,34
,"3,141","3,456","6,597","3,004"
,,,,
馬引沢１丁目,913,884,"1,797",938
馬引沢２丁目,"1,236","1,145","2,381","1,286"
,"2,149","2,029","4,178","2,224"
,,,,
山王下１丁目,299,331,630,505
,299,331,630,505
,,,,
中沢１丁目,662,587,"1,249",737
中沢２丁目,898,972,"1,870",845
,"1,560","1,559","3,119","1,582"
,,,,
唐木田１丁目,"1,110","1,194","2,304","1,169"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,110","1,194","2,304","1,169"
,,,,
諏訪１丁目,"2,049","2,053","4,102","2,025"
諏訪２丁目,"1,753","1,927","3,680","1,622"
諏訪３丁目,515,521,"1,036",505
諏訪４丁目,651,828,"1,479",803
諏訪５丁目,256,354,610,382
諏訪６丁目,0,0,0,0
,"5,224","5,683","10,907","5,337"
,,,,
永山１丁目,946,985,"1,931","1,133"
永山２丁目,"1,566","1,574","3,140","1,581"
永山３丁目,"1,866","2,114","3,980","2,050"
永山４丁目,"1,358","1,535","2,893","1,855"
永山５丁目,924,"1,081","2,005",886
永山６丁目,625,622,"1,247",625
永山７丁目,0,0,0,0
,"7,285","7,911","15,196","8,130"
,,,,
貝取１丁目,"1,035",931,"1,966",982
貝取２丁目,"1,565","1,735","3,300","1,507"
貝取３丁目,401,544,945,450
貝取４丁目,515,560,"1,075",538
貝取５丁目,232,291,523,311
,"3,748","4,061","7,809","3,788"
,,,,
豊ヶ丘１丁目,"1,628","1,544","3,172","1,640"
豊ヶ丘２丁目,"1,415","1,472","2,887","1,351"
豊ヶ丘３丁目,740,863,"1,603",714
豊ヶ丘４丁目,329,370,699,400
豊ヶ丘５丁目,585,687,"1,272",653
豊ヶ丘６丁目,420,498,918,502
,"5,117","5,434","10,551","5,260"
,,,,
落合１丁目,"1,446","1,556","3,002","1,522"
落合２丁目,"1,141","1,109","2,250",901
落合３丁目,"1,446","1,547","2,993","1,504"
落合４丁目,957,"1,127","2,084","1,115"
落合５丁目,"1,046","1,093","2,139",929
落合６丁目,880,829,"1,709",795
,"6,916","7,261","14,177","6,766"
,,,,
鶴牧１丁目,"1,295","1,344","2,639","1,253"
鶴牧２丁目,886,801,"1,687",865
鶴牧３丁目,"2,094","2,239","4,333","1,586"
鶴牧４丁目,352,393,745,333
鶴牧５丁目,901,"1,029","1,930",851
鶴牧６丁目,862,896,"1,758",802
,"6,390","6,702","13,092","5,690"
,,,,
南野１丁目,1,0,1,1
南野２丁目,479,453,932,479
南野３丁目,466,471,937,403
,946,924,"1,870",883
,,,,
東寺方３丁目,131,196,327,186
,131,196,327,186
,,,,
和田３丁目,396,472,868,514
,396,472,868,514
,,,,
愛宕１丁目,247,269,516,292
愛宕２丁目,427,443,870,492
愛宕３丁目,294,428,722,468
愛宕４丁目,"1,238","1,376","2,614","1,389"
,"2,206","2,516","4,722","2,641"
,,,,
,"72,256","75,355","147,611","73,456"
