年齢別人口　令和３年５月１日現在,,,,
年齢,男,女,合計,
0,387,374,761,
1,460,424,884,
2,482,445,927,
3,543,493,"1,036",
4,542,555,"1,097",
5,551,532,"1,083",
6,573,591,"1,164",
7,616,597,"1,213",
8,600,545,"1,145",
9,601,558,"1,159",
小計,"5,355","5,114","10,469",
10,601,609,"1,210",
11,645,632,"1,277",
12,659,619,"1,278",
13,630,622,"1,252",
14,651,626,"1,277",
15,617,544,"1,161",
16,609,583,"1,192",
17,631,654,"1,285",
18,700,623,"1,323",
19,745,719,"1,464",
小計,"6,488","6,231","12,719",
20,738,728,"1,466",
21,784,772,"1,556",
22,762,797,"1,559",
23,753,738,"1,491",
24,793,771,"1,564",
25,756,726,"1,482",
26,733,742,"1,475",
27,709,666,"1,375",
28,683,650,"1,333",
29,676,615,"1,291",
小計,"7,387","7,205","14,592",
30,673,627,"1,300",
31,683,634,"1,317",
32,698,685,"1,383",
33,784,725,"1,509",
34,845,764,"1,609",
35,825,782,"1,607",
36,890,840,"1,730",
37,945,895,"1,840",
38,929,950,"1,879",
39,917,923,"1,840",
小計,"8,189","7,825","16,014",
40,"1,064",946,"2,010",
41,"1,064",906,"1,970",
42,"1,102","1,009","2,111",
43,"1,117","1,118","2,235",
44,"1,179","1,063","2,242",
45,"1,134","1,117","2,251",
46,"1,261","1,252","2,513",
47,"1,266","1,225","2,491",
48,"1,276","1,256","2,532",
49,"1,384","1,257","2,641",
小計,"11,847","11,149","22,996",
50,"1,191","1,165","2,356",
51,"1,166","1,170","2,336",
52,"1,238","1,159","2,397",
53,"1,175","1,076","2,251",
54,"1,050",944,"1,994",
55,"1,002",951,"1,953",
56,"1,035","1,024","2,059",
57,962,882,"1,844",
58,915,898,"1,813",
59,871,846,"1,717",
小計,"10,605","10,115","20,720",
60,798,801,"1,599",
61,789,798,"1,587",
62,764,846,"1,610",
63,761,833,"1,594",
64,725,820,"1,545",
65,752,887,"1,639",
66,754,927,"1,681",
67,809,946,"1,755",
68,841,"1,045","1,886",
69,958,"1,057","2,015",
小計,"7,951","8,960","16,911",
70,973,"1,186","2,159",
71,"1,109","1,336","2,445",
72,"1,206","1,386","2,592",
73,"1,271","1,506","2,777",
74,967,"1,127","2,094",
75,665,825,"1,490",
76,814,953,"1,767",
77,889,"1,227","2,116",
78,875,"1,039","1,914",
79,867,992,"1,859",
小計,"9,636","11,577","21,213",
80,762,964,"1,726",
81,648,781,"1,429",
82,521,693,"1,214",
83,574,664,"1,238",
84,469,631,"1,100",
85,429,646,"1,075",
86,371,485,856,
87,328,454,782,
88,269,435,704,
89,204,369,573,
小計,"4,575","6,122","10,697",
90,163,307,470,
91,121,247,368,
92,92,221,313,
93,54,190,244,
94,54,137,191,
95,30,115,145,
96,24,89,113,
97,15,64,79,
98,12,37,49,
99,0,37,37,
小計,565,"1,444","2,009",
100以上,9,64,73,
合計,"72,607","75,806","148,413",
,,,,
