年齢別人口　令和３年１１月１日現在,,,,
年齢,男,女,合計,
0,383,338,721,
1,431,410,841,
2,489,443,932,
3,475,470,945,
4,579,504,"1,083",
5,528,528,"1,056",
6,568,565,"1,133",
7,573,597,"1,170",
8,624,580,"1,204",
9,595,539,"1,134",
小計,"5,245","4,974","10,219",
10,616,572,"1,188",
11,615,632,"1,247",
12,640,609,"1,249",
13,634,650,"1,284",
14,650,611,"1,261",
15,625,604,"1,229",
16,620,560,"1,180",
17,623,603,"1,226",
18,655,646,"1,301",
19,730,661,"1,391",
小計,"6,408","6,148","12,556",
20,758,737,"1,495",
21,764,755,"1,519",
22,752,754,"1,506",
23,770,775,"1,545",
24,762,709,"1,471",
25,783,723,"1,506",
26,732,701,"1,433",
27,685,668,"1,353",
28,698,651,"1,349",
29,637,661,"1,298",
小計,"7,341","7,134","14,475",
30,697,617,"1,314",
31,711,610,"1,321",
32,665,643,"1,308",
33,751,697,"1,448",
34,851,755,"1,606",
35,788,775,"1,563",
36,876,795,"1,671",
37,930,883,"1,813",
38,909,910,"1,819",
39,947,936,"1,883",
小計,"8,125","7,621","15,746",
40,953,910,"1,863",
41,"1,059",923,"1,982",
42,"1,089",965,"2,054",
43,"1,094","1,047","2,141",
44,"1,145","1,121","2,266",
45,"1,174","1,089","2,263",
46,"1,151","1,148","2,299",
47,"1,289","1,247","2,536",
48,"1,296","1,235","2,531",
49,"1,340","1,285","2,625",
小計,"11,590","10,970","22,560",
50,"1,252","1,216","2,468",
51,"1,195","1,173","2,368",
52,"1,182","1,124","2,306",
53,"1,230","1,150","2,380",
54,"1,164","1,052","2,216",
55,917,853,"1,770",
56,"1,061","1,037","2,098",
57,"1,013",956,"1,969",
58,912,910,"1,822",
59,897,831,"1,728",
小計,"10,823","10,302","21,125",
60,835,842,"1,677",
61,785,771,"1,556",
62,769,850,"1,619",
63,787,857,"1,644",
64,699,815,"1,514",
65,750,814,"1,564",
66,771,923,"1,694",
67,747,946,"1,693",
68,817,"1,008","1,825",
69,912,"1,031","1,943",
小計,"7,872","8,857","16,729",
70,942,"1,114","2,056",
71,"1,017","1,268","2,285",
72,"1,169","1,386","2,555",
73,"1,241","1,437","2,678",
74,"1,147","1,338","2,485",
75,708,890,"1,598",
76,767,901,"1,668",
77,870,"1,169","2,039",
78,865,"1,081","1,946",
79,900,"1,032","1,932",
小計,"9,626","11,616","21,242",
80,788,948,"1,736",
81,679,884,"1,563",
82,575,719,"1,294",
83,515,667,"1,182",
84,508,610,"1,118",
85,446,629,"1,075",
86,368,558,926,
87,325,424,749,
88,258,453,711,
89,218,384,602,
小計,"4,680","6,276","10,956",
90,175,291,466,
91,123,262,385,
92,95,213,308,
93,61,192,253,
94,47,157,204,
95,37,112,149,
96,21,95,116,
97,15,59,74,
98,8,48,56,
99,6,27,33,
小計,588,"1,456","2,044",
100以上,5,55,60,
合計,"72,303","75,409","147,712",
,,,,
