町丁目別人口・世帯数　令和３年６月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,434,533,967,504
関戸２丁目,"1,308","1,396","2,704","1,497"
関戸３丁目,654,707,"1,361",677
関戸４丁目,"1,026","1,147","2,173","1,256"
関戸５丁目,710,761,"1,471",755
関戸６丁目,457,443,900,423
,"4,589","4,987","9,576","5,112"
,,,,
連光寺１丁目,"1,884","1,886","3,770","1,632"
連光寺２丁目,"1,203","1,197","2,400","1,026"
連光寺３丁目,900,873,"1,773",837
連光寺４丁目,275,265,540,261
連光寺５丁目,200,184,384,203
連光寺６丁目,420,350,770,389
,"4,882","4,755","9,637","4,348"
,,,,
貝取,621,565,"1,186",632
,621,565,"1,186",632
,,,,
乞田,"1,317","1,230","2,547","1,307"
,"1,317","1,230","2,547","1,307"
,,,,
和田,"4,809","4,533","9,342","4,312"
,"4,809","4,533","9,342","4,312"
,,,,
百草,464,448,912,439
,464,448,912,439
,,,,
落川,652,640,"1,292",585
,652,640,"1,292",585
,,,,
東寺方,887,845,"1,732",835
東寺方１丁目,548,657,"1,205",603
,"1,435","1,502","2,937","1,438"
,,,,
一ノ宮１丁目,"1,201",969,"2,170","1,420"
一ノ宮２丁目,755,748,"1,503",917
一ノ宮３丁目,433,442,875,506
一ノ宮４丁目,983,"1,006","1,989","1,046"
,"3,372","3,165","6,537","3,889"
,,,,
桜ヶ丘１丁目,943,"1,046","1,989",930
桜ヶ丘２丁目,643,745,"1,388",633
桜ヶ丘３丁目,606,654,"1,260",547
桜ヶ丘４丁目,749,820,"1,569",829
,"2,941","3,265","6,206","2,939"
,,,,
和田（百草団地）,612,664,"1,276",868
,612,664,"1,276",868
,,,,
聖ヶ丘１丁目,897,"1,023","1,920",893
聖ヶ丘２丁目,824,971,"1,795",850
聖ヶ丘３丁目,"1,041","1,079","2,120",941
聖ヶ丘４丁目,353,380,733,298
聖ヶ丘５丁目,57,48,105,34
,"3,172","3,501","6,673","3,016"
,,,,
馬引沢１丁目,932,905,"1,837",971
馬引沢２丁目,"1,243","1,147","2,390","1,294"
,"2,175","2,052","4,227","2,265"
,,,,
山王下１丁目,307,340,647,511
,307,340,647,511
,,,,
中沢１丁目,634,550,"1,184",688
中沢２丁目,904,976,"1,880",851
,"1,538","1,526","3,064","1,539"
,,,,
唐木田１丁目,"1,117","1,196","2,313","1,170"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,117","1,196","2,313","1,170"
,,,,
諏訪１丁目,"2,057","2,076","4,133","2,029"
諏訪２丁目,"1,772","1,948","3,720","1,641"
諏訪３丁目,516,529,"1,045",508
諏訪４丁目,706,905,"1,611",877
諏訪５丁目,223,305,528,328
諏訪６丁目,0,0,0,0
,"5,274","5,763","11,037","5,383"
,,,,
永山１丁目,954,"1,005","1,959","1,145"
永山２丁目,"1,594","1,587","3,181","1,585"
永山３丁目,"1,855","2,096","3,951","2,025"
永山４丁目,"1,373","1,525","2,898","1,850"
永山５丁目,935,"1,078","2,013",885
永山６丁目,625,621,"1,246",626
永山７丁目,0,0,0,0
,"7,336","7,912","15,248","8,116"
,,,,
貝取１丁目,"1,031",930,"1,961",973
貝取２丁目,"1,574","1,747","3,321","1,504"
貝取３丁目,401,542,943,445
貝取４丁目,515,556,"1,071",537
貝取５丁目,241,295,536,314
,"3,762","4,070","7,832","3,773"
,,,,
豊ヶ丘１丁目,"1,617","1,540","3,157","1,629"
豊ヶ丘２丁目,"1,419","1,472","2,891","1,344"
豊ヶ丘３丁目,738,862,"1,600",710
豊ヶ丘４丁目,330,372,702,402
豊ヶ丘５丁目,595,694,"1,289",657
豊ヶ丘６丁目,414,499,913,496
,"5,113","5,439","10,552","5,238"
,,,,
落合１丁目,"1,459","1,564","3,023","1,529"
落合２丁目,"1,142","1,111","2,253",905
落合３丁目,"1,445","1,550","2,995","1,494"
落合４丁目,960,"1,135","2,095","1,117"
落合５丁目,"1,050","1,105","2,155",931
落合６丁目,880,838,"1,718",793
,"6,936","7,303","14,239","6,769"
,,,,
鶴牧１丁目,"1,310","1,354","2,664","1,263"
鶴牧２丁目,877,800,"1,677",847
鶴牧３丁目,"2,091","2,227","4,318","1,584"
鶴牧４丁目,357,400,757,339
鶴牧５丁目,926,"1,036","1,962",860
鶴牧６丁目,857,902,"1,759",802
,"6,418","6,719","13,137","5,695"
,,,,
南野１丁目,1,0,1,1
南野２丁目,469,444,913,469
南野３丁目,460,467,927,397
,930,911,"1,841",867
,,,,
東寺方３丁目,129,198,327,186
,129,198,327,186
,,,,
和田３丁目,406,485,891,526
,406,485,891,526
,,,,
愛宕１丁目,282,322,604,346
愛宕２丁目,429,445,874,489
愛宕３丁目,294,433,727,464
愛宕４丁目,"1,243","1,380","2,623","1,381"
,"2,248","2,580","4,828","2,680"
,,,,
,"72,555","75,749","148,304","73,603"
