年齢別人口　令和３年３月１日現在,,,,
年齢,男,女,合計,
0,389,390,779,
1,486,425,911,
2,475,456,931,
3,558,502,"1,060",
4,542,539,"1,081",
5,544,549,"1,093",
6,579,588,"1,167",
7,622,603,"1,225",
8,561,536,"1,097",
9,622,571,"1,193",
小計,"5,378","5,159","10,537",
10,606,614,"1,220",
11,643,620,"1,263",
12,650,643,"1,293",
13,628,606,"1,234",
14,650,642,"1,292",
15,626,540,"1,166",
16,603,593,"1,196",
17,621,638,"1,259",
18,633,575,"1,208",
19,743,693,"1,436",
小計,"6,403","6,164","12,567",
20,704,720,"1,424",
21,791,749,"1,540",
22,781,788,"1,569",
23,766,719,"1,485",
24,788,782,"1,570",
25,750,731,"1,481",
26,740,748,"1,488",
27,702,672,"1,374",
28,675,658,"1,333",
29,676,614,"1,290",
小計,"7,373","7,181","14,554",
30,690,640,"1,330",
31,673,646,"1,319",
32,713,671,"1,384",
33,794,750,"1,544",
34,828,747,"1,575",
35,836,804,"1,640",
36,886,859,"1,745",
37,946,898,"1,844",
38,940,950,"1,890",
39,935,923,"1,858",
小計,"8,241","7,888","16,129",
40,"1,081",924,"2,005",
41,"1,059",922,"1,981",
42,"1,064","1,040","2,104",
43,"1,165","1,105","2,270",
44,"1,185","1,063","2,248",
45,"1,133","1,141","2,274",
46,"1,255","1,238","2,493",
47,"1,307","1,228","2,535",
48,"1,266","1,286","2,552",
49,"1,359","1,203","2,562",
小計,"11,874","11,150","23,024",
50,"1,193","1,183","2,376",
51,"1,167","1,168","2,335",
52,"1,240","1,184","2,424",
53,"1,191","1,056","2,247",
54,960,904,"1,864",
55,"1,057",982,"2,039",
56,"1,026","1,006","2,032",
57,946,885,"1,831",
58,914,889,"1,803",
59,868,845,"1,713",
小計,"10,562","10,102","20,664",
60,787,799,"1,586",
61,779,785,"1,564",
62,740,853,"1,593",
63,766,836,"1,602",
64,730,825,"1,555",
65,766,902,"1,668",
66,750,913,"1,663",
67,810,"1,000","1,810",
68,865,"1,026","1,891",
69,971,"1,083","2,054",
小計,"7,964","9,022","16,986",
70,983,"1,180","2,163",
71,"1,119","1,377","2,496",
72,"1,239","1,423","2,662",
73,"1,232","1,457","2,689",
74,877,"1,044","1,921",
75,706,850,"1,556",
76,851,"1,022","1,873",
77,907,"1,200","2,107",
78,893,"1,035","1,928",
79,840,976,"1,816",
小計,"9,647","11,564","21,211",
80,736,942,"1,678",
81,642,769,"1,411",
82,532,696,"1,228",
83,552,646,"1,198",
84,474,636,"1,110",
85,437,641,"1,078",
86,373,467,840,
87,308,463,771,
88,278,439,717,
89,197,336,533,
小計,"4,529","6,035","10,564",
90,157,303,460,
91,116,247,363,
92,83,238,321,
93,58,178,236,
94,54,135,189,
95,27,116,143,
96,22,81,103,
97,15,69,84,
98,10,36,46,
99,2,32,34,
小計,544,"1,435","1,979",
100以上,8,62,70,
合計,"72,523","75,762","148,285",
,,,,
