年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,7,6,16,7,5,4,7,8,10,5,3,18,18,9,12,7,6,1,1,1,1,9,2,5,3,10,11,66,56,2,2,6,3,11,2,3,7,5,8,2,3,4,3,9,0,6,6,6,2,5,3,6,7,1,1,6,6,10,0,9,8,6,9,0,2,8,6,20,9,1,0,5,1,8,21,6,5,14,16,47,36,4,6,9,5,0,1,3,7,13,12,10,11,5,1,7,6,5,6,0,0,7,6,11,8,1,1,3,2,1,3,10,9,15,9,5,5,2,1,4,2,1,1,8,16,22,13,10,5,2,6,11,10,9,9,12,9,8,4,26,27,3,4,9,8,5,5,1,1,3,5,2,1,2,1,2,2,0,1,0,0,3,10,619,563,"1,182"
10,2,0,14,8,5,8,6,4,3,5,2,3,26,26,8,12,4,5,1,2,0,2,4,5,8,2,9,8,56,49,7,5,5,6,7,7,4,10,8,5,6,5,3,3,7,8,8,11,4,5,4,8,5,1,0,0,10,8,1,4,7,4,1,7,0,2,5,8,12,18,0,1,3,7,17,13,5,6,18,17,26,36,4,3,3,1,0,1,6,6,13,12,13,10,10,2,6,5,7,0,0,0,8,9,16,12,2,3,0,5,0,2,9,8,7,9,3,6,3,1,3,5,2,3,11,11,26,21,5,14,2,6,9,6,11,12,8,8,8,14,31,27,3,1,4,13,7,14,7,4,7,4,2,0,0,2,2,0,4,2,2,1,4,5,589,612,"1,201"
11,2,3,7,7,5,3,5,6,8,7,6,7,35,22,21,12,6,10,0,3,3,4,3,3,5,5,12,7,54,53,6,5,11,8,8,9,10,6,5,6,3,6,3,2,7,10,11,12,5,5,5,6,10,3,1,2,9,5,4,7,6,7,4,3,5,0,6,5,8,18,0,0,10,5,15,10,8,4,23,18,18,31,4,1,3,4,1,2,6,6,13,13,17,17,6,4,3,10,3,8,0,0,7,10,11,11,4,2,3,3,2,3,11,14,11,15,2,1,4,2,7,4,3,4,11,16,18,12,12,10,9,3,10,6,8,16,11,14,8,8,33,38,1,3,7,6,6,5,2,2,8,3,2,0,6,2,1,0,2,3,2,0,12,9,663,635,"1,298"
12,3,3,8,8,12,6,8,6,13,7,0,5,32,41,7,19,8,6,1,2,3,1,2,1,5,3,14,16,68,43,7,1,7,7,3,6,2,4,2,10,10,4,3,1,7,13,10,6,4,8,2,3,8,8,0,3,8,7,3,7,4,3,3,6,1,0,5,4,17,11,0,0,5,1,22,18,6,2,13,17,12,20,1,8,6,2,2,0,5,6,18,15,14,16,1,5,9,9,1,7,0,0,12,12,11,15,3,1,5,3,0,1,14,10,15,14,1,6,1,4,5,4,7,3,10,11,16,13,13,11,8,8,9,12,17,3,12,11,10,7,35,34,2,3,5,7,8,4,2,4,5,7,2,1,4,2,2,0,2,1,0,2,1,6,642,625,"1,267"
13,3,3,6,10,7,5,2,5,8,5,4,2,29,22,16,10,9,4,4,4,0,2,5,2,6,4,15,12,56,61,6,6,3,11,7,7,3,7,7,4,6,7,2,5,5,5,6,10,4,1,9,9,2,7,4,3,4,5,4,1,8,9,4,2,0,1,11,5,6,8,1,2,2,5,18,13,4,10,22,16,13,13,5,3,7,7,1,1,2,6,9,11,15,17,5,5,10,7,7,7,0,0,8,7,16,13,7,3,4,7,0,2,12,11,9,9,2,5,1,1,4,4,4,4,13,15,11,12,17,10,4,4,8,14,14,10,11,11,9,9,33,32,2,3,10,5,10,12,1,5,9,10,3,0,4,2,1,2,1,4,2,4,8,6,630,623,"1,253"
14,7,1,9,10,5,10,9,10,5,10,4,4,34,28,12,15,5,5,3,1,2,2,5,1,3,3,9,8,65,43,6,5,5,6,7,11,3,3,12,5,4,6,4,2,9,7,12,7,9,3,8,10,7,1,4,2,4,11,8,4,4,6,2,1,0,1,3,4,7,7,3,1,3,6,8,18,8,9,16,16,7,15,4,6,2,9,0,3,8,5,11,13,17,20,6,5,7,14,8,4,0,0,9,10,9,24,4,10,5,3,2,1,7,11,12,11,2,3,4,1,8,5,1,1,10,15,23,12,12,6,9,5,7,5,13,7,18,12,14,6,43,32,1,0,4,14,8,4,4,1,4,7,0,4,8,1,2,5,2,0,3,1,7,13,658,627,"1,285"
15,2,4,9,7,9,3,5,7,4,1,4,6,30,30,12,16,5,9,4,2,2,2,4,7,8,6,12,10,60,56,5,2,10,2,9,6,6,4,4,9,4,3,5,0,9,4,8,10,10,4,2,7,9,6,2,3,11,4,3,1,6,3,1,3,2,0,7,9,3,7,0,1,4,1,10,11,2,5,22,13,6,5,2,7,6,3,0,1,10,5,10,11,17,11,2,3,6,5,5,8,0,0,7,1,16,6,5,5,4,6,2,0,11,11,13,11,4,8,1,1,5,1,2,2,11,11,9,17,8,9,8,5,10,6,9,8,11,13,9,8,32,34,4,4,5,6,10,7,6,3,10,9,0,1,4,1,1,1,0,2,0,1,10,8,615,549,"1,164"
16,2,6,6,15,12,5,8,6,9,11,4,3,31,21,9,14,10,10,6,0,1,1,1,0,6,5,6,5,50,49,2,3,8,5,6,7,2,5,2,7,5,5,3,0,8,1,7,9,8,6,8,2,9,8,4,0,12,6,4,5,7,5,4,2,0,1,8,6,10,10,0,0,7,4,11,5,8,7,16,20,9,5,3,6,5,6,2,1,1,9,16,10,14,12,4,5,4,4,7,4,0,0,11,3,9,10,4,11,3,2,2,1,10,10,7,15,7,8,4,3,8,5,3,5,9,6,8,13,13,8,8,7,10,8,9,13,11,13,11,12,41,35,2,4,11,5,11,8,2,4,4,5,1,1,2,3,0,3,1,2,2,3,5,12,614,580,"1,194"
17,2,1,8,9,5,4,5,8,7,9,1,6,27,27,23,9,11,12,2,5,0,1,4,4,4,4,13,14,56,72,6,3,10,5,10,5,5,6,8,5,4,7,5,1,4,8,10,3,4,6,3,7,3,6,3,2,12,7,7,3,7,8,1,3,0,0,3,5,7,7,1,1,2,6,5,12,7,7,30,17,4,7,3,2,5,8,3,1,11,6,17,12,15,18,8,5,8,10,3,6,0,0,9,10,15,20,3,4,6,4,0,2,15,10,12,15,5,5,2,1,6,5,2,2,10,8,12,9,9,11,12,10,10,11,8,10,13,13,7,14,27,32,6,0,9,9,6,5,2,4,2,9,1,4,2,3,3,3,1,1,3,1,5,9,625,644,"1,269"
18,6,4,12,12,14,11,8,7,6,6,7,4,18,18,14,19,5,14,4,1,2,0,3,3,2,6,11,9,63,50,4,5,6,10,10,4,5,6,3,6,4,4,3,0,3,4,10,13,4,6,7,2,9,3,4,0,9,8,7,4,9,5,5,2,1,2,10,6,12,11,4,1,5,3,5,8,7,12,28,27,5,8,7,7,9,5,2,3,5,7,7,14,20,9,7,5,5,7,21,4,0,0,5,5,19,10,6,6,3,6,1,1,18,22,16,5,8,8,3,3,2,2,3,3,8,16,11,13,8,8,7,9,9,7,5,4,15,15,10,10,26,24,6,1,11,6,8,9,9,6,4,7,0,0,3,1,6,0,2,1,4,3,6,6,679,602,"1,281"
19,4,7,9,10,5,15,9,6,8,4,5,3,22,22,17,19,10,14,5,1,0,1,5,5,8,7,16,16,73,51,4,2,4,7,7,6,2,8,8,8,6,10,4,7,8,8,8,11,3,6,7,4,10,7,3,2,17,9,7,8,16,8,4,3,1,0,8,5,10,17,4,12,6,5,15,9,3,9,24,19,15,6,8,4,7,4,1,4,7,9,13,13,15,14,11,7,8,4,15,9,0,0,11,8,15,11,5,10,2,3,2,1,17,19,11,13,6,8,0,0,3,5,4,2,5,10,15,13,8,15,7,9,9,4,14,19,23,29,11,11,21,15,0,2,11,8,2,11,9,6,10,9,3,3,4,4,4,2,3,1,3,1,9,10,732,707,"1,439"
20,4,3,13,20,7,12,9,7,8,9,8,3,22,16,19,16,15,11,2,2,1,0,7,6,6,4,17,12,69,63,13,4,10,7,9,11,4,6,7,7,8,6,6,4,11,9,12,6,3,6,8,6,4,7,1,0,9,10,8,2,8,14,6,2,0,0,7,18,14,12,7,18,6,6,10,8,13,15,26,18,10,10,5,2,6,5,5,3,15,9,9,16,12,11,3,4,7,9,9,7,0,0,4,11,11,21,3,7,2,5,1,2,19,22,12,12,3,10,5,1,2,7,1,3,13,19,10,8,7,13,7,7,9,15,16,11,11,13,14,8,13,28,2,5,10,4,7,11,11,8,4,3,1,4,4,0,3,2,4,1,2,1,13,13,722,737,"1,459"
21,7,5,15,23,7,9,11,10,2,8,6,4,27,16,21,13,6,12,1,2,4,1,5,3,9,7,14,25,95,57,5,6,5,4,6,9,11,6,14,15,11,6,5,4,9,18,12,11,4,4,5,5,8,15,2,1,10,8,5,7,13,5,1,1,1,0,11,14,22,29,13,4,7,5,2,12,9,14,31,33,8,5,7,9,10,9,0,5,13,14,13,13,14,11,10,2,8,10,11,14,0,0,12,6,5,12,7,4,4,2,2,0,14,18,14,15,11,4,1,2,5,1,1,5,14,12,8,12,10,13,8,9,8,5,22,9,15,17,13,14,14,15,3,4,7,7,11,15,9,7,6,4,0,5,6,1,2,4,0,0,6,4,11,14,795,763,"1,558"
22,5,5,16,31,7,2,10,13,10,8,7,7,19,22,14,13,11,7,4,4,2,0,6,2,6,4,19,26,63,56,3,7,13,4,5,9,8,11,31,21,9,14,3,8,17,7,13,10,2,6,6,10,9,17,0,3,12,16,1,2,8,13,0,1,0,0,9,15,23,15,6,9,3,9,5,12,14,17,32,26,11,10,14,3,2,10,1,2,22,22,16,14,13,20,5,7,10,5,6,4,0,0,13,19,19,25,3,3,3,3,2,1,20,17,5,11,6,8,1,4,6,8,1,1,15,22,15,10,10,15,7,9,10,8,6,10,16,6,16,15,13,15,3,4,4,3,7,8,10,6,3,2,0,1,3,2,1,3,3,0,1,1,14,10,767,809,"1,576"
23,2,3,20,32,5,13,11,13,10,9,5,9,12,14,31,12,16,6,1,2,3,1,3,3,10,3,15,19,66,55,9,2,6,7,5,5,10,7,36,18,13,15,6,12,20,18,10,8,5,4,3,6,13,2,4,4,10,8,3,1,6,4,5,2,0,0,12,21,24,20,4,9,14,7,5,11,10,18,26,34,8,4,6,1,5,4,3,1,10,21,14,14,7,8,7,5,9,4,5,5,0,0,12,9,8,10,4,3,3,1,0,0,19,25,12,10,6,6,3,0,1,7,2,2,15,21,10,7,10,11,2,8,7,5,9,6,23,20,13,14,9,14,2,3,4,5,11,13,7,1,5,1,2,0,1,2,3,2,0,2,1,1,14,15,761,728,"1,489"
24,2,3,29,24,8,3,24,17,6,7,6,4,12,14,12,16,14,5,2,0,0,1,4,1,5,6,22,17,82,55,4,4,7,7,10,6,10,8,36,12,12,13,5,14,18,16,15,7,3,3,3,7,15,15,3,3,6,8,6,4,7,8,0,2,0,0,12,16,24,20,13,5,20,13,12,12,11,15,21,48,3,7,8,3,5,7,0,2,16,12,13,23,17,14,4,6,5,10,11,10,0,0,10,12,11,7,0,2,4,2,3,2,26,27,17,17,4,10,1,3,6,2,2,2,16,13,8,8,11,9,5,13,7,7,7,4,12,11,8,15,8,11,3,2,5,3,7,13,3,11,1,4,2,1,5,2,0,1,2,0,0,0,16,19,793,766,"1,559"
25,2,6,20,31,11,9,14,18,10,7,2,6,17,19,10,9,12,14,1,0,1,1,3,3,13,11,30,25,59,51,3,2,10,5,9,7,4,9,32,19,20,14,12,12,13,17,4,4,6,5,4,4,5,11,5,1,10,15,1,6,9,4,0,0,1,1,16,16,27,19,10,6,14,10,7,12,11,15,28,23,2,10,7,6,6,6,0,2,3,25,13,19,13,12,7,8,7,5,7,4,0,0,16,14,8,6,1,5,3,3,2,2,26,14,9,16,4,3,1,0,1,3,1,3,21,15,6,8,15,13,3,3,3,4,7,5,22,19,19,11,7,8,2,2,6,5,10,11,4,2,4,2,0,3,3,2,1,1,0,2,1,1,14,7,751,737,"1,488"
26,5,3,15,25,7,8,16,12,5,8,6,4,9,19,15,13,9,3,0,0,5,4,7,3,6,6,26,24,68,57,7,7,4,7,8,7,11,9,23,21,14,16,3,2,15,13,11,7,3,3,2,5,12,14,3,5,8,7,3,4,7,7,1,0,0,0,21,7,24,21,13,12,12,14,11,15,14,10,19,23,5,10,6,9,4,3,1,0,16,19,19,22,10,9,4,9,3,3,8,8,0,0,13,7,9,12,0,2,4,3,3,1,18,22,9,14,4,4,1,2,0,3,4,3,19,25,6,10,23,17,2,5,7,11,4,8,10,8,14,14,4,12,4,2,6,4,2,12,4,6,1,6,2,1,8,1,2,1,4,2,0,0,13,13,724,748,"1,472"
27,2,3,18,16,6,9,10,9,16,7,6,6,9,16,13,5,10,5,2,1,1,1,4,1,8,10,25,26,54,43,4,2,5,6,13,6,9,9,33,20,19,15,3,4,19,14,8,6,6,7,5,2,9,5,3,4,5,7,4,6,6,8,1,0,0,1,13,15,26,16,7,6,8,13,7,4,10,11,30,31,1,9,5,4,5,4,3,0,17,22,11,16,14,15,12,9,5,3,9,5,0,0,7,8,8,8,4,4,5,2,0,1,18,31,14,9,7,6,1,1,2,2,1,4,11,17,3,3,8,6,6,7,10,7,9,5,15,5,17,13,9,8,3,1,6,5,6,7,6,4,5,3,0,1,2,1,0,1,2,1,0,2,10,20,714,656,"1,370"
28,5,2,22,14,7,4,15,12,11,10,4,4,10,18,18,9,9,9,0,1,2,4,0,2,12,5,18,18,48,37,3,3,9,7,8,9,10,10,32,15,14,14,7,15,12,10,7,6,5,6,4,2,11,8,1,2,10,5,1,4,5,3,0,0,1,0,13,18,14,19,8,6,12,7,6,8,16,13,29,23,8,9,9,3,4,8,2,0,14,21,8,18,17,16,11,7,3,2,9,9,0,0,11,12,9,8,2,3,1,1,0,2,21,27,12,5,5,10,0,1,1,3,4,2,15,17,5,8,7,3,2,5,7,3,4,5,10,15,16,14,7,16,1,0,5,3,4,9,8,3,2,3,0,2,0,0,0,2,1,1,0,0,14,16,678,654,"1,332"
29,4,3,14,23,10,5,7,9,8,11,6,3,15,12,12,8,8,6,0,0,2,3,8,7,11,11,32,16,52,46,6,6,7,6,11,9,2,10,19,14,12,19,7,7,13,5,2,6,3,4,3,4,9,8,3,4,4,9,10,4,8,5,1,3,0,0,12,14,20,14,4,3,5,12,2,3,18,20,22,25,7,4,5,5,4,4,1,0,9,14,16,10,12,10,14,9,5,8,1,7,0,0,9,8,14,12,6,5,3,1,1,0,23,16,5,11,6,4,4,2,5,1,4,6,12,20,2,8,11,8,8,4,5,2,5,6,14,9,9,13,7,4,3,3,4,3,12,13,5,5,2,3,1,0,0,1,2,2,2,1,2,1,19,10,671,630,"1,301"
30,3,9,19,23,3,4,8,8,9,5,5,3,11,13,7,5,7,9,2,4,1,3,4,2,14,8,15,15,37,37,3,3,13,8,5,10,6,7,23,19,19,22,4,6,10,11,6,13,6,12,8,3,8,10,4,3,4,7,4,6,6,7,0,3,0,0,20,12,15,18,3,3,7,5,6,8,13,11,25,33,10,3,7,8,3,3,0,0,7,12,18,16,28,17,11,8,4,3,5,4,0,0,15,2,11,7,2,2,2,1,1,2,26,14,8,7,8,9,1,2,3,3,2,2,20,15,5,5,11,10,5,5,8,5,3,3,16,20,13,9,25,15,0,2,3,2,6,7,4,4,2,4,0,0,2,1,2,0,4,0,0,0,18,11,682,631,"1,313"
31,1,3,15,13,6,8,10,11,7,13,5,4,12,11,3,11,9,8,3,2,5,8,7,3,12,7,10,15,46,46,4,3,4,7,17,6,6,11,21,17,9,6,7,4,9,10,7,11,8,7,3,5,7,6,3,2,7,9,7,9,7,12,0,0,1,0,16,12,25,16,6,2,6,8,5,8,13,10,27,11,9,12,5,3,3,6,2,0,10,13,14,12,15,17,17,9,4,3,7,10,0,0,8,8,18,11,1,1,3,2,0,1,31,23,16,10,2,5,3,1,5,1,5,4,17,18,7,3,11,8,8,5,5,9,10,6,11,14,9,9,14,20,2,2,2,3,8,8,4,7,3,2,0,2,1,3,1,0,3,2,1,0,14,11,685,639,"1,324"
32,6,3,12,17,6,4,7,11,9,10,4,6,22,9,10,8,11,6,2,1,3,3,4,2,6,8,8,13,39,35,3,2,6,4,11,14,7,12,23,20,11,13,6,3,12,9,4,5,8,10,4,5,8,6,3,3,16,10,5,3,7,3,2,1,0,0,21,18,20,18,5,6,13,7,10,9,14,16,21,15,7,13,5,6,6,9,1,1,6,10,22,25,11,24,18,5,7,6,9,4,0,0,12,8,8,11,4,7,3,2,1,2,23,25,11,10,8,4,1,3,1,3,3,2,15,21,7,8,10,19,3,2,3,5,11,2,17,20,16,6,19,25,2,2,5,4,12,13,5,4,3,0,1,1,1,3,2,0,6,4,1,1,12,11,707,679,"1,386"
33,6,2,25,12,3,8,20,12,9,7,3,9,11,15,16,11,12,6,5,1,5,4,6,5,9,10,17,16,44,40,4,8,3,10,10,10,12,9,20,15,7,7,9,4,9,13,13,10,8,7,9,1,6,10,3,2,7,9,5,5,7,4,4,3,1,0,14,14,24,14,9,4,4,6,7,5,9,19,30,13,13,23,5,4,8,9,1,0,10,10,19,13,20,25,14,5,5,9,7,6,0,0,11,6,13,13,1,2,4,1,5,3,20,24,18,9,10,3,1,4,8,1,7,2,13,14,10,15,13,27,5,9,7,10,8,8,14,24,15,10,15,23,2,0,10,7,5,14,10,7,7,4,1,2,1,2,2,2,4,1,0,0,22,15,789,726,"1,515"
34,7,5,17,19,8,9,14,12,7,8,14,10,7,10,5,5,12,11,1,3,7,1,2,3,7,6,15,12,70,54,2,6,8,9,17,8,9,12,27,10,11,15,9,3,19,25,10,9,2,7,8,2,11,14,2,2,2,10,6,7,12,7,1,0,1,0,10,15,22,17,9,2,10,8,10,8,22,11,27,19,21,25,8,4,6,2,1,0,12,12,28,19,19,19,17,15,3,6,4,4,0,0,13,10,10,13,3,2,2,1,3,1,27,26,15,14,9,6,1,1,3,2,6,9,20,23,16,12,10,7,5,3,9,10,12,6,16,23,13,10,18,29,1,1,10,12,10,10,8,7,4,4,1,0,1,1,0,1,6,3,1,2,13,14,845,763,"1,608"
