市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2021-03-31,関戸１丁目,962,430,532,10,10,18,13,17,10,16,22,20,19,18,17,23,22,24,31,22,18,35,40,18,38,39,35,28,38,30,41,39,43,25,29,20,33,28,73,499,
132241,12,東京都,多摩市,2021-03-31,関戸２丁目,2717,1320,1397,56,41,47,48,44,43,44,53,93,130,89,109,88,84,95,80,134,97,114,100,96,115,112,108,71,69,61,61,65,80,43,58,35,53,33,68,1501,
132241,13,東京都,多摩市,2021-03-31,関戸３丁目,1377,657,720,22,14,20,23,34,32,45,38,34,39,41,35,26,33,47,47,40,45,41,70,81,52,46,47,47,35,29,40,33,52,32,46,21,27,18,45,690,
132241,14,東京都,多摩市,2021-03-31,関戸４丁目,2160,1021,1139,23,39,30,31,30,31,35,34,65,60,62,60,59,54,74,77,81,52,83,96,102,106,83,75,53,78,74,56,60,95,50,67,27,55,30,73,1244,
132241,15,東京都,多摩市,2021-03-31,関戸５丁目,1486,717,769,28,38,26,41,37,34,34,31,36,41,50,43,41,43,61,57,75,68,68,65,57,49,44,44,36,36,32,37,40,49,24,30,14,24,14,39,760,
132241,16,東京都,多摩市,2021-03-31,関戸６丁目,894,456,438,18,16,19,15,16,21,21,22,32,27,24,23,31,32,31,26,31,23,41,31,44,42,39,36,29,27,30,28,22,33,14,14,6,11,8,11,418,
132241,21,東京都,多摩市,2021-03-31,連光寺１丁目,3750,1876,1874,50,46,108,74,156,139,128,118,92,82,60,84,63,58,89,80,162,186,223,228,187,169,122,106,88,77,78,87,101,98,62,85,55,64,52,93,1620,
132241,22,東京都,多摩市,2021-03-31,連光寺２丁目,2393,1197,1196,32,30,55,43,64,68,75,77,97,70,68,44,41,40,57,61,70,70,110,119,136,145,115,104,67,61,59,67,68,72,43,47,21,51,19,27,1021,
132241,23,東京都,多摩市,2021-03-31,連光寺３丁目,1780,902,878,30,36,35,30,32,30,41,59,62,41,48,37,51,40,72,54,67,46,74,76,80,79,78,64,40,51,45,53,54,56,37,47,27,39,29,40,836,
132241,24,東京都,多摩市,2021-03-31,連光寺４丁目,534,269,265,10,3,10,9,9,12,21,9,10,10,3,2,13,11,15,19,17,19,28,23,29,14,21,19,13,17,15,15,17,21,13,22,15,16,10,24,259,
132241,25,東京都,多摩市,2021-03-31,連光寺５丁目,379,196,183,13,10,7,8,8,11,5,5,10,3,11,13,21,19,15,10,15,12,20,11,11,9,12,8,10,8,13,6,10,16,8,10,4,9,3,15,198,
132241,26,東京都,多摩市,2021-03-31,連光寺６丁目,767,420,347,8,16,17,11,19,12,17,19,25,15,22,16,23,15,35,24,36,23,47,24,44,33,22,16,15,16,20,21,28,27,30,17,9,17,3,25,388,
132241,30,東京都,多摩市,2021-03-31,貝取,1188,620,568,36,24,24,19,27,17,28,28,36,24,50,43,48,39,54,49,58,52,68,63,37,42,49,46,31,35,20,25,29,24,17,17,7,9,1,12,632,
132241,40,東京都,多摩市,2021-03-31,乞田,2575,1335,1240,55,45,56,47,59,51,58,54,87,99,131,109,65,71,87,75,106,84,135,111,97,98,122,103,98,66,60,55,48,56,27,45,28,39,16,32,1322,
132241,60,東京都,多摩市,2021-03-31,和田,9306,4786,4520,172,160,260,240,299,249,302,278,375,286,281,234,236,212,270,276,414,333,465,413,453,385,348,267,209,209,191,193,193,219,149,191,99,159,70,216,4272,
