町丁目別人口・世帯数　令和３年１０月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,433,527,960,504
関戸２丁目,"1,307","1,408","2,715","1,514"
関戸３丁目,658,711,"1,369",687
関戸４丁目,"1,032","1,139","2,171","1,258"
関戸５丁目,703,760,"1,463",751
関戸６丁目,452,438,890,417
,"4,585","4,983","9,568","5,131"
,,,,
連光寺１丁目,"1,892","1,891","3,783","1,637"
連光寺２丁目,"1,202","1,183","2,385","1,016"
連光寺３丁目,896,885,"1,781",845
連光寺４丁目,281,264,545,266
連光寺５丁目,202,187,389,202
連光寺６丁目,414,350,764,387
,"4,887","4,760","9,647","4,353"
,,,,
貝取,621,559,"1,180",628
,621,559,"1,180",628
,,,,
乞田,"1,309","1,221","2,530","1,300"
,"1,309","1,221","2,530","1,300"
,,,,
和田,"4,809","4,522","9,331","4,305"
,"4,809","4,522","9,331","4,305"
,,,,
百草,460,437,897,438
,460,437,897,438
,,,,
落川,645,642,"1,287",576
,645,642,"1,287",576
,,,,
東寺方,893,843,"1,736",839
東寺方１丁目,565,653,"1,218",615
,"1,458","1,496","2,954","1,454"
,,,,
一ノ宮１丁目,"1,189",974,"2,163","1,411"
一ノ宮２丁目,764,753,"1,517",915
一ノ宮３丁目,428,432,860,500
一ノ宮４丁目,976,990,"1,966","1,019"
,"3,357","3,149","6,506","3,845"
,,,,
桜ヶ丘１丁目,938,"1,042","1,980",921
桜ヶ丘２丁目,638,738,"1,376",623
桜ヶ丘３丁目,601,651,"1,252",542
桜ヶ丘４丁目,750,813,"1,563",832
,"2,927","3,244","6,171","2,918"
,,,,
和田(百草団地),615,657,"1,272",870
,615,657,"1,272",870
,,,,
聖ヶ丘１丁目,889,"1,005","1,894",881
聖ヶ丘２丁目,819,960,"1,779",851
聖ヶ丘３丁目,"1,031","1,080","2,111",940
聖ヶ丘４丁目,354,380,734,298
聖ヶ丘５丁目,56,48,104,34
,"3,149","3,473","6,622","3,004"
,,,,
馬引沢１丁目,923,886,"1,809",953
馬引沢２丁目,"1,231","1,147","2,378","1,283"
,"2,154","2,033","4,187","2,236"
,,,,
山王下１丁目,298,333,631,503
,298,333,631,503
,,,,
中沢１丁目,658,588,"1,246",732
中沢２丁目,900,973,"1,873",842
,"1,558","1,561","3,119","1,574"
,,,,
唐木田１丁目,"1,112","1,186","2,298","1,167"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,112","1,186","2,298","1,167"
,,,,
諏訪１丁目,"2,053","2,067","4,120","2,029"
諏訪２丁目,"1,763","1,944","3,707","1,637"
諏訪３丁目,511,516,"1,027",500
諏訪４丁目,696,891,"1,587",866
諏訪５丁目,222,302,524,326
諏訪６丁目,0,0,0,0
,"5,245","5,720","10,965","5,358"
,,,,
永山１丁目,948,986,"1,934","1,131"
永山２丁目,"1,580","1,587","3,167","1,588"
永山３丁目,"1,860","2,113","3,973","2,043"
永山４丁目,"1,370","1,541","2,911","1,856"
永山５丁目,930,"1,078","2,008",883
永山６丁目,633,625,"1,258",629
永山７丁目,0,0,0,0
,"7,321","7,930","15,251","8,130"
,,,,
貝取１丁目,"1,029",931,"1,960",979
貝取２丁目,"1,567","1,736","3,303","1,507"
貝取３丁目,401,545,946,449
貝取４丁目,515,556,"1,071",536
貝取５丁目,235,293,528,312
,"3,747","4,061","7,808","3,783"
,,,,
豊ヶ丘１丁目,"1,629","1,554","3,183","1,645"
豊ヶ丘２丁目,"1,418","1,479","2,897","1,355"
豊ヶ丘３丁目,741,860,"1,601",713
豊ヶ丘４丁目,331,370,701,400
豊ヶ丘５丁目,593,694,"1,287",659
豊ヶ丘６丁目,419,499,918,503
,"5,131","5,456","10,587","5,275"
,,,,
落合１丁目,"1,451","1,558","3,009","1,526"
落合２丁目,"1,143","1,110","2,253",901
落合３丁目,"1,445","1,541","2,986","1,498"
落合４丁目,964,"1,131","2,095","1,123"
落合５丁目,"1,045","1,089","2,134",927
落合６丁目,885,833,"1,718",799
,"6,933","7,262","14,195","6,774"
,,,,
鶴牧１丁目,"1,298","1,348","2,646","1,254"
鶴牧２丁目,886,800,"1,686",861
鶴牧３丁目,"2,098","2,239","4,337","1,590"
鶴牧４丁目,356,398,754,337
鶴牧５丁目,909,"1,032","1,941",854
鶴牧６丁目,860,904,"1,764",805
,"6,407","6,721","13,128","5,701"
,,,,
南野１丁目,2,0,2,2
南野２丁目,476,447,923,477
南野３丁目,465,466,931,399
,943,913,"1,856",878
,,,,
東寺方３丁目,131,197,328,187
,131,197,328,187
,,,,
和田３丁目,401,477,878,519
,401,477,878,519
,,,,
愛宕１丁目,247,268,515,290
愛宕２丁目,428,443,871,489
愛宕３丁目,295,429,724,467
愛宕４丁目,"1,238","1,378","2,616","1,385"
,"2,208","2,518","4,726","2,631"
,,,,
,"72,411","75,511","147,922","73,538"
,,,,
,,,,
,,,,
