町丁目別人口・世帯主　令和３年５月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,430,534,964,497
関戸２丁目,"1,320","1,400","2,720","1,507"
関戸３丁目,658,716,"1,374",687
関戸４丁目,"1,023","1,142","2,165","1,250"
関戸５丁目,712,764,"1,476",756
関戸６丁目,456,439,895,419
,"4,599","4,995","9,594","5,116"
,,,,
連光寺１丁目,"1,880","1,883","3,763","1,627"
連光寺２丁目,"1,199","1,193","2,392","1,021"
連光寺３丁目,902,873,"1,775",837
連光寺４丁目,273,266,539,261
連光寺５丁目,200,184,384,202
連光寺６丁目,422,348,770,390
,"4,876","4,747","9,623","4,338"
,,,,
貝取,623,568,"1,191",635
,623,568,"1,191",635
,,,,
乞田,"1,324","1,230","2,554","1,315"
,"1,324","1,230","2,554","1,315"
,,,,
和田,"4,801","4,533","9,334","4,301"
,"4,801","4,533","9,334","4,301"
,,,,
百草,468,450,918,441
,468,450,918,441
,,,,
落川,648,642,"1,290",589
,648,642,"1,290",589
,,,,
東寺方,886,841,"1,727",833
東寺方１丁目,553,664,"1,217",612
,"1,439","1,505","2,944","1,445"
,,,,
一ノ宮１丁目,"1,203",969,"2,172","1,423"
一ノ宮２丁目,763,752,"1,515",926
一ノ宮３丁目,432,440,872,504
一ノ宮４丁目,979,"1,004","1,983","1,043"
,"3,377","3,165","6,542","3,896"
,,,,
桜ヶ丘１丁目,944,"1,046","1,990",928
桜ヶ丘２丁目,644,749,"1,393",635
桜ヶ丘３丁目,607,654,"1,261",550
桜ヶ丘４丁目,750,816,"1,566",829
,"2,945","3,265","6,210","2,942"
,,,,
和田（百草団地）,614,666,"1,280",869
,614,666,"1,280",869
,,,,
聖ヶ丘１丁目,897,"1,028","1,925",893
聖ヶ丘２丁目,824,972,"1,796",849
聖ヶ丘３丁目,"1,041","1,079","2,120",942
聖ヶ丘４丁目,354,380,734,298
聖ヶ丘５丁目,57,49,106,35
,"3,173","3,508","6,681","3,017"
,,,,
馬引沢１丁目,929,904,"1,833",971
馬引沢２丁目,"1,239","1,147","2,386","1,290"
,"2,168","2,051","4,219","2,261"
,,,,
山王下１丁目,306,342,648,513
,306,342,648,513
,,,,
中沢１丁目,638,556,"1,194",694
中沢２丁目,905,978,"1,883",852
,"1,543","1,534","3,077","1,546"
,,,,
唐木田１丁目,"1,119","1,192","2,311","1,165"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,119","1,192","2,311","1,165"
,,,,
諏訪１丁目,"2,067","2,079","4,146","2,033"
諏訪２丁目,"1,771","1,955","3,726","1,645"
諏訪３丁目,522,535,"1,057",514
諏訪４丁目,708,909,"1,617",883
諏訪５丁目,224,307,531,329
諏訪６丁目,0,0,0,0
,"5,292","5,785","11,077","5,404"
,,,,
永山１丁目,948,"1,003","1,951","1,138"
永山２丁目,"1,592","1,588","3,180","1,582"
永山３丁目,"1,865","2,098","3,963","2,028"
永山４丁目,"1,375","1,525","2,900","1,848"
永山５丁目,937,"1,078","2,015",885
永山６丁目,625,620,"1,245",626
永山７丁目,0,0,0,0
,"7,342","7,912","15,254","8,107"
,,,,
貝取１丁目,"1,027",930,"1,957",969
貝取２丁目,"1,574","1,744","3,318","1,503"
貝取３丁目,400,543,943,444
貝取４丁目,515,555,"1,070",537
貝取５丁目,241,295,536,314
,"3,757","4,067","7,824","3,767"
,,,,
豊ヶ丘１丁目,"1,610","1,538","3,148","1,621"
豊ヶ丘２丁目,"1,420","1,471","2,891","1,342"
豊ヶ丘３丁目,739,862,"1,601",710
豊ヶ丘４丁目,331,374,705,404
豊ヶ丘５丁目,597,694,"1,291",657
豊ヶ丘６丁目,415,501,916,498
,"5,112","5,440","10,552","5,232"
,,,,
落合１丁目,"1,463","1,561","3,024","1,531"
落合２丁目,"1,139","1,116","2,255",902
落合３丁目,"1,449","1,557","3,006","1,495"
落合４丁目,965,"1,143","2,108","1,122"
落合５丁目,"1,051","1,103","2,154",930
落合６丁目,869,830,"1,699",786
,"6,936","7,310","14,246","6,766"
,,,,
鶴牧１丁目,"1,311","1,352","2,663","1,265"
鶴牧２丁目,881,802,"1,683",852
鶴牧３丁目,"2,088","2,223","4,311","1,582"
鶴牧４丁目,358,401,759,340
鶴牧５丁目,927,"1,035","1,962",859
鶴牧６丁目,854,901,"1,755",796
,"6,419","6,714","13,133","5,694"
,,,,
南野１丁目,1,0,1,1
南野２丁目,475,447,922,474
南野３丁目,460,466,926,397
,936,913,"1,849",872
,,,,
東寺方３丁目,130,198,328,187
,130,198,328,187
,,,,
和田３丁目,408,486,894,527
,408,486,894,527
,,,,
愛宕１丁目,280,321,601,344
愛宕２丁目,432,447,879,491
愛宕３丁目,295,439,734,469
愛宕４丁目,"1,245","1,381","2,626","1,381"
,"2,252","2,588","4,840","2,685"
,,,,
,"72,607","75,806","148,413","73,630"
