年齢別人口　令和３年４月１日現在,,,,
年齢,男,女,合計,
0,385,383,768,
1,482,438,920,
2,479,439,918,
3,558,498,"1,056",
4,540,551,"1,091",
5,537,542,"1,079",
6,593,583,"1,176",
7,613,602,"1,215",
8,583,539,"1,122",
9,619,563,"1,182",
小計,"5,389","5,138","10,527",
10,589,612,"1,201",
11,663,635,"1,298",
12,642,625,"1,267",
13,630,623,"1,253",
14,658,627,"1,285",
15,615,549,"1,164",
16,614,580,"1,194",
17,625,644,"1,269",
18,679,602,"1,281",
19,732,707,"1,439",
小計,"6,447","6,204","12,651",
20,722,737,"1,459",
21,795,763,"1,558",
22,767,809,"1,576",
23,761,728,"1,489",
24,793,766,"1,559",
25,751,737,"1,488",
26,724,748,"1,472",
27,714,656,"1,370",
28,678,654,"1,332",
29,671,630,"1,301",
小計,"7,376","7,228","14,604",
30,682,631,"1,313",
31,685,639,"1,324",
32,707,679,"1,386",
33,789,726,"1,515",
34,845,763,"1,608",
35,815,797,"1,612",
36,898,847,"1,745",
37,951,906,"1,857",
38,940,954,"1,894",
39,917,925,"1,842",
小計,"8,229","7,867","16,096",
40,"1,058",935,"1,993",
41,"1,079",911,"1,990",
42,"1,068","1,022","2,090",
43,"1,150","1,115","2,265",
44,"1,177","1,050","2,227",
45,"1,134","1,145","2,279",
46,"1,260","1,238","2,498",
47,"1,288","1,210","2,498",
48,"1,287","1,288","2,575",
49,"1,366","1,237","2,603",
小計,"11,867","11,151","23,018",
50,"1,177","1,163","2,340",
51,"1,176","1,169","2,345",
52,"1,232","1,170","2,402",
53,"1,170","1,058","2,228",
54,"1,016",930,"1,946",
55,"1,036",959,"1,995",
56,"1,030","1,025","2,055",
57,948,891,"1,839",
58,915,891,"1,806",
59,862,847,"1,709",
小計,"10,562","10,103","20,665",
60,798,790,"1,588",
61,788,803,"1,591",
62,735,832,"1,567",
63,780,825,"1,605",
64,720,830,"1,550",
65,763,912,"1,675",
66,748,934,"1,682",
67,803,950,"1,753",
68,858,"1,047","1,905",
69,957,"1,053","2,010",
小計,"7,950","8,976","16,926",
70,996,"1,189","2,185",
71,"1,115","1,344","2,459",
72,"1,210","1,429","2,639",
73,"1,249","1,475","2,724",
74,930,"1,080","2,010",
75,676,835,"1,511",
76,844,986,"1,830",
77,887,"1,199","2,086",
78,895,"1,051","1,946",
79,846,980,"1,826",
小計,"9,648","11,568","21,216",
80,751,960,"1,711",
81,641,778,"1,419",
82,536,685,"1,221",
83,554,661,"1,215",
84,472,640,"1,112",
85,431,637,"1,068",
86,373,475,848,
87,317,460,777,
88,278,433,711,
89,200,361,561,
小計,"4,553","6,090","10,643",
90,157,306,463,
91,120,244,364,
92,91,228,319,
93,55,184,239,
94,55,137,192,
95,26,117,143,
96,23,87,110,
97,15,67,82,
98,11,36,47,
99,1,34,35,
小計,554,"1,440","1,994",
100以上,8,63,71,
合計,"72,583","75,828","148,411",
,,,,
