年齢別人口　令和３年１2月１日現在,,,,
年齢,男,女,合計,
0,379,340,719,
1,420,406,826,
2,497,440,937,
3,467,461,928,
4,577,493,"1,070",
5,537,539,"1,076",
6,552,567,"1,119",
7,577,583,"1,160",
8,627,587,"1,214",
9,599,533,"1,132",
小計,"5,232","4,949","10,181",
10,605,569,"1,174",
11,620,643,"1,263",
12,637,605,"1,242",
13,643,647,"1,290",
14,642,626,"1,268",
15,629,594,"1,223",
16,628,563,"1,191",
17,614,604,"1,218",
18,637,642,"1,279",
19,753,661,"1,414",
小計,"6,408","6,154","12,562",
20,730,720,"1,450",
21,768,761,"1,529",
22,785,752,"1,537",
23,741,768,"1,509",
24,744,702,"1,446",
25,804,723,"1,527",
26,721,687,"1,408",
27,686,679,"1,365",
28,691,665,"1,356",
29,657,643,"1,300",
小計,"7,327","7,100","14,427",
30,684,613,"1,297",
31,716,614,"1,330",
32,660,637,"1,297",
33,743,696,"1,439",
34,833,743,"1,576",
35,791,777,"1,568",
36,879,808,"1,687",
37,914,879,"1,793",
38,894,906,"1,800",
39,972,943,"1,915",
小計,"8,086","7,616","15,702",
40,950,915,"1,865",
41,"1,053",911,"1,964",
42,"1,066",971,"2,037",
43,"1,123","1,024","2,147",
44,"1,135","1,128","2,263",
45,"1,183","1,092","2,275",
46,"1,147","1,142","2,289",
47,"1,281","1,239","2,520",
48,"1,292","1,232","2,524",
49,"1,320","1,287","2,607",
小計,"11,550","10,941","22,491",
50,"1,272","1,201","2,473",
51,"1,217","1,186","2,403",
52,"1,177","1,133","2,310",
53,"1,229","1,170","2,399",
54,"1,177","1,064","2,241",
55,899,830,"1,729",
56,"1,081","1,045","2,126",
57,"1,010",961,"1,971",
58,937,910,"1,847",
59,890,839,"1,729",
小計,"10,889","10,339","21,228",
60,832,844,"1,676",
61,797,775,"1,572",
62,771,834,"1,605",
63,770,864,"1,634",
64,706,807,"1,513",
65,757,813,"1,570",
66,767,929,"1,696",
67,748,934,"1,682",
68,804,986,"1,790",
69,912,"1,056","1,968",
小計,"7,864","8,842","16,706",
70,936,"1,109","2,045",
71,996,"1,226","2,222",
72,"1,155","1,399","2,554",
73,"1,253","1,431","2,684",
74,"1,148","1,354","2,502",
75,739,923,"1,662",
76,756,881,"1,637",
77,847,"1,124","1,971",
78,867,"1,124","1,991",
79,894,"1,021","1,915",
小計,"9,591","11,592","21,183",
80,772,959,"1,731",
81,701,880,"1,581",
82,591,741,"1,332",
83,497,648,"1,145",
84,527,614,"1,141",
85,428,634,"1,062",
86,376,560,936,
87,332,424,756,
88,255,459,714,
89,230,390,620,
小計,"4,709","6,309","11,018",
90,177,290,467,
91,122,264,386,
92,98,209,307,
93,59,196,255,
94,50,153,203,
95,36,115,151,
96,24,92,116,
97,12,66,78,
98,11,48,59,
99,6,23,29,
小計,595,"1,456","2,051",
100以上,5,57,62,
合計,"72,256","75,355","147,611",
,,,,
