令和６年１月９日現在小学校児童数,,,,,,,,,,
,※上段は児童数、下段は学級数。,,,,,,,,,
,,,,,,,,,,
,,通常の学級,,,,,,,特別支援学級,総計
,,1年,2年,3年,4年,5年,6年,計,固定,
1,杉並第一,36,59,60,50,56,67,328,,328
,,2,2,2,2,2,2,12,,12
2,杉並第二,105,143,123,105,122,107,705,,705
,,4,5,4,4,4,4,25,,25
3,杉並第三,38,53,35,30,31,31,218,12,230
,,2,2,1,1,1,1,8,2,10
4,杉並第六,45,69,57,62,60,57,350,,350
,,2,2,2,2,2,2,12,,12
5,杉並第七,86,64,79,60,61,59,409,,409
,,3,2,3,2,2,2,14,,14
6,杉並第九,102,83,85,95,81,82,528,,528
,,3,3,3,3,3,3,18,,18
7,杉並第十,92,73,94,86,91,83,519,,519
,,3,3,3,3,3,3,18,,18
8,西田,131,153,109,103,115,108,719,,719
,,4,5,4,3,4,4,24,,24
9,東田,67,70,61,65,65,79,407,,407
,,2,3,2,2,2,3,14,,14
10,馬橋,84,85,85,101,85,92,532,13,545
,,3,3,3,3,3,3,18,2,20
11,桃井第一,136,147,134,142,124,146,829,,829
,,4,5,4,5,4,5,27,,27
12,桃井第二,99,95,111,109,84,65,563,29,592
,,3,3,4,4,3,2,19,4,23
13,桃井第三,75,51,70,76,76,65,413,13,426
,,3,2,3,3,3,2,16,2,18
14,桃井第四,100,87,94,90,94,94,559,,559
,,3,3,3,3,3,3,18,,18
15,桃井第五,118,117,112,107,98,115,667,,667
,,4,4,4,4,3,4,23,,23
16,四宮,133,122,134,116,113,136,754,27,781
,,4,4,4,4,4,4,24,4,28
17,荻窪,142,108,153,124,118,127,772,,772
,,5,3,5,4,4,4,25,,25
18,井荻,70,92,85,73,80,66,466,,466
,,3,3,3,3,3,2,17,,17
19,沓掛,97,100,87,106,111,88,589,,589
,,3,3,3,4,4,3,20,,20
20,高井戸,133,132,146,136,121,144,812,,812
,,4,4,5,4,4,5,26,,26
21,高井戸第二,99,126,112,132,114,139,722,40,762
,,3,4,4,4,4,4,23,6,29
22,高井戸第三,92,102,90,102,93,74,553,,553
,,3,3,3,3,3,3,18,,18
23,高井戸第四,73,75,65,87,72,80,452,,452
,,3,3,2,3,2,3,16,,16
24,松庵,76,81,64,65,74,78,438,,438
,,3,3,2,2,2,3,15,,15
25,浜田山,150,145,126,135,151,130,837,,837
,,5,5,4,4,5,4,27,,27
26,富士見丘,75,79,79,63,76,60,432,,432
,,3,3,3,2,3,2,16,,16
27,大宮,90,75,80,78,78,86,487,,487
,,3,3,3,3,3,3,18,,18
28,堀之内,92,86,67,81,80,77,483,,483
,,3,3,2,3,3,3,17,,17
29,和田,85,82,74,75,66,69,451,,451
,,3,3,3,3,2,2,16,,16
30,方南,95,111,80,88,81,75,530,,530
,,3,4,3,3,3,3,19,,19
31,済美,72,67,69,64,62,59,393,28,421
,,3,2,3,2,2,2,14,4,18
32,八成,89,88,94,102,89,95,557,,557
,,3,3,3,3,3,3,18,,18
33,三谷,99,77,100,93,96,72,537,,537
,,3,3,3,3,3,3,18,,18
34,松ノ木,56,67,51,58,41,41,314,,314
,,2,3,2,2,2,2,13,,13
35,高井戸東,79,92,87,91,81,103,533,,533
,,3,3,3,3,3,3,18,,18
36,久我山,85,84,97,76,65,90,497,,497
,,3,3,3,3,2,3,17,,17
37,天沼,105,135,140,97,121,102,700,12,712
,,3,4,4,3,4,3,21,2,23
38,永福,87,104,99,96,93,99,578,,578
,,3,4,3,3,3,3,19,,19
39,新泉和泉,131,144,165,124,131,134,829,28,857
,,4,5,5,4,4,4,26,4,30
40,高円寺,105,117,110,89,94,83,598,11,609
,,3,4,4,3,3,3,20,2,22
小学校計,,3724,3840,3763,3632,3544,3557,22060,213,22273
,,126,132,127,122,120,120,747,32,779
