令和５年11月１日現在中学校生徒数,,,,,,,
,※上段は生徒数、下段は学級数。,,,,,,
,,,,,,,
,,,,,,,
,,通常の学級,,,,特別支援学級,総計
,,1年,2年,3年,計,固定,
1,高南,57,49,73,179,,179
,,2,2,2,6,,6
2,杉森,91,100,84,275,,275
,,3,3,3,9,,9
3,阿佐ヶ谷,74,78,70,222,12,234
,,3,2,2,7,2,9
4,東田,98,107,134,339,,339
,,3,3,4,10,,10
5,松渓,92,101,130,323,,323
,,3,3,4,10,,10
6,天沼,101,81,105,287,,287
,,3,2,3,8,,8
7,東原,91,87,79,257,,257
,,3,3,2,8,,8
8,中瀬,143,182,160,485,,485
,,4,5,5,14,,14
9,井荻,163,179,133,475,,475
,,5,5,4,14,,14
10,井草,169,138,163,470,19,489
,,5,4,5,14,3,17
11,荻窪,95,77,98,270,,270
,,3,2,3,8,,8
12,神明,76,91,86,253,,253
,,3,3,3,9,,9
13,宮前,100,103,109,312,17,329
,,3,3,3,9,2,11
14,富士見丘,69,92,79,240,,240
,,2,3,2,7,,7
15,高井戸,139,161,145,445,,445
,,5,5,4,14,,14
16,向陽,80,118,97,295,,295
,,3,3,3,9,,9
17,松ノ木,81,85,76,242,,242
,,3,3,2,8,,8
18,大宮,74,59,54,187,15,202
,,3,2,2,7,2,9
19,泉南,74,67,73,214,,214
,,3,2,2,7,,7
20,和田,71,79,78,228,,228
,,2,2,2,6,,6
21,西宮,112,121,113,346,,346
,,4,4,3,11,,11
22,和泉,91,82,88,261,23,284
,,3,3,3,9,3,12
23,高円寺,48,55,57,160,10,170
,,2,2,2,6,2,8
中学校計,,2189,2292,2284,6765,96,6861
,,73,69,68,210,14,224
