令和５年４月７日現在小学校児童数,,,,,,,,,,
,※上段は児童数、下段は学級数。,,,,,,,,,
,,,,,,,,,,
,,通常の学級,,,,,,,特別支援学級,総計
,,1年,2年,3年,4年,5年,6年,計,固定,
1,杉並第一,36,59,59,48,57,67,326,,326
,,2,2,2,2,2,2,12,,12
2,杉並第二,107,144,124,107,120,106,708,,708
,,4,5,4,4,4,4,25,,25
3,杉並第三,39,55,32,30,31,31,218,12,230
,,2,2,1,1,1,1,8,2,10
4,杉並第六,46,70,57,61,58,57,349,,349
,,2,2,2,2,2,2,12,,12
5,杉並第七,86,64,78,59,60,59,406,,406
,,3,2,3,2,2,2,14,,14
6,杉並第九,103,83,87,95,82,82,532,,532
,,3,3,3,3,3,3,18,,18
7,杉並第十,93,72,93,87,94,82,521,,521
,,3,3,3,3,3,3,18,,18
8,西田,131,154,111,102,113,108,719,,719
,,4,5,4,3,4,4,24,,24
9,東田,64,72,62,65,65,79,407,,407
,,2,3,2,2,2,3,14,,14
10,馬橋,83,85,85,101,84,88,526,13,539
,,3,3,3,3,3,3,18,2,20
11,桃井第一,134,148,130,141,121,144,818,,818
,,4,5,4,5,4,5,27,,27
12,桃井第二,103,94,113,108,85,66,569,30,599
,,3,3,4,4,3,2,19,4,23
13,桃井第三,76,50,71,76,76,65,414,13,427
,,3,2,3,3,3,2,16,2,18
14,桃井第四,98,86,93,92,95,94,558,,558
,,3,3,3,3,3,3,18,,18
15,桃井第五,118,119,111,106,100,115,669,,669
,,4,4,4,4,3,4,23,,23
16,四宮,130,120,134,114,113,136,747,27,774
,,4,4,4,4,4,4,24,4,28
17,荻窪,144,103,150,123,117,126,763,,763
,,5,3,5,4,4,4,25,,25
18,井荻,73,93,86,72,79,65,468,,468
,,3,3,3,3,3,2,17,,17
19,沓掛,94,103,89,107,110,88,591,,591
,,3,3,3,4,4,3,20,,20
20,高井戸,134,127,146,139,122,142,810,,810
,,4,4,5,4,4,5,26,,26
21,高井戸第二,100,126,113,137,114,139,729,41,770
,,3,4,4,4,4,4,23,6,29
22,高井戸第三,92,101,92,104,91,74,554,,554
,,3,3,3,3,3,3,18,,18
23,高井戸第四,73,72,64,87,70,78,444,,444
,,3,3,2,3,2,3,16,,16
24,松庵,75,80,65,64,70,77,431,,431
,,3,3,2,2,2,3,15,,15
25,浜田山,152,146,128,135,149,132,842,,842
,,5,5,4,4,5,4,27,,27
26,富士見丘,75,76,74,63,75,57,420,,420
,,3,3,3,2,3,2,16,,16
27,大宮,89,76,79,74,80,86,484,,484
,,3,3,3,3,3,3,18,,18
28,堀之内,92,86,67,81,80,77,483,,483
,,3,3,2,3,3,3,17,,17
29,和田,88,82,75,73,62,67,447,,447
,,3,3,3,3,2,2,16,,16
30,方南,95,110,81,87,82,76,531,,531
,,3,4,3,3,3,3,19,,19
31,済美,75,68,71,65,63,59,401,28,429
,,3,2,3,2,2,2,14,4,18
32,八成,85,88,94,100,90,94,551,,551
,,3,3,3,3,3,3,18,,18
33,三谷,99,77,100,92,95,72,535,,535
,,3,3,3,3,3,3,18,,18
34,松ノ木,57,68,51,59,40,42,317,,317
,,2,3,2,2,2,2,13,,13
35,高井戸東,79,90,88,89,78,102,526,,526
,,3,3,3,3,3,3,18,,18
36,久我山,83,84,96,77,65,86,491,,491
,,3,3,3,3,2,3,17,,17
37,天沼,103,134,139,97,121,101,695,13,708
,,3,4,4,3,4,3,21,2,23
38,永福,86,106,100,93,89,97,571,,571
,,3,4,3,3,3,3,19,,19
39,新泉和泉,132,146,168,122,130,133,831,27,858
,,4,5,5,4,4,4,26,4,30
40,高円寺,103,118,112,88,90,83,594,11,605
,,3,4,4,3,3,3,20,2,22
小学校計,,3725,3835,3768,3620,3516,3532,21996,215,22211
,,126,132,127,122,120,120,747,32,779
