令和５年8月１日現在中学校生徒数,,,,,,,
,※上段は生徒数、下段は学級数。,,,,,,
,,,,,,,
,,,,,,,
,,通常の学級,,,,特別支援学級,総計
,,1年,2年,3年,計,固定,
1,高南,58,47,73,178,,178
,,2,2,2,6,,6
2,杉森,91,101,84,276,,276
,,3,3,3,9,,9
3,阿佐ヶ谷,74,76,70,220,11,231
,,3,2,2,7,2,9
4,東田,99,107,135,341,,341
,,3,3,4,10,,10
5,松渓,92,101,131,324,,324
,,3,3,4,10,,10
6,天沼,100,79,106,285,,285
,,3,2,3,8,,8
7,東原,91,88,79,258,,258
,,3,3,2,8,,8
8,中瀬,144,181,161,486,,486
,,4,5,5,14,,14
9,井荻,164,178,133,475,,475
,,5,5,4,14,,14
10,井草,168,140,163,471,19,490
,,5,4,5,14,3,17
11,荻窪,94,76,97,267,,267
,,3,2,3,8,,8
12,神明,76,90,86,252,,252
,,3,3,3,9,,9
13,宮前,100,100,109,309,17,326
,,3,3,3,9,2,11
14,富士見丘,69,90,79,238,,238
,,2,3,2,7,,7
15,高井戸,140,162,144,446,,446
,,5,5,4,14,,14
16,向陽,80,116,98,294,,294
,,3,3,3,9,,9
17,松ノ木,81,85,76,242,,242
,,3,3,2,8,,8
18,大宮,74,59,54,187,15,202
,,3,2,2,7,2,9
19,泉南,74,67,74,215,,215
,,3,2,2,7,,7
20,和田,70,79,79,228,,228
,,2,2,2,6,,6
21,西宮,113,122,113,348,,348
,,4,4,3,11,,11
22,和泉,90,82,87,259,23,282
,,3,3,3,9,3,12
23,高円寺,50,55,57,162,10,172
,,2,2,2,6,2,8
中学校計,,2192,2281,2288,6761,95,6856
,,73,69,68,210,14,224
