国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成30年中の増減
総数,0,13000,総数,-3035,-2845,-1885,-472,-45,303,205,-1,146,30,-865,-1131,-9595
総数,1,13100,区部,-1452,-1557,-833,115,424,647,643,423,730,559,36,-338,-603
総数,1,13200,市部,-1484,-1211,-972,-515,-404,-287,-403,-349,-525,-461,-825,-726,-8162
総数,2,13300,郡部,-65,-52,-58,-54,-53,-40,-27,-59,-41,-53,-61,-44,-607
総数,2,13350,島部,-34,-25,-22,-18,-12,-17,-8,-16,-18,-15,-15,-23,-223
総数,1,13100,区部,-1452,-1557,-833,115,424,647,643,423,730,559,36,-338,-603
総数,4,13101,千代田区,9,15,-1,20,13,12,25,-9,20,44,20,22,190
総数,4,13102,中央区,76,82,80,77,79,115,126,124,83,118,127,92,1179
総数,4,13103,港区,124,60,86,144,145,131,157,151,100,115,94,103,1410
総数,4,13104,新宿区,-68,-46,-50,20,-10,24,30,15,41,12,4,23,-5
総数,4,13105,文京区,25,-6,3,32,39,27,55,49,101,62,38,44,469
総数,4,13106,台東区,-42,-72,-32,-12,-31,-34,11,-6,-13,0,-37,-33,-301
総数,4,13107,墨田区,-75,-30,-10,-17,52,11,25,20,20,1,19,6,22
総数,4,13108,江東区,-15,-62,20,75,43,74,30,113,93,71,57,7,506
総数,4,13109,品川区,9,-11,47,52,64,88,85,71,70,62,39,27,603
総数,4,13110,目黒区,-39,20,18,38,108,58,60,30,56,40,36,20,445
総数,4,13111,大田区,-155,-160,-69,-16,-3,47,-13,-37,3,7,-52,-93,-541
総数,4,13112,世田谷区,-15,-65,-44,-3,67,72,110,138,133,151,68,12,624
総数,4,13113,渋谷区,25,23,12,37,90,36,76,26,69,17,24,59,494
総数,4,13114,中野区,-49,-76,-40,1,-11,10,-12,3,31,0,-16,-6,-165
総数,4,13115,杉並区,-84,-120,-3,32,-15,83,88,14,59,66,36,-12,144
総数,4,13116,豊島区,-107,-57,-69,-19,-1,14,-22,-16,-18,-1,-13,-13,-322
総数,4,13117,北区,-133,-170,-124,-93,-71,-16,-84,-80,-3,-35,-76,-80,-965
総数,4,13118,荒川区,-72,-76,-52,-19,-21,13,-24,-23,-66,-47,-38,-25,-450
総数,4,13119,板橋区,-152,-107,-129,-5,8,0,11,-32,48,-13,-34,-71,-476
総数,4,13120,練馬区,-78,-187,-105,-53,-10,17,11,56,42,34,-14,-63,-350
総数,4,13121,足立区,-382,-272,-196,-78,-112,-114,-119,-150,-89,-168,-148,-223,-2051
総数,4,13122,葛飾区,-129,-159,-143,-83,-39,-26,-43,-74,-56,-44,-87,-79,-962
総数,4,13123,江戸川区,-125,-81,-32,-15,40,5,60,40,6,67,-11,-55,-101
総数,1,13200,市部,-1484,-1211,-972,-515,-404,-287,-403,-349,-525,-461,-825,-726,-8162
総数,4,13201,八王子市,-272,-225,-230,-145,-159,-122,-131,-188,-123,-129,-166,-220,-2110
総数,4,13202,立川市,-54,-60,-50,-33,10,16,-10,-21,3,-10,-18,-27,-254
総数,4,13203,武蔵野市,-71,0,-18,0,23,21,28,19,-2,21,31,-17,35
総数,4,13204,三鷹市,-54,-20,-26,5,-3,32,45,41,8,19,-22,18,43
総数,4,13205,青梅市,-127,-85,-82,-84,-104,-82,-60,-73,-90,-80,-98,-80,-1045
総数,4,13206,府中市,-37,-47,-4,19,-8,23,7,13,-24,-16,5,-54,-123
総数,4,13207,昭島市,-61,-74,-33,-10,-16,-5,-34,-5,-17,-9,-20,-26,-310
