地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成31年1月
0,13000,総数,6979833,6981232,6980373,6998929,7017553,7023746,7025083,7028528,7028840,7031416,7038664,7040041,7039541
1,13100,区部,4816860,4818818,4818756,4834659,4848277,4853513,4854680,4857840,4858312,4860446,4866803,4868209,4867669
1,13200,市部,2121974,2121496,2120755,2123680,2128534,2129517,2129708,2130015,2129890,2130350,2131298,2131289,2131375
2,13300,郡部,28797,28737,28718,28705,28677,28656,28644,28621,28589,28581,28540,28518,28504
2,13350,島部,12202,12181,12144,11885,12065,12060,12051,12052,12049,12039,12023,12025,11993
1,13100,区部,4816860,4818818,4818756,4834659,4848277,4853513,4854680,4857840,4858312,4860446,4866803,4868209,4867669
4,13101,千代田区,30385,30457,30479,30705,30830,30879,30928,31044,31143,31262,31368,31407,31513
4,13102,中央区,81610,81912,82259,82848,83199,83399,83598,83804,83967,84102,84397,84610,84684
4,13103,港区,134147,134509,134589,134927,135208,135444,135507,135459,135584,135733,135930,135970,135881
4,13104,新宿区,171054,171206,170974,171447,172640,172698,172683,173011,172690,172931,173520,173470,173076
4,13105,文京区,117680,117718,117718,118129,118691,118916,118974,119028,119081,119262,119619,119779,119721
4,13106,台東区,98687,98781,98844,99246,99702,99814,99834,99953,100040,100079,100295,100324,100302
4,13107,墨田区,132884,132983,133083,133488,133775,134029,134134,134265,134227,134220,134438,134504,134622
4,13108,江東区,258235,258402,258436,259091,259835,260248,260322,260516,260728,260744,261175,261350,261240
4,13109,品川区,201294,201534,201807,202739,203142,203466,203611,203772,203936,204095,204445,204713,204850
4,13110,目黒区,149199,149191,149229,149787,150014,150220,150228,150295,150249,150280,150408,150445,150478
4,13111,大田区,363862,363907,363947,365715,366606,367187,367304,367417,367498,367733,367932,367960,367902
4,13112,世田谷区,485219,485300,485229,487284,488368,488754,488966,489211,489389,489611,489970,489974,490177
4,13113,渋谷区,119156,119267,119284,119673,120002,120116,120052,120013,120057,120210,120232,120209,120194
4,13114,中野区,166346,166344,166346,166796,167356,167502,167529,167611,167537,167594,167838,167886,167881
4,13115,杉並区,298597,298656,298506,299756,300488,300689,300829,300897,300745,300798,301120,301172,301045
4,13116,豊島区,147976,148030,147981,148394,149434,149500,149493,149604,149485,149500,149819,149805,149752
4,13117,北区,174849,174914,174828,175581,176078,176164,176211,176449,176308,176635,176918,177011,177002
4,13118,荒川区,109358,109393,109310,109448,109897,109978,109945,110089,110073,110050,110289,110289,110281
4,13119,板橋区,292306,292330,292373,293414,294098,294544,294506,294916,294993,295067,295473,295574,295693
4,13120,練馬区,376684,376703,376552,377788,378742,378947,379006,379061,379007,379079,379475,379505,379516
