国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成30年中の増減
総数,0,13000,総数,-740,-1146,-2623,999,2251,-1116,401,584,-1996,1234,-92,553,-1691
総数,1,13100,区部,-455,-652,-890,-726,1305,-1085,249,415,-1706,1253,-226,118,-2400
総数,1,13200,市部,-264,-512,-1323,1373,938,-54,175,167,-316,-7,101,449,727
総数,2,13300,郡部,-11,24,9,-20,2,22,-11,1,24,-1,24,0,63
総数,2,13350,島部,-10,-6,-419,372,6,1,-12,1,2,-11,9,-14,-81
総数,1,13100,区部,-455,-652,-890,-726,1305,-1085,249,415,-1706,1253,-226,118,-2400
総数,4,13101,千代田区,34,-32,121,15,64,33,84,169,117,1,-31,104,679
総数,4,13102,中央区,148,278,260,36,57,69,32,110,-72,155,64,23,1160
総数,4,13103,港区,-69,-185,-138,-178,-30,-45,-26,-81,-42,-135,-147,-105,-1181
総数,4,13104,新宿区,-135,-27,-732,-528,-103,-227,-226,-221,-364,-181,-263,-486,-3493
総数,4,13105,文京区,-98,-78,-162,93,49,-35,48,81,48,154,96,3,199
総数,4,13106,台東区,-11,40,87,-97,55,-45,-65,86,9,-15,-24,-51,-31
総数,4,13107,墨田区,71,-40,-207,-11,123,59,-25,-87,-87,56,3,23,-122
総数,4,13108,江東区,13,-47,55,226,147,-30,104,91,-17,88,60,-85,605
総数,4,13109,品川区,153,153,222,-3,181,-61,-58,25,-31,120,252,156,1109
総数,4,13110,目黒区,-84,8,42,-62,25,-99,-57,-81,-77,-10,-98,117,-376
総数,4,13111,大田区,-104,-7,97,155,186,-47,77,100,-18,15,-227,146,373
総数,4,13112,世田谷区,-281,-238,323,-119,30,67,6,119,-104,186,-21,149,117
総数,4,13113,渋谷区,-12,-82,-47,-154,-70,-124,-73,11,-361,-56,-152,-36,-1156
総数,4,13114,中野区,-147,-58,-354,-138,-8,-102,-21,-40,-165,20,50,29,-934
総数,4,13115,杉並区,-116,-189,-175,-318,5,-134,-171,-150,-163,60,-111,-118,-1580
総数,4,13116,豊島区,-67,-68,-235,1,-63,-211,-200,-155,-332,-31,-114,-60,-1535
総数,4,13117,北区,61,-45,441,-64,6,115,240,25,384,167,231,67,1628
総数,4,13118,荒川区,5,-35,-110,53,3,-45,100,-21,-59,35,-49,-73,-196
総数,4,13119,板橋区,-30,24,-210,9,243,-69,249,221,-12,122,151,303,1001
総数,4,13120,練馬区,-22,-132,39,182,-9,-48,-5,-19,-111,237,25,24,161
総数,4,13121,足立区,243,133,161,248,220,-29,147,175,-99,127,176,84,1586
総数,4,13122,葛飾区,41,132,-23,-59,157,5,148,74,-112,108,57,-48,480
総数,4,13123,江戸川区,-48,-157,-345,-13,37,-82,-59,-17,-38,30,-154,-48,-894
総数,1,13200,市部,-264,-512,-1323,1373,938,-54,175,167,-316,-7,101,449,727
総数,4,13201,八王子市,-177,-183,-395,58,-50,-116,-43,-3,-124,-38,92,-17,-996
総数,4,13202,立川市,-20,28,17,15,-17,-63,132,-23,-15,79,83,64,280
総数,4,13203,武蔵野市,-10,-37,94,9,14,-26,-22,-12,-55,-13,7,138,87
総数,4,13204,三鷹市,-36,-44,-121,-106,55,-3,-75,15,-120,-8,-75,-105,-623
総数,4,13205,青梅市,-49,-15,-122,-8,-31,61,-12,-16,18,16,-3,34,-127
総数,4,13206,府中市,-75,-314,-399,336,156,5,-278,-76,113,-451,-316,-90,-1389
総数,4,13207,昭島市,77,17,-33,20,17,10,22,61,56,-4,19,23,285
総数,4,13208,調布市,44,-6,28,111,101,15,82,22,-49,-20,-46,188,470
総数,4,13209,町田市,11,-64,-147,-28,14,-40,-26,-49,-100,23,2,-7,-411
総数,4,13210,小金井市,38,-45,-12,-43,27,7,21,-53,6,54,7,-12,-5
総数,4,13211,小平市,10,-40,-253,475,294,62,188,99,96,121,129,15,1196
総数,4,13212,日野市,-55,54,79,-22,66,-36,97,8,-7,49,-16,-2,215
総数,4,13213,東村山市,-19,56,16,107,22,-38,79,23,-37,30,57,17,313
総数,4,13214,国分寺市,-81,-65,145,269,61,30,53,88,11,68,12,2,593
総数,4,13215,国立市,51,-25,16,5,-33,-6,-47,-18,-53,7,-58,-44,-205
総数,4,13218,福生市,-45,9,-62,-38,-27,18,-50,-11,-45,2,-46,-24,-319
総数,4,13219,狛江市,-8,25,-6,47,21,18,29,75,14,22,27,21,285
総数,4,13220,東大和市,31,25,-36,27,1,24,-21,-24,2,3,9,38,79
総数,4,13221,清瀬市,24,31,4,16,27,22,-7,18,11,0,-2,-15,129
総数,4,13222,東久留米市,30,38,-23,-29,39,-4,12,16,-13,27,101,-7,187
総数,4,13223,武蔵村山市,13,50,35,38,22,41,27,-16,3,16,-2,-12,215
総数,4,13224,多摩市,-15,-9,-57,-10,27,-31,49,-43,-28,9,4,-50,-154
総数,4,13225,稲城市,15,12,-10,20,-1,-23,5,29,-17,-20,-18,7,-1
総数,4,13227,羽村市,-37,-76,-80,14,-15,-23,-62,-17,0,-37,-1,35,-299
総数,4,13228,あきる野市,38,40,31,-1,7,16,-7,53,25,24,40,-4,262
総数,4,13229,西東京市,-19,26,-32,91,141,26,29,21,-8,34,95,256,660
総数,1,13550,町村部,-21,18,-410,352,8,23,-23,2,26,-12,33,-14,-18
総数,2,13300,郡部,-11,24,9,-20,2,22,-11,1,24,-1,24,0,63
総数,4,13303,瑞穂町,-11,28,-9,-38,-9,12,-21,-15,-15,-33,20,-16,-107
総数,4,13305,日の出町,3,-6,7,11,-5,0,8,6,30,11,-11,14,68
総数,4,13307,檜原村,-1,2,3,-2,3,7,8,8,1,9,7,3,48
総数,4,13308,奥多摩町,-2,0,8,9,13,3,-6,2,8,12,8,-1,54
総数,2,13350,島部,-10,-6,-419,372,6,1,-12,1,2,-11,9,-14,-81
総数,3,13360,大島支庁,-10,-5,-210,228,4,4,-1,15,-2,-2,3,-8,16
総数,4,13361,大島町,-3,2,-137,131,0,2,-1,8,-1,0,1,-7,-5
