国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成30年中の増減
総数,0,13000,総数,2402,-2418,30169,36113,11096,1328,6574,587,3493,14261,2100,-2321,103384
総数,1,13100,区部,3640,-613,26651,26356,9032,1412,6187,965,3191,12821,2471,-2090,90023
総数,1,13200,市部,-1074,-1748,4172,9341,2109,-28,421,-264,336,1525,-324,-136,14330
総数,2,13300,郡部,-126,-20,-35,-54,-42,-31,-42,-101,-20,-60,-51,-45,-627
総数,2,13350,島部,-38,-37,-619,470,-3,-25,8,-13,-14,-25,4,-50,-342
総数,1,13100,区部,3640,-613,26651,26356,9032,1412,6187,965,3191,12821,2471,-2090,90023
総数,4,13101,千代田区,157,45,404,390,145,85,214,236,271,185,53,181,2366
総数,4,13102,中央区,565,663,1024,755,398,370,324,350,184,569,340,137,5679
総数,4,13103,港区,735,187,759,548,495,200,-86,246,313,463,139,-212,3787
総数,4,13104,新宿区,267,-306,609,2417,139,-76,715,-668,328,1253,-117,-696,3865
総数,4,13105,文京区,119,-36,678,1014,345,117,156,197,453,726,321,-20,4070
総数,4,13106,台東区,153,119,674,897,241,-7,314,211,110,511,50,-115,3158
総数,4,13107,墨田区,222,64,631,648,516,175,304,-97,-87,350,95,140,2961
総数,4,13108,江東区,281,-163,1217,1586,672,195,324,282,61,741,273,-187,5282
総数,4,13109,品川区,502,520,1753,842,753,221,385,323,329,573,648,229,7078
総数,4,13110,目黒区,20,128,871,620,345,-9,73,-91,148,301,14,138,2558
総数,4,13111,大田区,-84,98,2836,1664,831,117,191,99,206,427,5,-197,6193
総数,4,13112,世田谷区,99,-111,3518,2043,698,385,385,371,340,790,93,189,8800
総数,4,13113,渋谷区,292,32,713,358,200,-71,62,198,246,93,-29,-180,1914
総数,4,13114,中野区,-47,115,826,975,289,81,171,-140,54,545,90,16,2975
総数,4,13115,杉並区,62,-212,2212,1402,360,125,193,-207,101,740,79,-212,4643
総数,4,13116,豊島区,89,-193,616,1964,90,-141,137,-348,-85,615,-136,-211,2397
総数,4,13117,北区,82,-355,1299,988,-18,72,585,-174,637,610,233,-13,3946
総数,4,13118,荒川区,2,-177,134,838,82,-37,295,-65,-80,405,7,-82,1322
総数,4,13119,板橋区,-26,-66,1466,1275,684,-40,626,93,57,728,199,181,5177
総数,4,13120,練馬区,64,-400,1790,1720,253,-40,97,-59,91,633,-45,-150,3954
総数,4,13121,足立区,119,-97,1150,994,681,-117,195,203,-373,425,230,-345,3065
総数,4,13122,葛飾区,-31,0,668,746,353,-37,221,73,-78,482,47,-276,2168
総数,4,13123,江戸川区,-2,-468,803,1672,480,-156,306,-68,-35,656,-118,-405,2665
総数,1,13200,市部,-1074,-1748,4172,9341,2109,-28,421,-264,336,1525,-324,-136,14330
総数,4,13201,八王子市,-450,-553,-139,1479,-138,-231,-197,-295,-132,177,67,-306,-718
総数,4,13202,立川市,-30,-34,249,305,54,-11,280,-27,38,181,104,55,1164
総数,4,13203,武蔵野市,15,-63,637,413,149,29,64,57,-75,110,64,97,1497
総数,4,13204,三鷹市,-35,-41,381,427,163,-6,-16,98,5,77,-116,-113,824
