区市町村,合計
千代田区,136
中央区,115
港区,193
新宿区,179
文京区,48
台東区,96
墨田区,80
江東区,152
品川区,130
目黒区,70
大田区,196
世田谷区,188
渋谷区,129
中野区,86
杉並区,98
豊島区,112
北区,99
荒川区,59
板橋区,131
練馬区,126
足立区,187
葛飾区,129
江戸川区,173
八王子市,148
立川市,66
武蔵野市,30
三鷹市,50
青梅市,31
府中市,65
昭島市,40
調布市,49
町田市,108
小金井市,28
小平市,32
日野市,49
東村山市,38
国分寺市,29
国立市,22
西東京市,27
福生市,18
狛江市,21
東大和市,18
清瀬市,26
東久留米市,29
武蔵村山市,22
多摩市,45
羽村市,13
あきる野市,31
瑞穂町,11
日の出町,8
檜原村,3
奥多摩町,3
