町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,889,691,695,1386
両国二丁目,1225,975,986,1961
両国三丁目,1256,922,984,1906
両国四丁目,1212,995,959,1954
千歳一丁目,943,780,831,1611
千歳二丁目,606,536,477,1013
千歳三丁目,1428,1210,1151,2361
緑一丁目,1795,1537,1434,2971
緑二丁目,1712,1600,1660,3260
緑三丁目,1614,1400,1378,2778
緑四丁目,2640,2259,2092,4351
立川一丁目,850,620,671,1291
立川二丁目,852,693,667,1360
立川三丁目,1066,850,895,1745
立川四丁目,999,756,778,1534
菊川一丁目,1020,836,900,1736
菊川二丁目,1457,1070,1226,2296
菊川三丁目,2157,1833,1887,3720
江東橋一丁目,852,662,601,1263
江東橋二丁目,1282,1079,964,2043
江東橋三丁目,508,382,232,614
江東橋四丁目,1478,1095,974,2069
江東橋五丁目,1607,1430,1423,2853
横網一丁目,136,156,142,298
横網二丁目,660,563,576,1139
亀沢一丁目,1185,992,1012,2004
亀沢二丁目,998,856,985,1841
亀沢三丁目,1015,1044,1002,2046
亀沢四丁目,1429,1308,1227,2535
石原一丁目,1530,1206,1257,2463
石原二丁目,1412,1237,1246,2483
石原三丁目,1681,1496,1378,2874
石原四丁目,1496,1371,1319,2690
本所一丁目,1585,1425,1415,2840
本所二丁目,909,766,828,1594
本所三丁目,969,862,852,1714
本所四丁目,1394,1227,1174,2401
東駒形一丁目,827,646,662,1308
東駒形二丁目,836,739,754,1493
東駒形三丁目,902,746,737,1483
東駒形四丁目,1442,1173,1233,2406
吾妻橋一丁目,1288,988,1079,2067
吾妻橋二丁目,899,673,723,1396
吾妻橋三丁目,869,795,829,1624
錦糸一丁目,1305,1008,921,1929
錦糸二丁目,394,308,240,548
錦糸三丁目,413,344,280,624
錦糸四丁目,920,817,820,1637
太平一丁目,1774,1685,1646,3331
太平二丁目,851,713,565,1278
太平三丁目,782,633,585,1218
太平四丁目,2530,2232,2295,4527
横川一丁目,789,822,721,1543
横川二丁目,938,793,707,1500
横川三丁目,667,578,540,1118
横川四丁目,694,625,553,1178
横川五丁目,1389,1149,1503,2652
業平一丁目,1531,1399,1558,2957
業平二丁目,801,682,610,1292
業平三丁目,854,670,679,1349
業平四丁目,1167,885,984,1869
業平五丁目,1168,1074,1195,2269
向島一丁目,1338,1102,1089,2191
向島二丁目,1529,1260,1382,2642
向島三丁目,2583,2243,2234,4477
向島四丁目,1333,1232,1323,2555
向島五丁目,2501,2116,2070,4186
東向島一丁目,1757,1573,1515,3088
東向島二丁目,2834,2408,2570,4978
東向島三丁目,1675,1658,1703,3361
東向島四丁目,1961,1710,1741,3451
東向島五丁目,2108,1817,1942,3759
東向島六丁目,2976,2728,2737,5465
堤通一丁目,1108,1153,1072,2225
堤通二丁目,2032,1781,2253,4034
墨田一丁目,1398,1447,1589,3036
墨田二丁目,2016,1941,1898,3839
墨田三丁目,2002,1827,1810,3637
墨田四丁目,2419,2305,2385,4690
墨田五丁目,1533,1384,1369,2753
押上一丁目,1310,1013,1127,2140
押上二丁目,1970,1744,1884,3628
押上三丁目,2251,2126,2090,4216
京島一丁目,3570,3355,3609,6964
京島二丁目,974,932,841,1773
京島三丁目,2282,2097,2021,4118
文花一丁目,2934,2484,2939,5423
文花二丁目,1249,1120,1157,2277
文花三丁目,1187,1328,1297,2625
八広一丁目,1806,1703,1599,3302
八広二丁目,2121,2093,2017,4110
八広三丁目,1820,1806,1667,3473
八広四丁目,2228,2174,2123,4297
八広五丁目,1593,1424,1458,2882
八広六丁目,2059,2014,1917,3931
立花一丁目,3088,2682,2875,5557
立花二丁目,849,786,764,1550
立花三丁目,1549,1406,1426,2832
立花四丁目,1815,1794,1708,3502
立花五丁目,1869,2073,2041,4114
立花六丁目,1132,1072,1171,2243
東墨田一丁目,62,67,61,128
東墨田二丁目,705,650,611,1261
東墨田三丁目,374,400,370,770
