町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,799,648,662,1310
両国二丁目,1142,953,894,1847
両国三丁目,1074,794,857,1651
両国四丁目,1107,894,890,1784
千歳一丁目,861,720,746,1466
千歳二丁目,559,493,416,909
千歳三丁目,1181,960,965,1925
緑一丁目,1555,1387,1285,2672
緑二丁目,1632,1558,1618,3176
緑三丁目,1286,1215,1119,2334
緑四丁目,2178,1893,1715,3608
立川一丁目,742,578,571,1149
立川二丁目,798,648,640,1288
立川三丁目,941,784,808,1592
立川四丁目,787,644,588,1232
菊川一丁目,799,731,756,1487
菊川二丁目,1265,1017,1111,2128
菊川三丁目,1999,1717,1828,3545
江東橋一丁目,821,632,611,1243
江東橋二丁目,1229,1056,913,1969
江東橋三丁目,452,313,240,553
江東橋四丁目,1428,1041,1015,2056
江東橋五丁目,1565,1420,1419,2839
横網一丁目,124,144,134,278
横網二丁目,669,566,549,1115
亀沢一丁目,1139,998,976,1974
亀沢二丁目,892,787,884,1671
亀沢三丁目,936,958,883,1841
亀沢四丁目,1340,1207,1155,2362
石原一丁目,1425,1187,1194,2381
石原二丁目,1247,1150,1124,2274
石原三丁目,1571,1451,1243,2694
石原四丁目,1377,1328,1203,2531
本所一丁目,1462,1399,1339,2738
本所二丁目,850,786,808,1594
本所三丁目,949,881,873,1754
本所四丁目,1193,1114,1065,2179
東駒形一丁目,723,579,607,1186
東駒形二丁目,813,744,744,1488
東駒形三丁目,809,717,706,1423
東駒形四丁目,1375,1201,1160,2361
吾妻橋一丁目,1205,951,1029,1980
吾妻橋二丁目,836,665,669,1334
吾妻橋三丁目,817,766,806,1572
錦糸一丁目,1175,904,826,1730
錦糸二丁目,366,289,246,535
錦糸三丁目,406,325,286,611
錦糸四丁目,875,777,770,1547
太平一丁目,1657,1610,1553,3163
太平二丁目,879,732,609,1341
太平三丁目,687,552,541,1093
太平四丁目,2382,2183,2263,4446
横川一丁目,732,790,683,1473
横川二丁目,841,727,626,1353
横川三丁目,621,562,510,1072
横川四丁目,706,659,570,1229
横川五丁目,1340,1179,1460,2639
業平一丁目,1470,1388,1537,2925
業平二丁目,800,675,619,1294
業平三丁目,842,666,661,1327
業平四丁目,1094,894,942,1836
業平五丁目,1142,1058,1162,2220
向島一丁目,1209,1053,1011,2064
向島二丁目,1343,1182,1232,2414
向島三丁目,2106,1861,1799,3660
向島四丁目,1274,1259,1279,2538
向島五丁目,2297,2030,1941,3971
東向島一丁目,1627,1492,1466,2958
東向島二丁目,2657,2363,2444,4807
東向島三丁目,1569,1572,1655,3227
東向島四丁目,1834,1664,1698,3362
東向島五丁目,1999,1829,1920,3749
東向島六丁目,2711,2592,2597,5189
堤通一丁目,1092,1205,1110,2315
堤通二丁目,2032,1899,2300,4199
墨田一丁目,1223,1351,1459,2810
墨田二丁目,1957,1976,1879,3855
墨田三丁目,1838,1807,1740,3547
墨田四丁目,2402,2307,2450,4757
墨田五丁目,1487,1422,1355,2777
押上一丁目,1260,1049,1130,2179
押上二丁目,1993,1817,1935,3752
押上三丁目,2173,2091,1973,4064
京島一丁目,3342,3204,3371,6575
京島二丁目,977,941,843,1784
京島三丁目,2357,2189,2117,4306
文花一丁目,2873,2535,3031,5566
文花二丁目,1137,1101,1067,2168
文花三丁目,1152,1321,1305,2626
八広一丁目,1722,1693,1568,3261
八広二丁目,1984,2055,1976,4031
八広三丁目,1749,1719,1639,3358
八広四丁目,1943,2016,1874,3890
八広五丁目,1494,1427,1410,2837
八広六丁目,1970,2009,1897,3906
立花一丁目,3128,2856,2944,5800
立花二丁目,811,751,708,1459
立花三丁目,1375,1294,1316,2610
立花四丁目,1739,1820,1706,3526
立花五丁目,1742,1961,1908,3869
立花六丁目,1117,1112,1185,2297
東墨田一丁目,67,78,62,140
東墨田二丁目,630,617,561,1178
東墨田三丁目,387,416,368,784
