町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,847,663,681,1344
両国二丁目,1146,948,918,1866
両国三丁目,1137,837,899,1736
両国四丁目,1135,899,904,1803
千歳一丁目,933,784,797,1581
千歳二丁目,552,496,433,929
千歳三丁目,1201,982,984,1966
緑一丁目,1645,1434,1338,2772
緑二丁目,1645,1575,1609,3184
緑三丁目,1428,1316,1212,2528
緑四丁目,2339,2044,1852,3896
立川一丁目,825,606,633,1239
立川二丁目,816,660,653,1313
立川三丁目,976,817,815,1632
立川四丁目,856,702,640,1342
菊川一丁目,858,763,819,1582
菊川二丁目,1312,1042,1132,2174
菊川三丁目,2079,1765,1881,3646
江東橋一丁目,830,640,621,1261
江東橋二丁目,1214,1050,927,1977
江東橋三丁目,465,341,228,569
江東橋四丁目,1420,1043,991,2034
江東橋五丁目,1606,1443,1434,2877
横網一丁目,128,151,143,294
横網二丁目,679,584,567,1151
亀沢一丁目,1206,1023,1046,2069
亀沢二丁目,936,822,923,1745
亀沢三丁目,945,973,910,1883
亀沢四丁目,1374,1247,1184,2431
石原一丁目,1433,1175,1210,2385
石原二丁目,1301,1172,1156,2328
石原三丁目,1544,1418,1275,2693
石原四丁目,1385,1300,1224,2524
本所一丁目,1571,1453,1426,2879
本所二丁目,890,788,822,1610
本所三丁目,989,896,894,1790
本所四丁目,1236,1133,1073,2206
東駒形一丁目,713,583,591,1174
東駒形二丁目,814,737,748,1485
東駒形三丁目,819,711,712,1423
東駒形四丁目,1358,1176,1155,2331
吾妻橋一丁目,1260,980,1059,2039
吾妻橋二丁目,850,667,684,1351
吾妻橋三丁目,830,779,817,1596
錦糸一丁目,1195,910,860,1770
錦糸二丁目,377,296,244,540
錦糸三丁目,398,333,265,598
錦糸四丁目,887,784,798,1582
太平一丁目,1687,1624,1603,3227
太平二丁目,839,705,583,1288
太平三丁目,716,588,570,1158
太平四丁目,2464,2221,2286,4507
横川一丁目,725,780,685,1465
横川二丁目,835,734,626,1360
横川三丁目,614,549,507,1056
横川四丁目,683,635,543,1178
横川五丁目,1332,1154,1459,2613
業平一丁目,1461,1383,1528,2911
業平二丁目,802,669,645,1314
業平三丁目,850,656,660,1316
業平四丁目,1129,891,974,1865
業平五丁目,1139,1062,1150,2212
向島一丁目,1250,1064,1047,2111
向島二丁目,1396,1205,1271,2476
向島三丁目,2236,1964,1937,3901
向島四丁目,1266,1235,1279,2514
向島五丁目,2383,2061,1988,4049
東向島一丁目,1616,1496,1450,2946
東向島二丁目,2677,2371,2465,4836
東向島三丁目,1599,1591,1659,3250
東向島四丁目,1875,1681,1724,3405
東向島五丁目,2042,1819,1933,3752
東向島六丁目,2802,2638,2663,5301
堤通一丁目,1124,1183,1122,2305
堤通二丁目,2006,1845,2242,4087
墨田一丁目,1263,1372,1463,2835
墨田二丁目,1982,1957,1895,3852
墨田三丁目,1901,1812,1766,3578
墨田四丁目,2427,2313,2445,4758
墨田五丁目,1497,1405,1347,2752
押上一丁目,1281,1028,1128,2156
押上二丁目,2013,1818,1963,3781
押上三丁目,2227,2167,2024,4191
京島一丁目,3534,3319,3543,6862
京島二丁目,978,939,834,1773
京島三丁目,2328,2163,2065,4228
文花一丁目,2887,2530,3032,5562
文花二丁目,1142,1070,1098,2168
文花三丁目,1165,1339,1306,2645
八広一丁目,1748,1692,1582,3274
八広二丁目,2014,2055,1999,4054
八広三丁目,1776,1755,1652,3407
八広四丁目,2070,2101,2004,4105
八広五丁目,1536,1432,1427,2859
八広六丁目,2017,2017,1894,3911
立花一丁目,3060,2758,2908,5666
立花二丁目,821,733,713,1446
立花三丁目,1395,1319,1326,2645
立花四丁目,1772,1799,1716,3515
立花五丁目,1764,2001,1917,3918
立花六丁目,1135,1105,1182,2287
東墨田一丁目,65,78,60,138
東墨田二丁目,685,658,610,1268
東墨田三丁目,372,401,371,772
