町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,860,664,674,1338
両国二丁目,1216,987,966,1953
両国三丁目,1136,843,909,1752
両国四丁目,1129,903,897,1800
千歳一丁目,923,787,778,1565
千歳二丁目,541,487,437,924
千歳三丁目,1333,1129,1124,2253
緑一丁目,1654,1444,1344,2788
緑二丁目,1616,1538,1600,3138
緑三丁目,1446,1314,1230,2544
緑四丁目,2334,2043,1866,3909
立川一丁目,835,609,655,1264
立川二丁目,816,652,651,1303
立川三丁目,997,824,835,1659
立川四丁目,871,711,652,1363
菊川一丁目,856,758,810,1568
菊川二丁目,1290,1022,1113,2135
菊川三丁目,2105,1782,1899,3681
江東橋一丁目,839,651,616,1267
江東橋二丁目,1204,1033,925,1958
江東橋三丁目,470,346,224,570
江東橋四丁目,1419,1038,1008,2046
江東橋五丁目,1603,1464,1434,2898
横網一丁目,127,149,139,288
横網二丁目,662,567,568,1135
亀沢一丁目,1188,1029,1028,2057
亀沢二丁目,939,817,931,1748
亀沢三丁目,960,995,937,1932
亀沢四丁目,1392,1268,1193,2461
石原一丁目,1431,1170,1191,2361
石原二丁目,1343,1205,1196,2401
石原三丁目,1584,1471,1290,2761
石原四丁目,1397,1312,1234,2546
本所一丁目,1577,1458,1425,2883
本所二丁目,893,786,820,1606
本所三丁目,989,898,879,1777
本所四丁目,1275,1166,1095,2261
東駒形一丁目,711,572,580,1152
東駒形二丁目,815,737,755,1492
東駒形三丁目,827,712,727,1439
東駒形四丁目,1356,1170,1155,2325
吾妻橋一丁目,1259,973,1066,2039
吾妻橋二丁目,847,662,682,1344
吾妻橋三丁目,851,789,829,1618
錦糸一丁目,1202,925,872,1797
錦糸二丁目,372,294,243,537
錦糸三丁目,392,330,262,592
錦糸四丁目,892,798,803,1601
太平一丁目,1665,1613,1574,3187
太平二丁目,841,702,581,1283
太平三丁目,717,589,566,1155
太平四丁目,2466,2225,2282,4507
横川一丁目,734,792,696,1488
横川二丁目,832,734,617,1351
横川三丁目,617,550,509,1059
横川四丁目,676,630,544,1174
横川五丁目,1385,1196,1508,2704
業平一丁目,1453,1380,1523,2903
業平二丁目,802,676,641,1317
業平三丁目,840,644,662,1306
業平四丁目,1119,874,978,1852
業平五丁目,1153,1079,1155,2234
向島一丁目,1238,1049,1032,2081
向島二丁目,1419,1215,1291,2506
向島三丁目,2361,2059,2066,4125
向島四丁目,1276,1234,1287,2521
向島五丁目,2409,2064,2017,4081
東向島一丁目,1610,1501,1448,2949
東向島二丁目,2717,2399,2483,4882
東向島三丁目,1571,1591,1644,3235
東向島四丁目,1857,1655,1715,3370
東向島五丁目,2055,1821,1932,3753
東向島六丁目,2803,2636,2652,5288
堤通一丁目,1126,1161,1103,2264
堤通二丁目,2007,1844,2252,4096
墨田一丁目,1349,1447,1559,3006
墨田二丁目,1983,1963,1908,3871
墨田三丁目,1872,1785,1727,3512
墨田四丁目,2402,2301,2410,4711
墨田五丁目,1509,1393,1354,2747
押上一丁目,1277,1018,1111,2129
押上二丁目,2007,1808,1940,3748
押上三丁目,2217,2147,2025,4172
京島一丁目,3530,3311,3577,6888
京島二丁目,991,945,841,1786
京島三丁目,2304,2159,2029,4188
文花一丁目,2899,2518,3015,5533
文花二丁目,1160,1078,1119,2197
文花三丁目,1170,1340,1309,2649
八広一丁目,1751,1687,1580,3267
八広二丁目,2045,2067,2012,4079
八広三丁目,1824,1809,1681,3490
八広四丁目,2068,2090,2017,4107
八広五丁目,1520,1412,1427,2839
八広六丁目,2018,2026,1894,3920
立花一丁目,3080,2765,2913,5678
立花二丁目,824,737,711,1448
立花三丁目,1418,1325,1333,2658
立花四丁目,1791,1810,1734,3544
立花五丁目,1755,1987,1912,3899
立花六丁目,1133,1108,1185,2293
東墨田一丁目,61,72,59,131
東墨田二丁目,700,672,616,1288
東墨田三丁目,380,415,376,791
