町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,863,670,676,1346
両国二丁目,1226,993,970,1963
両国三丁目,1192,875,943,1818
両国四丁目,1149,908,895,1803
千歳一丁目,939,798,809,1607
千歳二丁目,571,502,462,964
千歳三丁目,1378,1142,1153,2295
緑一丁目,1700,1488,1349,2837
緑二丁目,1674,1554,1643,3197
緑三丁目,1454,1319,1252,2571
緑四丁目,2365,2063,1884,3947
立川一丁目,852,619,662,1281
立川二丁目,834,669,657,1326
立川三丁目,983,806,829,1635
立川四丁目,901,712,690,1402
菊川一丁目,929,787,849,1636
菊川二丁目,1353,1040,1159,2199
菊川三丁目,2127,1805,1911,3716
江東橋一丁目,853,665,613,1278
江東橋二丁目,1239,1057,944,2001
江東橋三丁目,484,354,229,583
江東橋四丁目,1407,1025,972,1997
江東橋五丁目,1588,1440,1446,2886
横網一丁目,127,151,140,291
横網二丁目,667,577,573,1150
亀沢一丁目,1181,1020,1019,2039
亀沢二丁目,965,830,960,1790
亀沢三丁目,990,1035,972,2007
亀沢四丁目,1396,1264,1209,2473
石原一丁目,1478,1193,1205,2398
石原二丁目,1392,1244,1237,2481
石原三丁目,1646,1495,1339,2834
石原四丁目,1411,1302,1236,2538
本所一丁目,1590,1469,1426,2895
本所二丁目,899,781,823,1604
本所三丁目,972,890,864,1754
本所四丁目,1308,1200,1105,2305
東駒形一丁目,755,602,603,1205
東駒形二丁目,816,734,750,1484
東駒形三丁目,871,736,734,1470
東駒形四丁目,1392,1175,1206,2381
吾妻橋一丁目,1257,960,1061,2021
吾妻橋二丁目,897,673,727,1400
吾妻橋三丁目,862,791,836,1627
錦糸一丁目,1263,964,906,1870
錦糸二丁目,369,296,227,523
錦糸三丁目,390,320,260,580
錦糸四丁目,900,800,815,1615
太平一丁目,1689,1618,1593,3211
太平二丁目,841,700,574,1274
太平三丁目,763,614,597,1211
太平四丁目,2495,2236,2264,4500
横川一丁目,772,826,714,1540
横川二丁目,874,748,661,1409
横川三丁目,627,546,523,1069
横川四丁目,691,627,557,1184
横川五丁目,1405,1210,1540,2750
業平一丁目,1471,1383,1539,2922
業平二丁目,785,674,623,1297
業平三丁目,848,670,674,1344
業平四丁目,1127,870,973,1843
業平五丁目,1133,1063,1164,2227
向島一丁目,1286,1052,1065,2117
向島二丁目,1511,1263,1363,2626
向島三丁目,2432,2147,2121,4268
向島四丁目,1297,1242,1282,2524
向島五丁目,2504,2126,2074,4200
東向島一丁目,1596,1489,1410,2899
東向島二丁目,2810,2422,2550,4972
東向島三丁目,1597,1619,1667,3286
東向島四丁目,1862,1664,1722,3386
東向島五丁目,2084,1819,1953,3772
東向島六丁目,2932,2705,2689,5394
堤通一丁目,1123,1155,1102,2257
堤通二丁目,2006,1813,2223,4036
墨田一丁目,1397,1465,1585,3050
墨田二丁目,1953,1897,1915,3812
墨田三丁目,1938,1812,1771,3583
墨田四丁目,2394,2297,2383,4680
墨田五丁目,1516,1388,1357,2745
押上一丁目,1277,1009,1120,2129
押上二丁目,1986,1776,1932,3708
押上三丁目,2230,2137,2055,4192
京島一丁目,3531,3319,3577,6896
京島二丁目,979,937,840,1777
京島三丁目,2278,2119,2011,4130
文花一丁目,2875,2500,2957,5457
文花二丁目,1227,1123,1155,2278
文花三丁目,1182,1351,1306,2657
八広一丁目,1796,1685,1604,3289
八広二丁目,2041,2029,2010,4039
八広三丁目,1825,1808,1688,3496
八広四丁目,2076,2095,2037,4132
八広五丁目,1535,1405,1443,2848
八広六丁目,2035,2015,1918,3933
立花一丁目,3087,2729,2895,5624
立花二丁目,812,730,708,1438
立花三丁目,1534,1417,1427,2844
立花四丁目,1798,1786,1721,3507
立花五丁目,1768,2004,1951,3955
立花六丁目,1112,1082,1173,2255
東墨田一丁目,61,70,57,127
東墨田二丁目,709,676,626,1302
東墨田三丁目,378,412,378,790
