町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,805,644,654,1298
両国二丁目,1131,948,894,1842
両国三丁目,1147,834,906,1740
両国四丁目,1101,894,886,1780
千歳一丁目,858,731,740,1471
千歳二丁目,568,508,430,938
千歳三丁目,1189,965,980,1945
緑一丁目,1573,1401,1283,2684
緑二丁目,1641,1569,1637,3206
緑三丁目,1316,1239,1130,2369
緑四丁目,2237,1937,1734,3671
立川一丁目,766,578,590,1168
立川二丁目,805,656,644,1300
立川三丁目,961,803,824,1627
立川四丁目,849,687,607,1294
菊川一丁目,814,738,782,1520
菊川二丁目,1310,1039,1130,2169
菊川三丁目,2022,1737,1849,3586
江東橋一丁目,829,644,607,1251
江東橋二丁目,1225,1035,935,1970
江東橋三丁目,470,334,241,575
江東橋四丁目,1428,1040,1005,2045
江東橋五丁目,1570,1424,1428,2852
横網一丁目,127,148,141,289
横網二丁目,674,566,569,1135
亀沢一丁目,1159,1000,996,1996
亀沢二丁目,902,788,893,1681
亀沢三丁目,938,964,876,1840
亀沢四丁目,1344,1211,1163,2374
石原一丁目,1419,1169,1203,2372
石原二丁目,1248,1140,1123,2263
石原三丁目,1572,1457,1252,2709
石原四丁目,1385,1314,1217,2531
本所一丁目,1512,1418,1384,2802
本所二丁目,867,791,812,1603
本所三丁目,964,881,883,1764
本所四丁目,1196,1113,1070,2183
東駒形一丁目,726,582,611,1193
東駒形二丁目,818,748,742,1490
東駒形三丁目,825,727,710,1437
東駒形四丁目,1365,1195,1161,2356
吾妻橋一丁目,1232,963,1037,2000
吾妻橋二丁目,844,666,673,1339
吾妻橋三丁目,827,778,812,1590
錦糸一丁目,1180,893,846,1739
錦糸二丁目,371,294,240,534
錦糸三丁目,400,322,275,597
錦糸四丁目,868,783,775,1558
太平一丁目,1670,1615,1576,3191
太平二丁目,872,726,605,1331
太平三丁目,713,585,556,1141
太平四丁目,2404,2180,2281,4461
横川一丁目,726,790,682,1472
横川二丁目,837,722,620,1342
横川三丁目,623,570,507,1077
横川四丁目,679,632,559,1191
横川五丁目,1330,1172,1460,2632
業平一丁目,1465,1377,1523,2900
業平二丁目,800,677,619,1296
業平三丁目,832,647,663,1310
業平四丁目,1083,875,944,1819
業平五丁目,1144,1068,1177,2245
向島一丁目,1231,1065,1022,2087
向島二丁目,1359,1193,1239,2432
向島三丁目,2121,1889,1857,3746
向島四丁目,1289,1261,1296,2557
向島五丁目,2299,2022,1946,3968
東向島一丁目,1608,1484,1466,2950
東向島二丁目,2672,2375,2458,4833
東向島三丁目,1582,1568,1648,3216
東向島四丁目,1845,1665,1687,3352
東向島五丁目,2006,1808,1940,3748
東向島六丁目,2756,2618,2621,5239
堤通一丁目,1103,1213,1126,2339
堤通二丁目,2015,1871,2279,4150
墨田一丁目,1236,1351,1462,2813
墨田二丁目,1974,1972,1885,3857
墨田三丁目,1864,1810,1774,3584
墨田四丁目,2426,2319,2451,4770
墨田五丁目,1487,1414,1356,2770
押上一丁目,1254,1027,1117,2144
押上二丁目,2024,1846,1955,3801
押上三丁目,2185,2127,2001,4128
京島一丁目,3477,3293,3478,6771
京島二丁目,985,946,839,1785
京島三丁目,2333,2171,2089,4260
文花一丁目,2865,2509,3028,5537
文花二丁目,1117,1079,1063,2142
文花三丁目,1167,1337,1325,2662
八広一丁目,1734,1695,1575,3270
八広二丁目,2001,2046,1992,4038
八広三丁目,1736,1706,1642,3348
八広四丁目,1978,2060,1914,3974
八広五丁目,1513,1431,1407,2838
八広六丁目,1968,1979,1883,3862
立花一丁目,3104,2817,2938,5755
立花二丁目,796,734,695,1429
立花三丁目,1361,1285,1309,2594
立花四丁目,1738,1804,1711,3515
立花五丁目,1749,1970,1906,3876
立花六丁目,1116,1106,1176,2282
東墨田一丁目,66,76,63,139
東墨田二丁目,644,627,575,1202
東墨田三丁目,385,410,372,782
