町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,785,642,655,1297
両国二丁目,1136,947,901,1848
両国三丁目,1045,786,839,1625
両国四丁目,1079,867,867,1734
千歳一丁目,851,716,742,1458
千歳二丁目,553,493,410,903
千歳三丁目,1171,956,957,1913
緑一丁目,1542,1381,1280,2661
緑二丁目,1599,1541,1594,3135
緑三丁目,1274,1207,1118,2325
緑四丁目,2135,1880,1681,3561
立川一丁目,719,557,563,1120
立川二丁目,797,655,640,1295
立川三丁目,919,767,781,1548
立川四丁目,768,629,589,1218
菊川一丁目,796,727,762,1489
菊川二丁目,1199,1002,1054,2056
菊川三丁目,1990,1730,1817,3547
江東橋一丁目,813,631,605,1236
江東橋二丁目,1207,1044,912,1956
江東橋三丁目,449,311,241,552
江東橋四丁目,1407,1038,1005,2043
江東橋五丁目,1562,1415,1427,2842
横網一丁目,124,145,134,279
横網二丁目,661,561,552,1113
亀沢一丁目,1127,996,965,1961
亀沢二丁目,885,787,875,1662
亀沢三丁目,926,954,877,1831
亀沢四丁目,1335,1201,1158,2359
石原一丁目,1400,1180,1176,2356
石原二丁目,1230,1129,1115,2244
石原三丁目,1561,1448,1234,2682
石原四丁目,1374,1331,1195,2526
本所一丁目,1461,1396,1343,2739
本所二丁目,840,782,807,1589
本所三丁目,933,869,864,1733
本所四丁目,1192,1117,1068,2185
東駒形一丁目,726,579,605,1184
東駒形二丁目,813,746,744,1490
東駒形三丁目,807,718,707,1425
東駒形四丁目,1365,1193,1153,2346
吾妻橋一丁目,1196,941,1025,1966
吾妻橋二丁目,822,664,656,1320
吾妻橋三丁目,812,761,805,1566
錦糸一丁目,1165,900,829,1729
錦糸二丁目,365,286,249,535
錦糸三丁目,400,321,283,604
錦糸四丁目,883,781,768,1549
太平一丁目,1664,1612,1556,3168
太平二丁目,879,738,611,1349
太平三丁目,633,513,504,1017
太平四丁目,2381,2195,2270,4465
横川一丁目,716,777,669,1446
横川二丁目,832,716,626,1342
横川三丁目,622,563,508,1071
横川四丁目,707,658,573,1231
横川五丁目,1345,1195,1467,2662
業平一丁目,1477,1391,1541,2932
業平二丁目,788,672,614,1286
業平三丁目,828,658,653,1311
業平四丁目,1091,902,939,1841
業平五丁目,1108,1024,1128,2152
向島一丁目,1198,1047,1003,2050
向島二丁目,1341,1188,1230,2418
向島三丁目,2098,1867,1798,3665
向島四丁目,1267,1255,1278,2533
向島五丁目,2298,2044,1946,3990
東向島一丁目,1629,1502,1466,2968
東向島二丁目,2648,2362,2441,4803
東向島三丁目,1569,1575,1663,3238
東向島四丁目,1828,1659,1695,3354
東向島五丁目,1966,1808,1905,3713
東向島六丁目,2683,2574,2585,5159
堤通一丁目,1072,1192,1102,2294
堤通二丁目,2041,1902,2314,4216
墨田一丁目,1223,1354,1460,2814
墨田二丁目,1937,1967,1865,3832
墨田三丁目,1823,1797,1726,3523
墨田四丁目,2385,2293,2441,4734
墨田五丁目,1484,1427,1356,2783
押上一丁目,1231,1039,1104,2143
押上二丁目,1980,1816,1930,3746
押上三丁目,2126,2050,1933,3983
京島一丁目,3312,3182,3350,6532
京島二丁目,971,937,840,1777
京島三丁目,2348,2194,2117,4311
文花一丁目,2855,2521,3023,5544
文花二丁目,1128,1099,1066,2165
文花三丁目,1147,1315,1299,2614
八広一丁目,1717,1689,1570,3259
八広二丁目,1979,2049,1976,4025
八広三丁目,1735,1714,1627,3341
八広四丁目,1924,2009,1865,3874
八広五丁目,1493,1431,1410,2841
八広六丁目,1963,1996,1898,3894
立花一丁目,3124,2854,2942,5796
立花二丁目,804,748,701,1449
立花三丁目,1359,1288,1299,2587
立花四丁目,1732,1816,1709,3525
立花五丁目,1742,1966,1902,3868
立花六丁目,1118,1115,1187,2302
東墨田一丁目,67,78,62,140
東墨田二丁目,629,614,564,1178
東墨田三丁目,382,411,368,779
