町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,976,749,749,1498
両国二丁目,1224,958,963,1921
両国三丁目,1290,940,952,1892
両国四丁目,1302,1026,1024,2050
千歳一丁目,971,793,831,1624
千歳二丁目,627,519,503,1022
千歳三丁目,1466,1214,1171,2385
緑一丁目,1936,1604,1539,3143
緑二丁目,1730,1604,1664,3268
緑三丁目,1608,1402,1388,2790
緑四丁目,2730,2325,2137,4462
立川一丁目,902,639,693,1332
立川二丁目,882,695,696,1391
立川三丁目,1079,842,906,1748
立川四丁目,1021,766,778,1544
菊川一丁目,1078,839,943,1782
菊川二丁目,1452,1090,1221,2311
菊川三丁目,2160,1815,1902,3717
江東橋一丁目,911,701,620,1321
江東橋二丁目,1297,1064,978,2042
江東橋三丁目,488,373,214,587
江東橋四丁目,1401,1031,952,1983
江東橋五丁目,1666,1439,1470,2909
横網一丁目,135,155,148,303
横網二丁目,659,557,552,1109
亀沢一丁目,1203,1003,1023,2026
亀沢二丁目,996,859,984,1843
亀沢三丁目,1090,1071,1039,2110
亀沢四丁目,1464,1310,1267,2577
石原一丁目,1589,1247,1293,2540
石原二丁目,1428,1229,1245,2474
石原三丁目,1692,1501,1366,2867
石原四丁目,1588,1446,1422,2868
本所一丁目,1644,1436,1464,2900
本所二丁目,916,747,820,1567
本所三丁目,1047,874,915,1789
本所四丁目,1479,1255,1223,2478
東駒形一丁目,868,662,683,1345
東駒形二丁目,806,717,739,1456
東駒形三丁目,925,747,750,1497
東駒形四丁目,1470,1173,1238,2411
吾妻橋一丁目,1300,985,1081,2066
吾妻橋二丁目,931,690,740,1430
吾妻橋三丁目,853,777,824,1601
錦糸一丁目,1291,974,894,1868
錦糸二丁目,402,306,252,558
錦糸三丁目,406,335,262,597
錦糸四丁目,921,817,806,1623
太平一丁目,1819,1717,1644,3361
太平二丁目,875,714,585,1299
太平三丁目,857,676,632,1308
太平四丁目,2555,2229,2264,4493
横川一丁目,800,811,726,1537
横川二丁目,936,787,690,1477
横川三丁目,679,580,541,1121
横川四丁目,707,617,564,1181
横川五丁目,1398,1156,1495,2651
業平一丁目,1545,1365,1557,2922
業平二丁目,815,681,593,1274
業平三丁目,851,657,676,1333
業平四丁目,1219,912,972,1884
業平五丁目,1184,1065,1194,2259
向島一丁目,1404,1140,1152,2292
向島二丁目,1531,1250,1370,2620
向島三丁目,2679,2294,2278,4572
向島四丁目,1325,1235,1305,2540
向島五丁目,2563,2114,2111,4225
東向島一丁目,1749,1550,1514,3064
東向島二丁目,2796,2345,2549,4894
東向島三丁目,1676,1613,1701,3314
東向島四丁目,1968,1688,1734,3422
東向島五丁目,2180,1829,1993,3822
東向島六丁目,2965,2703,2702,5405
堤通一丁目,1073,1135,1079,2214
堤通二丁目,1998,1712,2190,3902
墨田一丁目,1370,1441,1572,3013
墨田二丁目,2016,1911,1899,3810
墨田三丁目,1974,1782,1769,3551
墨田四丁目,2409,2290,2362,4652
墨田五丁目,1529,1371,1360,2731
押上一丁目,1303,1025,1113,2138
押上二丁目,1957,1723,1856,3579
押上三丁目,2299,2143,2126,4269
京島一丁目,3548,3334,3637,6971
京島二丁目,972,927,824,1751
京島三丁目,2265,2104,1995,4099
文花一丁目,2909,2444,2894,5338
文花二丁目,1269,1121,1170,2291
文花三丁目,1200,1316,1294,2610
八広一丁目,1870,1738,1613,3351
八広二丁目,2216,2143,2044,4187
八広三丁目,1864,1789,1696,3485
八広四丁目,2382,2278,2171,4449
八広五丁目,1590,1413,1447,2860
八広六丁目,2087,2035,1950,3985
立花一丁目,3013,2602,2766,5368
立花二丁目,828,757,755,1512
立花三丁目,1596,1437,1416,2853
立花四丁目,1839,1784,1713,3497
立花五丁目,1926,2128,2084,4212
立花六丁目,1145,1061,1178,2239
東墨田一丁目,63,67,61,128
東墨田二丁目,767,689,656,1345
東墨田三丁目,372,391,376,767
